xai,participant,n_rows,n_participants,mean_boundary,median_boundary,mean_orig_boundary,mean_improvement,success_rate,mean_proximity,mean_sparsity,mean_n_features_changed,move_toward_target_rate,mean_helpful_shap,Glucose_change_prevalence,Glucose_mean_abs_change,Glucose_mean_signed_change,Blood Pressure_change_prevalence,Blood Pressure_mean_abs_change,Blood Pressure_mean_signed_change,Insulin_change_prevalence,Insulin_mean_abs_change,Insulin_mean_signed_change,BMI_change_prevalence,BMI_mean_abs_change,BMI_mean_signed_change,Age_change_prevalence,Age_mean_abs_change,Age_mean_signed_change,reasoning_strategy,within_condition_boundary_rank
attribution,R_156Kmlz4ECsrHQR,20,1,0.1372344812685985,0.12373661602649999,0.12287754559834001,-0.014356935670258497,0.45,0.58493397835015,0.5700000000000001,2.15,0.7,0.35308532838869316,0.1,0.026781159666749998,0.026781159666749998,0.3,0.0641304347826,0.0641304347826,0.9,0.26952899447325,0.25406252577735006,0.6,0.15692582186016002,0.13219359370616,0.25,0.0675675675675,0.040540540540500006,,13.0
attribution,R_60Vourt3Kluat5u,20,1,0.14014930495598,0.119383199505,0.12287754559834001,-0.01727175935764001,0.5,0.5925646133135001,0.56,2.2,0.75,0.5453200377866747,0.45,0.16111205577276502,-0.16111205577276502,0.9,0.27065217391314994,-0.27065217391314994,0.1,0.0157757980698,-0.0157757980698,0.75,0.14502458555769498,-0.14502458555769498,0.0,0.0,0.0,,14.0
attribution,R_3P5ccqI6lMcShWV,20,1,0.1428459461758333,0.14589354940299998,0.12287754559834001,-0.019968400577493294,0.9,0.7069824492411498,0.52,2.4,1.0,0.9208477675996243,0.7,0.241455534773,0.047610950518599995,0.75,0.22282608695647993,-0.06195652173918,0.4,0.06155654540956499,0.019487750556835,0.55,0.18114428210175,0.04909848271995,0.0,0.0,0.0,,15.0
attribution,R_6DD4Hjc7DAhjrhU,20,1,0.154385546841725,0.1555092141055,0.12287754559834001,-0.031508001243385,0.7,0.66397018006665,0.6,2.0,0.8,0.6870170898376806,0.45,0.173864988947375,-0.141557558238325,0.65,0.2260869565217,-0.1891304347826,0.7,0.19054689433300004,0.11878247958419999,0.2,0.0734713402641,-0.026471340264100002,0.0,0.0,0.0,,16.0
counterfactual,R_1hF6UnZQsvvwBCX,20,1,0.0629738530502995,0.038973306367,0.12287754559834001,0.05990369254804051,0.7,0.36217757311132004,0.54,2.3,0.9,0.5721902199872068,0.7,0.14198265601100252,-0.03910899506889749,0.65,0.09130434782607,-0.07173913043479,0.6,0.07341417140971498,0.05320465231381501,0.35,0.055476397864565,-0.013793621803875,0.0,0.0,0.0,,1.0
counterfactual,R_7QQowZQ43kZcCj7,20,1,0.07734927809822975,0.04462774524595,0.12287754559834001,0.04552826750011025,0.5,0.511297034303885,0.6600000000000001,1.7,0.95,0.5051536208815859,0.5,0.1874681176670775,0.1721645978575225,0.5,0.09239130434779,0.007608695652180003,0.2,0.1194011383321,0.1194011383321,0.4,0.08906350098344999,0.06756026973871,0.1,0.022972972972955,-0.022972972972955,,2.0
counterfactual,R_5tEkygPCjFKzz2T,20,1,0.08392337314615501,0.07449464533565,0.12287754559834001,0.03895417245218501,0.6,0.38576148970871504,0.49000000000000005,2.55,0.9,0.6275068966106637,0.55,0.09649719435476499,-0.036133310661414994,0.5,0.081521739130435,0.033695652173935,0.6,0.050111358574655006,-0.030314278643945,0.75,0.13871227873004002,0.02163191907847,0.15,0.0189189189189,0.0189189189189,,3.0
counterfactual,R_5faag2PFpaGyI6V,20,1,0.08535400085185998,0.04413103499775,0.12287754559834001,0.037523544746479995,0.4,0.6542550072483,0.3100000000000001,3.45,0.85,0.40859428591109764,0.95,0.33837782690023005,0.15048461146062,0.85,0.09565217391306,-0.0043478260869700015,0.8,0.062381423739959994,0.03536665841784,0.7,0.13487060972186002,0.09476159033440998,0.15,0.022972972972960002,-0.01756756756755,,4.0
counterfactual,R_7dLdPi0fchuvKbu,20,1,0.091574369155971,0.08781461389209999,0.12287754559834,0.031303176442369005,0.5,0.3824691159337,0.5799999999999998,2.1,0.9,0.4804943906302297,0.3,0.07099132800545001,-0.009777248767249998,0.65,0.11521739130431,-0.05434782608690001,0.6,0.10249113255793,0.08619978553165,0.45,0.07079629109298,-0.01505507164932,0.1,0.02297297297295,-0.0013513513513499996,,5.0
counterfactual,R_1ihbKBZG0EAXF8D,20,1,0.0922853252636035,0.079905040173,0.12287754559834001,0.0305922203347365,0.55,0.47910472836859996,0.5899999999999999,2.05,0.95,0.6116930841425201,0.55,0.15303519809553,0.007651759904770003,0.3,0.06847826086955,-0.018478260869549998,0.55,0.10125381506232001,0.06660892518355001,0.65,0.15633745434115,0.011905310480550001,0.0,0.0,0.0,,6.0
counterfactual,R_6ltB5PoMoQ8gakx,20,1,0.09259802195872499,0.0921552163408,0.12287754559834001,0.03027952363961501,0.55,0.63273921224671,0.4800000000000001,2.6,0.9,0.5128130965664821,0.8,0.22912769937093,0.07099132800547,0.35,0.06413043478256,0.029347826086959995,0.9,0.22807885836845299,0.15755176111534702,0.55,0.111402219724725,0.059805984827234995,0.0,0.0,0.0,,7.0
counterfactual,R_3CPW0AmZIfESbrT,20,1,0.0940785966590575,0.07010694081935,0.12287754559834001,0.028798948939282497,0.4,0.5152088544352,0.6199999999999999,1.9,0.65,0.3654880810371758,0.05,0.011902737629649999,0.011902737629649999,0.65,0.1423913043478,-0.0380434782609,0.5,0.21477769528999996,0.21477769528999996,0.7,0.146137117167745,0.051988198932355,0.0,0.0,0.0,,8.0
counterfactual,R_7MBioYOD8gq6nT3,20,1,0.09565111355088,0.05402833136905,0.12287754559834001,0.027226432047459993,0.2,0.20016968766148452,0.7700000000000001,1.15,0.65,0.23362419229454806,0.05,0.021679986396850003,-0.021679986396850003,0.2,0.04673913043475,-0.04673913043475,0.1,0.008042563721845,-0.008042563721845,0.75,0.11695125035118951,-0.11695125035118951,0.05,0.00675675675675,-0.00675675675675,,9.0
counterfactual,R_6dXBSsEnSWPHZg1,20,1,0.10073780189984549,0.053669652082900005,0.12287754559834,0.02213974369849451,0.4,0.317722421976915,0.71,1.45,0.7,0.4037027976157176,0.7,0.19086889984699,-0.08459445672501,0.25,0.05217391304345,-0.05217391304345,0.4,0.05681349500949999,0.0312422667656,0.1,0.017866114077,-0.007866114076999999,0.0,0.0,0.0,,10.0
counterfactual,R_6P1wxXrNHroPf9i,20,1,0.101689982267545,0.0699895524452,0.12287754559834001,0.021187563330795002,0.35,0.39290818967019997,0.63,1.85,0.6,0.40130449412266805,0.15,0.02593096412175,0.02593096412175,0.15,0.017391304347850002,0.017391304347850002,1.0,0.25684649014265,0.25684649014265,0.45,0.0805772688958,0.0805772688958,0.1,0.01216216216215,0.01216216216215,,11.0
counterfactual,R_5cuU4NG0z68t0DW,20,1,0.10221548471967404,0.06391006050940001,0.12287754559834001,0.020662060878666004,0.7,0.5100932442371,0.55,2.25,0.8,0.5881496091636225,0.65,0.149634415915665,0.060363883693264994,0.55,0.143478260869555,-0.0065217391304550065,0.25,0.01649756660893,0.010104759547969999,0.8,0.200483000843015,0.09997330710878499,0.0,0.0,0.0,,12.0
counterfactual,R_6dth5vhxVEBQV2p,20,1,0.106038991518744,0.080109981218,0.12287754559834,0.016838554079596002,0.15,0.19534477732446204,0.7800000000000001,1.1,0.7,0.1249657871142373,0.15,0.044635266111215,-0.044635266111215,0.0,0.0,0.0,0.55,0.08475624845340499,0.08475624845340499,0.3,0.021358668165237002,0.012470216352927,0.1,0.0445945945946,-0.0067567567568,,13.0
counterfactual,R_7gJ0bylGgi6iHe1,20,1,0.10748976029538349,0.09922529584709999,0.12287754559834001,0.015387785302956503,0.4,0.34494698275085,0.6600000000000001,1.7,0.65,0.3323359056412565,0.35,0.08671994558754,-0.08671994558754,0.7,0.141304347826045,-0.141304347826045,0.0,0.0,0.0,0.25,0.04530106771565,-0.04530106771565,0.4,0.071621621621565,-0.071621621621565,,14.0
counterfactual,R_3Fo0QmOVx6lcU4W,20,1,0.11611202759073125,0.095540307408,0.12287754559834001,0.006765518007608754,0.1,0.17676166366351,0.8000000000000002,1.0,0.55,0.14114681424648629,0.1,0.018279204216965002,-0.008927053222234999,0.25,0.07391304347824998,-0.07391304347824998,0.55,0.058978800626895,0.035263548626575006,0.1,0.025590615341400003,-0.025590615341400003,0.0,0.0,0.0,,15.0
counterfactual,R_7PsMTUjq8Wa1btt,20,1,0.12037376868734502,0.0914458868495,0.12287754559834001,0.0025037769109949965,0.6,0.5201543953946001,0.52,2.4,0.9,0.5843433988758572,0.65,0.1772657711273,0.019979595306999998,0.7,0.1380434782608,-0.08152173913039998,0.45,0.104862657758,0.0879526519839,0.25,0.039171677437490005,-0.039171677437490005,0.35,0.060810810810765004,-0.052702702702655,,16.0
counterfactual,R_5L0xQQar3o8Bvr3,20,1,0.13056298822454998,0.110442407731,0.12287754559834,-0.007685442626210001,0.35,0.28131281515434,0.71,1.45,0.55,0.3035390918281771,0.05,0.00382587995239,0.00382587995239,0.2,0.033695652173849996,0.033695652173849996,0.85,0.17250268085464998,0.17250268085464998,0.25,0.059126440011300005,0.059126440011300005,0.1,0.01216216216215,0.01216216216215,,17.0
counterfactual,R_1CKtpMfx1ihpfn1,20,1,0.13317582361709002,0.1160902598525,0.12287754559834001,-0.010298278018749996,0.3,1.0032071069651498,0.3000000000000001,3.5,0.5,0.30611271134488116,0.75,0.18024145553485,0.06206427478325001,0.95,0.25108695652173,-0.09239130434777,0.95,0.3316010888394,0.1571393219499,0.85,0.24027760606906004,0.039621803877559994,0.0,0.0,0.0,,18.0
counterfactual,R_5ASRudX4WuOaMDD,20,1,0.134351490348595,0.1173808502155,0.12287754559834001,-0.011473944750254995,0.5,0.5197301827753501,0.5900000000000001,2.05,0.9,0.5712094869396833,0.5,0.18789321543959997,-0.11732698520659998,0.35,0.080434782608705,-0.0021739130434950014,0.5,0.08671533448821499,-0.0013404272869850012,0.7,0.16468685023885,-0.07126819331265,0.0,0.0,0.0,,19.0
counterfactual,R_6aqu1LmTSlgucVN,20,1,0.1410981297186153,0.1020217345486,0.12287754559834,-0.018220584120275295,0.8,0.6552511654544,0.5399999999999999,2.3,0.9,0.7522215615817759,0.95,0.312021765005975,0.022955279714375,0.1,0.017391304347850002,-0.00434782608695,0.25,0.06372185102698999,-0.007011465808790002,0.95,0.252656785613995,-0.011312587805495,0.05,0.009459459459449999,0.009459459459449999,,20.0
counterfactual,R_6KDvslaxG4W04I9,20,1,0.1467619973052915,0.11688200466000001,0.12287754559834003,-0.0238844517069515,0.5,0.6082668710485499,0.6500000000000001,1.75,0.7,0.489003836181483,0.65,0.23805475259305,-0.23805475259305,0.95,0.3293478260870001,-0.3293478260870001,0.05,0.00793945393055,-0.00793945393055,0.1,0.032924838437799996,-0.032924838437799996,0.0,0.0,0.0,,21.0
counterfactual,R_1ReJOex9cmkqbNa,20,1,0.155681061011074,0.153330769284,0.12287754559834001,-0.032803515412734005,0.55,0.398007749420105,0.6700000000000002,1.65,0.8,0.5326440639857645,0.85,0.18491753103219502,-0.11010032307430499,0.2,0.058695652173949994,0.015217391304349997,0.3,0.0599067887487,-0.0599067887487,0.3,0.0944877774656,0.0181014329868,0.0,0.0,0.0,,22.0
counterfactual,R_1WAqgPTkRSdmI9W,20,1,0.167620544597059,0.16237739849650001,0.12287754559834001,-0.044742998998718995,0.85,0.7406346860094001,0.5,2.5,0.9,0.7812684871307977,0.05,0.0068015643598,0.0068015643598,0.5,0.16847826086955,-0.16847826086955,1.0,0.27190051967335005,0.07063020704444999,0.2,0.04345434110705,-0.01545434110705,0.75,0.24999999999984998,-0.07702702702695,,23.0
counterfactual,R_3FXVdEYgbSYjhFQ,20,1,0.1834396725513,0.17520744375699998,0.12287754559834,-0.060562126952959996,0.75,0.7872591837962999,0.4800000000000001,2.6,0.9,0.7329535629974846,0.75,0.26101003230735,0.007651759904849989,0.8,0.2804347826086999,-0.06739130434779998,0.35,0.05330776210507,0.004227501443529997,0.65,0.176290390559185,0.079376369766815,0.05,0.0162162162162,-0.0162162162162,,24.0
counterfactual,R_12myev0XH9WOz3H,20,1,0.192296298343895,0.1733093069405,0.12287754559834001,-0.069418752745555,0.5,0.47003834928188504,0.5900000000000001,2.05,0.55,0.47777371362561594,0.8,0.24400612140793002,-0.24400612140793002,0.1,0.01195652173914,-0.01195652173914,0.4,0.05134867607027001,-0.05134867607027001,0.75,0.162727030064585,-0.162727030064585,0.0,0.0,0.0,,25.0
counterfactual,R_7DtIw0Gr58M4CAa,20,1,0.19416425849983504,0.1467747422305,0.12287754559834,-0.07128671290149499,0.5,0.49756552466920506,0.49000000000000005,2.55,0.6,0.525908644436408,0.75,0.182366944397165,-0.182366944397165,0.6,0.10869565217387,-0.10869565217387,0.45,0.033820011548295,-0.028870741565614998,0.75,0.172682916549575,-0.16868291654957498,0.0,0.0,0.0,,26.0
counterfactual,R_7L78tZJ3cQDgpFH,20,1,0.3352399012387815,0.297419922985,0.12287754559834001,-0.21236235564044148,0.1,1.55829953207535,0.23000000000000004,3.85,0.35,0.12671659306499022,0.75,0.336090800884175,-0.013866689338475,0.95,0.37282608695649,-0.09239130434779,0.6,0.283201352800425,0.22009816052132497,0.8,0.25672183197525,0.04784602416415001,0.75,0.309459459459305,-0.025675675675705,,27.0
none,R_6dM4kpwwdD2TmDK,20,1,0.062011980345791105,0.047834272053149995,0.12287754559834003,0.060865565252548916,0.55,0.4417557909479849,0.5,2.5,0.9,0.5402932159312721,0.65,0.16026186022787997,-0.09479680326477999,0.3,0.061956521739105,-0.038043478260805,0.7,0.074857708488,0.04949269982677,0.7,0.129814835628005,0.074246698510875,0.15,0.014864864864854999,-0.014864864864854999,,1.0
none,R_6upJU84Jtf3Faf5,20,1,0.07144395262029499,0.07111069721155,0.12287754559834001,0.05143359297804499,0.4,0.406395875039365,0.6299999999999999,1.85,0.9,0.4882732293067672,0.45,0.09012072776744999,-0.025505866349350002,0.15,0.032608695652165,-0.026086956521735,0.35,0.06434050977485,0.06434050977485,0.35,0.08689350941275,-0.005152289969049997,0.55,0.132432432432305,5.00155472593633e-15,,2.0
none,R_1Fh1UMJw1me9wFr,20,1,0.07778198983411069,0.054773843276,0.12287754559834001,0.04509555576422929,0.75,0.5558097662434001,0.5000000000000001,2.5,0.95,0.6525383440290002,0.55,0.17216459785750002,0.019979595306899987,0.6,0.115217391304355,-0.045652173913055004,0.75,0.13600181473227496,0.09578899612302501,0.6,0.13242596234898,-0.035226187131179997,0.0,0.0,0.0,,3.0
none,R_6R9HRjc1dD88yPW,20,1,0.08026373791562444,0.0607740348144,0.12287754559834003,0.042613807682715554,0.3,0.15782434789614502,0.8000000000000002,1.0,0.85,0.23313404004989166,0.7,0.11435130079919001,0.06759054582555998,0.05,0.00978260869565,-0.00978260869565,0.0,0.0,0.0,0.05,0.009366114077,-0.009366114077,0.2,0.024324324324305,-0.024324324324305,,4.0
none,R_1bN1m4OYZIanJ5K,20,1,0.08665006946398249,0.0895406823073,0.12287754559834001,0.03622747613435749,0.6,0.3274691878822,0.6900000000000002,1.55,0.9,0.5953599125330746,0.05,0.0131780309471,0.0131780309471,0.7,0.15326086956517998,-0.06413043478257999,0.4,0.047018064835429994,0.005774148313169999,0.4,0.11401222253445001,0.06635276763145001,0.0,0.0,0.0,,5.0
none,R_5CNiW73tAkn7Lk5,20,1,0.097185636249534,0.081131529548,0.12287754559834001,0.025691909348806004,0.65,0.54363926934395,0.62,1.9,1.0,0.6777975563403447,0.45,0.15261010032310002,0.003825879952400001,0.05,0.01304347826085,-0.01304347826085,0.7,0.17239957106322001,0.12208199290607999,0.7,0.205586119696575,-0.008202023040125003,0.0,0.0,0.0,,6.0
none,R_1KMTwE2iCLDGMxz,20,1,0.09768065141497499,0.0762299100097,0.12287754559834001,0.025196894183364998,0.3,0.2773972183542,0.8000000000000002,1.0,0.65,0.4551255906460714,0.35,0.08034347900019999,-0.035283115116499994,0.05,0.00978260869565,-0.00978260869565,0.15,0.0465025158789,0.0465025158789,0.45,0.14076861477945,0.05627915144705,0.0,0.0,0.0,,7.0
none,R_7ojrp9raD1YDwJj,20,1,0.10093423527958849,0.08313749710345,0.12287754559834001,0.0219433103187515,0.4,0.32977259027565,0.7100000000000001,1.45,0.65,0.36370832341290155,0.45,0.12922972283625,-0.12922972283625,0.7,0.14673913043471498,-0.14673913043471498,0.0,0.0,0.0,0.3,0.053803737004749996,-0.053803737004749996,0.0,0.0,0.0,,8.0
none,R_5gkJQXcSCkjRBmu,20,1,0.10244165003285502,0.07900267696669999,0.12287754559834001,0.020435895565485,0.75,0.7411908240669001,0.56,2.2,0.9,0.7035394981874015,0.6,0.23167828600574997,0.04208467947625001,0.25,0.10869565217389998,-0.0478260869565,0.5,0.12692815309745,0.10898704941024999,0.85,0.27388873279014997,-0.02676341669005,0.0,0.0,0.0,,9.0
none,R_7arfHhy57BRFG9z,20,1,0.11180026149061251,0.103640388022,0.12287754559834,0.011077284107727504,0.3,0.23765903428274998,0.8000000000000002,1.0,0.6,0.2377247459060937,0.2,0.062489372555699994,-0.062489372555699994,0.6,0.1336956521738,-0.1336956521738,0.0,0.0,0.0,0.2,0.04147400955325,-0.04147400955325,0.0,0.0,0.0,,10.0
none,R_3pZ1OVs4kWTC7GB,20,1,0.12354808259950951,0.1432198859755,0.12287754559834001,-0.0006705370011694994,0.35,0.38581151771598005,0.72,1.4,0.85,0.37078871191950397,0.65,0.24570651249785005,0.22615201496345,0.35,0.07173913043478,-0.03043478260878,0.35,0.061865874783445005,0.032376474469955,0.05,0.006500000000000001,0.006500000000000001,0.0,0.0,0.0,,11.0
none,R_7IXNpixLXSjItSq,20,1,0.13203791230276,0.08966521787170001,0.12287754559834,-0.009160366704419996,0.3,0.24171502812495502,0.7900000000000003,1.05,0.6,0.2069275678736718,0.1,0.04506036388365,0.04506036388365,0.15,0.044565217391290005,-0.044565217391290005,0.35,0.059391239792124996,0.032582694052634996,0.3,0.039995504355185,0.0028477100309150017,0.15,0.052702702702704995,0.04459459459459499,,12.0
none,R_5F38AMuOCY994Y9,20,1,0.14717165269732752,0.108680708381,0.12287754559834001,-0.024294107098987487,0.5,0.45374526013729993,0.6,2.0,0.7,0.4189723920566627,0.4,0.083319163407615,-0.083319163407615,0.85,0.20108695652185,-0.20108695652185,0.0,0.0,0.0,0.75,0.16933914020787,-0.16933914020787,0.0,0.0,0.0,,13.0
none,R_3OpQ58fnUhzHRsd,20,1,0.150716795927065,0.08804998509475001,0.12287754559834001,-0.027839250328724995,0.3,0.54550199705981,0.68,1.6,0.6,0.3085626322381384,0.3,0.08714504335994999,0.08714504335994999,0.35,0.097826086956515,-0.034782608695615,0.7,0.31056669141304993,0.31056669141304993,0.25,0.0499641753301,-0.028081624051699998,0.0,0.0,0.0,,14.0
none,R_3ENoszlL5q7JglI,20,1,0.17113564630686498,0.1594359987135,0.12287754559834001,-0.04825810070852497,0.95,0.8978499994711001,0.45,2.75,1.0,0.8914231604323799,0.95,0.38768916850882496,0.097772487672275,0.2,0.022826086956514998,-0.003260869565185,0.9,0.29458467376056496,0.207972449063735,0.7,0.19275007024446,-0.10690207923571,0.0,0.0,0.0,,15.0
none,R_6I5GvkY1dba6Sm6,20,1,0.2071518912118,0.222191047476,0.12287754559834001,-0.08427434561345999,0.95,1.0423836847628498,0.43,2.85,1.0,0.9423397915740589,0.8,0.337102533582665,0.15941166468283502,0.65,0.20760869565224999,0.00108695652175001,0.65,0.20640930462753498,0.085358409634565,0.7,0.2763982860354,0.1041808092161,0.05,0.014864864864849999,-0.014864864864849999,,16.0
none,R_7xWlSJ5Zdqog9gt,20,1,0.23872968455759494,0.2127814709425,0.12287754559834001,-0.11585213895925497,0.5,0.9527351838092502,0.37,3.15,0.75,0.42681032513779266,0.7,0.17386498894746,-0.14240775378335,1.0,0.41195652173905,-0.41195652173905,0.65,0.08867442052293502,-0.07300173224445501,0.8,0.27823925259900506,-0.27823925259900506,0.0,0.0,0.0,,17.0
none,R_6J90tRZsF1dbkUv,20,1,0.24004774137482002,0.227126519316,0.12287754559834001,-0.11717019577648002,0.55,0.45565041086115504,0.7400000000000001,1.3,0.65,0.5402323169656861,0.4,0.12412854956639,-0.12412854956639,0.1,0.009782608695665,-0.009782608695665,0.0,0.0,0.0,0.8,0.32173925259900005,-0.32173925259900005,0.0,0.0,0.0,,18.0
none,R_1yltjaSsgo0dVO7,20,1,0.31042295554071,0.30797309919750004,0.12287754559834001,-0.18754540994236998,1.0,1.4350464346529503,0.34,3.3,1.0,0.9336356570612967,0.95,0.466332256419025,0.07694269682027502,0.4,0.12065217391305001,-0.05760869565215001,0.75,0.2933473562650101,0.19126866287218997,1.0,0.48579572913745006,0.10323124473175001,0.2,0.06891891891884999,0.03648648648645,,19.0
