test_instance_id,cluster,original_prediction,target_prediction,strategy,selected_feature,source_exemplar_or_change,target_probability_before,target_probability_after,target_probability_gain,boundary_progress,capped_boundary_progress,crossed_boundary,remaining_boundary_gap,boundary_overshoot,normalized_edit_size
180205,2,Diabetes,No Diabetes,copy nearest training: 1.25x delta,insulin,180108,0.37848400752310635,0.39584196050019976,0.017357952977093416,0.14284500849050005,0.14284500849050005,0,0.10415803949980024,0.0,0.19333085869834157
180205,2,Diabetes,No Diabetes,copy nearest training: 1.50x delta,insulin,180108,0.37848400752310635,0.4058535527341035,0.02736954521099716,0.22523410008111894,0.22523410008111894,0,0.0941464472658965,0.0,0.2319970304380099
180205,2,Diabetes,No Diabetes,copy nearest training: best component oracle,insulin,180108,0.37848400752310635,0.3866789402440745,0.008194932720968162,0.06743912923664294,0.06743912923664294,0,0.11332105975592549,0.0,0.15466468695867328
180205,2,Diabetes,No Diabetes,nearest displayed target exemplar,age,180109,0.37848400752310635,0.5829677591765955,0.20448375165348914,1.6827723453139047,1.0,1,0.0,0.08296775917659549,0.45945945945945943
180205,2,Diabetes,No Diabetes,nearest real target exemplar oracle,insulin,98,0.37848400752310635,0.3806024856053805,0.0021184780822741667,0.017433738877432093,0.017433738877432093,0,0.11939751439461949,0.0,0.03505732904396591
180205,2,Diabetes,No Diabetes,optimized one-feature recourse,bmi,optimized,0.37848400752310635,0.5017116421228945,0.1232276345997882,1.0140857354493484,1.0,1,0.0,0.001711642122894541,0.25404116324810283
180206,2,Diabetes,No Diabetes,copy nearest training: full two-feature diagnostic,blood_pressure + insulin,180108,0.4754023306418647,0.47769761686175316,0.0022952862198884483,0.09331315851391095,0.09331315851391095,0,0.02230238313824684,0.0,0.3068386000021514
180206,2,Diabetes,No Diabetes,copy nearest training: largest editable delta,insulin,180108,0.4754023306418647,0.47969013046657255,0.004287799824707839,0.1743173209737335,0.1743173209737335,0,0.02030986953342745,0.0,0.15466468695867325
180206,2,Diabetes,No Diabetes,copy nearest training: 1.25x delta,insulin,180108,0.4754023306418647,0.4807625728979118,0.0053602422560470875,0.21791667242954757,0.21791667242954757,0,0.0192374271020882,0.0,0.19333085869834157
180206,2,Diabetes,No Diabetes,copy nearest training: 1.50x delta,insulin,180108,0.4754023306418647,0.4818351926257304,0.0064328619838656675,0.26152323174220166,0.26152323174220166,0,0.01816480737426962,0.0,0.2319970304380099
180206,2,Diabetes,No Diabetes,copy nearest training: best component oracle,insulin,180108,0.4754023306418647,0.47969013046657255,0.004287799824707839,0.1743173209737335,0.1743173209737335,0,0.02030986953342745,0.0,0.15466468695867325
180206,2,Diabetes,No Diabetes,nearest displayed target exemplar,blood_pressure,180110,0.4754023306418647,0.4719898588434994,-0.003412471798365291,-0.13873150942394752,0.0,0,0.02801014115650058,0.0,0.26086956521739124
180206,2,Diabetes,No Diabetes,nearest real target exemplar oracle,age,213,0.4754023306418647,0.5107251020784257,0.035322771436560985,1.4360210685927666,1.0,1,0.0,0.010725102078425697,0.13513513513513514
180206,2,Diabetes,No Diabetes,optimized one-feature recourse,bmi,optimized,0.4754023306418647,0.5000430112655834,0.024640680623718658,1.0017485910944302,1.0,1,0.0,4.301126558337032e-05,0.1000000000000002
180207,2,Diabetes,No Diabetes,copy nearest training: full two-feature diagnostic,blood_pressure + insulin,180107,0.44484721091027885,0.45534951861522543,0.01050230770494659,0.19042205985016827,0.19042205985016827,0,0.044650481384774565,0.0,0.30477640417603585
180207,2,Diabetes,No Diabetes,copy nearest training: largest editable delta,insulin,180107,0.44484721091027885,0.4512633833048037,0.006416172394524855,0.11633450457214754,0.11633450457214754,0,0.0487366166951963,0.0,0.15260249113255758
180207,2,Diabetes,No Diabetes,copy nearest training: 1.25x delta,insulin,180107,0.44484721091027885,0.45287004691969335,0.008022836009414502,0.1454656444729052,0.1454656444729052,0,0.04712995308030665,0.0,0.190753113915697
180207,2,Diabetes,No Diabetes,copy nearest training: 1.50x delta,insulin,180107,0.44484721091027885,0.4544776931381957,0.009630482227916848,0.17461460040126392,0.17461460040126392,0,0.04552230686180431,0.0,0.2289037366988364
180207,2,Diabetes,No Diabetes,copy nearest training: best component oracle,insulin,180107,0.44484721091027885,0.4512633833048037,0.006416172394524855,0.11633450457214754,0.11633450457214754,0,0.0487366166951963,0.0,0.15260249113255758
180207,2,Diabetes,No Diabetes,nearest displayed target exemplar,bmi,180103,0.44484721091027885,0.5410854390541117,0.09623822814383282,1.7449385558230774,1.0,1,0.0,0.04108543905411166,0.2950266928912612
180207,2,Diabetes,No Diabetes,nearest real target exemplar oracle,blood_pressure,208,0.44484721091027885,0.44135974142370704,-0.0034874694865718037,-0.06323287623584144,0.0,0,0.05864025857629296,0.0,0.13043478260869568
180207,2,Diabetes,No Diabetes,optimized one-feature recourse,bmi,optimized,0.44484721091027885,0.5001499335411007,0.055302722630821866,1.0027185124011915,1.0,1,0.0,0.00014993354110071078,0.1658956167462763
180208,2,Diabetes,No Diabetes,copy nearest training: full two-feature diagnostic,blood_pressure + insulin,180106,0.4771295707520168,0.4879872500361046,0.010857679284087818,0.47474750763784995,0.47474750763784995,0,0.012012749963895397,0.0,0.31096299165438274
180208,2,Diabetes,No Diabetes,copy nearest training: largest editable delta,insulin,180106,0.4771295707520168,0.48386842996659446,0.006738859214577675,0.2946538143866245,0.2946538143866245,0,0.01613157003340554,0.0,0.15878907861090458
180208,2,Diabetes,No Diabetes,copy nearest training: 1.25x delta,insulin,180106,0.4771295707520168,0.4855541579254406,0.008424587173423814,0.36836156777279205,0.36836156777279205,0,0.0144458420745594,0.0,0.1984863482636307
180208,2,Diabetes,No Diabetes,copy nearest training: 1.50x delta,insulin,180106,0.4771295707520168,0.4872402146262807,0.010110643874263914,0.44208369526582025,0.44208369526582025,0,0.012759785373719301,0.0,0.23818361791635687
180208,2,Diabetes,No Diabetes,copy nearest training: best component oracle,insulin,180106,0.4771295707520168,0.48386842996659446,0.006738859214577675,0.2946538143866245,0.2946538143866245,0,0.01613157003340554,0.0,0.15878907861090458
180208,2,Diabetes,No Diabetes,nearest displayed target exemplar,bmi,180103,0.4771295707520168,0.5533695807117156,0.07624000995969882,3.333562703744264,1.0,1,0.0,0.0533695807117156,0.34771003090755775
180208,2,Diabetes,No Diabetes,nearest real target exemplar oracle,age,208,0.4771295707520168,0.529646642458835,0.052517071706818186,2.2962871023266564,1.0,1,0.0,0.02964664245883497,0.13513513513513514
180208,2,Diabetes,No Diabetes,optimized one-feature recourse,bmi,optimized,0.4771295707520168,0.5109446808170285,0.0338151100650117,1.4785516134548993,1.0,1,0.0,0.010944680817028485,0.10107895476257267
180209,2,Diabetes,No Diabetes,copy nearest training: full two-feature diagnostic,blood_pressure + insulin,180106,0.44270411470023907,0.4534577960251274,0.010753681324888353,0.18768679929853924,0.18768679929853924,0,0.046542203974872576,0.0,0.31096299165438285
180209,2,Diabetes,No Diabetes,copy nearest training: largest editable delta,insulin,180106,0.44270411470023907,0.44937463026207614,0.006670515561837065,0.11642224440617724,0.11642224440617724,0,0.050625369737923864,0.0,0.15878907861090463
180209,2,Diabetes,No Diabetes,copy nearest training: 1.25x delta,insulin,180106,0.44270411470023907,0.4510452040968353,0.008341089396596224,0.14557920438714345,0.14557920438714345,0,0.048954795903164705,0.0,0.19848634826363076
180209,2,Diabetes,No Diabetes,copy nearest training: 1.50x delta,insulin,180106,0.44270411470023907,0.4527168822312175,0.010012767530978406,0.17475543799687454,0.17475543799687454,0,0.04728311776878252,0.0,0.2381836179163569
180209,2,Diabetes,No Diabetes,copy nearest training: best component oracle,insulin,180106,0.44270411470023907,0.44937463026207614,0.006670515561837065,0.11642224440617724,0.11642224440617724,0,0.050625369737923864,0.0,0.15878907861090463
180209,2,Diabetes,No Diabetes,nearest displayed target exemplar,insulin,180103,0.44270411470023907,0.4596315907201508,0.016927476019911736,0.29543964512199217,0.29543964512199217,0,0.04036840927984919,0.0,0.4021281860925506
180209,2,Diabetes,No Diabetes,nearest real target exemplar oracle,age,73,0.44270411470023907,0.5078926411534411,0.06518852645320206,1.1377523204702809,1.0,1,0.0,0.007892641153441127,0.1891891891891892
180209,2,Diabetes,No Diabetes,optimized one-feature recourse,bmi,optimized,0.44270411470023907,0.5001305008857596,0.05742638618552054,1.0022776659279606,1.0,1,0.0,0.00013050088575961016,0.1723222815397576
180300,1,No Diabetes,Diabetes,copy nearest training: full two-feature diagnostic,glucose + bmi,180105,0.45752431370774427,0.5780110162938017,0.12048670258605743,2.8366040222880367,1.0,1,0.0,0.0780110162938017,0.3040607670756122
180300,1,No Diabetes,Diabetes,copy nearest training: largest editable delta,bmi,180105,0.45752431370774427,0.5138598583358855,0.056335544628141276,1.3263009864166104,1.0,1,0.0,0.013859858335885544,0.15102556898005032
180300,1,No Diabetes,Diabetes,copy nearest training: 1.25x delta,bmi,180105,0.45752431370774427,0.5279446888640698,0.07042037515632549,1.6578984662377239,1.0,1,0.0,0.027944688864069755,0.18878196122506297
180300,1,No Diabetes,Diabetes,copy nearest training: 1.50x delta,bmi,180105,0.45752431370774427,0.5419851706205412,0.08446085691279692,1.9884518482329037,1.0,1,0.0,0.04198517062054119,0.22653835347007545
180300,1,No Diabetes,Diabetes,copy nearest training: best component oracle,bmi,180105,0.45752431370774427,0.5138598583358855,0.056335544628141276,1.3263009864166104,1.0,1,0.0,0.013859858335885544,0.15102556898005032
180300,1,No Diabetes,Diabetes,nearest displayed target exemplar,bmi,180100,0.45752431370774427,0.5569311855870012,0.0994068718792569,2.340324090240326,1.0,1,0.0,0.056931185587001165,0.2669289126159031
180300,1,No Diabetes,Diabetes,nearest real target exemplar oracle,blood_pressure,53,0.45752431370774427,0.46734760107919104,0.009823287371446776,0.23126847919200733,0.23126847919200733,0,0.032652398920808956,0.0,0.08695652173913043
180300,1,No Diabetes,Diabetes,optimized one-feature recourse,bmi,optimized,0.45752431370774427,0.5005447389679327,0.043020425260188455,1.012824724341936,1.0,1,0.0,0.000544738967932723,0.11538774936780027
180301,1,No Diabetes,Diabetes,copy nearest training: full two-feature diagnostic,glucose + bmi,180105,0.46120655184414217,0.6503013611179982,0.18909480927385602,4.874400659465549,1.0,1,0.0,0.1503013611179982,0.30406076707561236
180301,1,No Diabetes,Diabetes,copy nearest training: largest editable delta,bmi,180105,0.46120655184414217,0.5665597960184495,0.10535324417430736,2.715748384908624,1.0,1,0.0,0.06655979601844952,0.1510255689800504
180301,1,No Diabetes,Diabetes,copy nearest training: 1.25x delta,bmi,180105,0.46120655184414217,0.5923424741429176,0.13113592229877546,3.3803626264909337,1.0,1,0.0,0.09234247414291763,0.188781961225063
180301,1,No Diabetes,Diabetes,copy nearest training: 1.50x delta,bmi,180105,0.46120655184414217,0.6105924905870233,0.14938593874288109,3.8508033145881546,1.0,1,0.0,0.11059249058702325,0.2265383534700757
180301,1,No Diabetes,Diabetes,copy nearest training: best component oracle,bmi,180105,0.46120655184414217,0.5665597960184495,0.10535324417430736,2.715748384908624,1.0,1,0.0,0.06655979601844952,0.1510255689800504
180301,1,No Diabetes,Diabetes,nearest displayed target exemplar,bmi,180100,0.46120655184414217,0.6357326811669823,0.17452612932284017,4.498855802187479,1.0,1,0.0,0.13573268116698234,0.38985670132059524
180301,1,No Diabetes,Diabetes,nearest real target exemplar oracle,insulin,5,0.46120655184414217,0.49844496372555513,0.03723841188141297,0.9599149766682946,0.9599149766682946,0,0.0015550362744448654,0.0,0.08248783304462573
180301,1,No Diabetes,Diabetes,optimized one-feature recourse,bmi,optimized,0.46120655184414217,0.5317306138782054,0.07052406203406325,1.817937445280024,1.0,1,0.0,0.031730613878205416,0.10081553807249252
180302,1,No Diabetes,Diabetes,copy nearest training: full two-feature diagnostic,glucose + bmi,180103,0.45628458436698116,0.5726179058847664,0.1163333215177852,2.6611509883464786,1.0,1,0.0,0.07261790588476635,0.31108521214445184
180302,1,No Diabetes,Diabetes,copy nearest training: largest editable delta,bmi,180103,0.45628458436698116,0.509073687159256,0.05278910279227489,1.2075626418704932,1.0,1,0.0,0.00907368715925605,0.15805001404888996
180302,1,No Diabetes,Diabetes,copy nearest training: 1.25x delta,bmi,180103,0.45628458436698116,0.5222854091822808,0.06600082481529967,1.5097837652822947,1.0,1,0.0,0.022285409182280835,0.19756251756111243
180302,1,No Diabetes,Diabetes,copy nearest training: 1.50x delta,bmi,180103,0.45628458436698116,0.5354660234062195,0.07918143903923835,1.811293290768384,1.0,1,0.0,0.035466023406219516,0.237075021073335
180302,1,No Diabetes,Diabetes,copy nearest training: best component oracle,bmi,180103,0.45628458436698116,0.509073687159256,0.05278910279227489,1.2075626418704932,1.0,1,0.0,0.00907368715925605,0.15805001404888996
180302,1,No Diabetes,Diabetes,nearest displayed target exemplar,insulin,180101,0.45628458436698116,0.4306587886825136,-0.025625795684467545,-0.5861958605081188,0.0,0,0.06934121131748638,0.0,0.3361379196568499
180302,1,No Diabetes,Diabetes,nearest real target exemplar oracle,bmi,14,0.45628458436698116,0.42076021340161374,-0.035524370965367424,-0.8126280043540383,0.0,0,0.07923978659838626,0.0,0.11590334363585247
180302,1,No Diabetes,Diabetes,optimized one-feature recourse,bmi,optimized,0.45628458436698116,0.5007662471011773,0.04448166273419618,1.0175280753958698,1.0,1,0.0,0.000766247101177342,0.13322773250913256
180303,1,No Diabetes,Diabetes,copy nearest training: full two-feature diagnostic,glucose + bmi,180103,0.479143635839703,0.5464198181500175,0.06727618231031451,3.225690815198944,1.0,1,0.0,0.0464198181500175,0.19273799228388405
180303,1,No Diabetes,Diabetes,copy nearest training: largest editable delta,bmi,180103,0.479143635839703,0.5319897723548839,0.052846136515180886,2.5338134733848214,1.0,1,0.0,0.03198977235488387,0.1580500140488897
180303,1,No Diabetes,Diabetes,copy nearest training: 1.25x delta,bmi,180103,0.479143635839703,0.5451358226602088,0.06599218682050578,3.164127089137189,1.0,1,0.0,0.04513582266020877,0.19756251756111215
180303,1,No Diabetes,Diabetes,copy nearest training: 1.50x delta,bmi,180103,0.479143635839703,0.5582192574494065,0.0790756216097035,3.791438479015193,1.0,1,0.0,0.05821925744940648,0.2370750210733344
180303,1,No Diabetes,Diabetes,copy nearest training: best component oracle,bmi,180103,0.479143635839703,0.5319897723548839,0.052846136515180886,2.5338134733848214,1.0,1,0.0,0.03198977235488387,0.1580500140488897
180303,1,No Diabetes,Diabetes,nearest displayed target exemplar,insulin,180107,0.479143635839703,0.5451514203804895,0.06600778454078648,3.1648749529623896,1.0,1,0.0,0.04515142038048947,0.595974593747421
180303,1,No Diabetes,Diabetes,nearest real target exemplar oracle,blood_pressure,50,0.479143635839703,0.473268313404009,-0.005875322435693997,-0.2817040587965226,0.0,0,0.02673168659599101,0.0,0.21739130434782605
180303,1,No Diabetes,Diabetes,optimized one-feature recourse,bmi,optimized,0.479143635839703,0.5126280341938122,0.03348439835410921,1.605476299548481,1.0,1,0.0,0.012628034193812199,0.10008218600730595
180304,1,No Diabetes,Diabetes,copy nearest training: full two-feature diagnostic,glucose + bmi,180105,0.4715075711589738,0.585247133886616,0.11373956272764219,3.991922323023187,1.0,1,0.0,0.08524713388661598,0.3040607670756125
180304,1,No Diabetes,Diabetes,copy nearest training: largest editable delta,bmi,180105,0.4715075711589738,0.5220132322300235,0.0505056610710497,1.7725993579854684,1.0,1,0.0,0.022013232230023494,0.15102556898005054
180304,1,No Diabetes,Diabetes,copy nearest training: 1.25x delta,bmi,180105,0.4715075711589738,0.5346097371208743,0.06310216596190055,2.214699431697442,1.0,1,0.0,0.03460973712087434,0.1887819612250632
180304,1,No Diabetes,Diabetes,copy nearest training: 1.50x delta,bmi,180105,0.4715075711589738,0.5471622519125925,0.0756546807536187,2.655255583008902,1.0,1,0.0,0.04716225191259249,0.2265383534700759
180304,1,No Diabetes,Diabetes,copy nearest training: best component oracle,bmi,180105,0.4715075711589738,0.5220132322300235,0.0505056610710497,1.7725993579854684,1.0,1,0.0,0.022013232230023494,0.15102556898005054
180304,1,No Diabetes,Diabetes,nearest displayed target exemplar,bmi,180101,0.4715075711589738,0.5651521268711556,0.09364455571218178,3.286646997862924,1.0,1,0.0,0.06515212687115557,0.2809778027535821
180304,1,No Diabetes,Diabetes,nearest real target exemplar oracle,insulin,61,0.4715075711589738,0.47526592502062326,0.003758353861649466,0.131907107064099,0.131907107064099,0,0.02473407497937674,0.0,0.08867442052297267
180304,1,No Diabetes,Diabetes,optimized one-feature recourse,bmi,optimized,0.4715075711589738,0.5053962835751624,0.03388871241618863,1.1893935966382871,1.0,1,0.0,0.005396283575162419,0.1013388592301212
180305,2,No Diabetes,Diabetes,copy nearest training: full two-feature diagnostic,blood_pressure + insulin,180109,0.41009790725092865,0.47704200941056696,0.06694410215963831,0.744633413000609,0.744633413000609,0,0.02295799058943304,0.0,0.3089007958282672
180305,2,No Diabetes,Diabetes,copy nearest training: largest editable delta,insulin,180109,0.41009790725092865,0.48145758950095097,0.07135968225002232,0.7937488446369835,0.7937488446369835,0,0.018542410499049033,0.0,0.1567268827847889
180305,2,No Diabetes,Diabetes,copy nearest training: 1.25x delta,insulin,180109,0.41009790725092865,0.48701472640594956,0.07691681915502091,0.8555620542639195,0.8555620542639195,0,0.01298527359405044,0.0,0.19590860348098615
180305,2,No Diabetes,Diabetes,copy nearest training: 1.50x delta,insulin,180109,0.41009790725092865,0.49221830240796005,0.0821203951570314,0.9134425311570922,0.9134425311570922,0,0.007781697592039949,0.0,0.23509032417718334
180305,2,No Diabetes,Diabetes,copy nearest training: best component oracle,insulin,180109,0.41009790725092865,0.48145758950095097,0.07135968225002232,0.7937488446369835,0.7937488446369835,0,0.018542410499049033,0.0,0.1567268827847889
180305,2,No Diabetes,Diabetes,nearest displayed target exemplar,age,180108,0.41009790725092865,0.34145164778975223,-0.06864625946117642,-0.7635668688244802,0.0,0,0.15854835221024777,0.0,0.1351351351351351
180305,2,No Diabetes,Diabetes,nearest real target exemplar oracle,blood_pressure,146,0.41009790725092865,0.41009790725092865,0.0,0.0,0.0,0,0.08990209274907135,0.0,0.0
180305,2,No Diabetes,Diabetes,optimized one-feature recourse,bmi,optimized,0.41009790725092865,0.5015877026167463,0.0914897953658177,1.017660352147506,1.0,1,0.0,0.0015877026167463448,0.12851994942399625
180306,2,No Diabetes,Diabetes,copy nearest training: full two-feature diagnostic,blood_pressure + insulin,180109,0.46649582048948535,0.5445370242485483,0.07804120375906298,2.329297565235741,1.0,1,0.0,0.04453702424854833,0.15672688278478894
180306,2,No Diabetes,Diabetes,copy nearest training: largest editable delta,blood_pressure,180109,0.46649582048948535,0.48819338266683754,0.021697562177352192,0.6476076267005083,0.6476076267005083,0,0.011806617333162461,0.0,0.0
180306,2,No Diabetes,Diabetes,copy nearest training: 1.25x delta,blood_pressure,180109,0.46649582048948535,0.4935660854592583,0.02707026496977294,0.8079668078807137,0.8079668078807137,0,0.006433914540741714,0.0,0.04347826086956519
