domain,source_split,instance_id,prediction,prediction_label,target_label,local_boundary_distance,selected_features,attributions,counterfactual_changes,counterfactual_distance,counterfactual_target_probability,original_profile,counterfactual_profile,attribution_vector,normalized_change_vector,explanation_pattern,cluster
housing,train,73,0,Cheap,Expensive,0.004897244983696955,bathrooms | grade,bathrooms: -0.120032 | grade: +0.133200,bathrooms: 2.5 -> 2.25 (-0.0909 normalized) | grade: 8.0 -> 9.0 (+0.2000 normalized),0.2909090909090909,0.8998720525106694,"{""sqft_living"":2380.0,""bedrooms"":4.0,""bathrooms"":2.5,""floors"":2.0,""grade"":8.0}","{""sqft_living"":2380.0,""bedrooms"":4.0,""bathrooms"":2.25,""floors"":2.0,""grade"":9.0}","[0.0,0.0,-0.12003199281091678,0.0,0.1331997479180064]","[0.0,0.0,-0.09090909090909091,0.0,0.2]","[0.0,0.0,0.4740005832815696,0.0,0.5259994167184304,0.0,0.0,0.09090909090909091,0.0,0.2]",0
housing,train,80,1,Expensive,Cheap,0.00780995970331151,sqft_living | grade,sqft_living: +0.013463 | grade: +0.021756,sqft_living: 2350.0 -> 2351.0 (+0.0003 normalized) | grade: 8.0 -> 7.0 (-0.2000 normalized),0.2002840909090909,0.5908210496365482,"{""sqft_living"":2350.0,""bedrooms"":3.0,""bathrooms"":2.5,""floors"":2.0,""grade"":8.0}","{""sqft_living"":2351.0,""bedrooms"":3.0,""bathrooms"":2.5,""floors"":2.0,""grade"":7.0}","[0.013463052536056078,0.0,0.0,0.0,0.021755763449960205]","[0.0002840909090909091,0.0,0.0,0.0,-0.2]","[0.38226874354327006,0.0,0.0,0.0,0.61773125645673,0.0002840909090909091,0.0,0.0,0.0,0.2]",1
housing,train,95,1,Expensive,Cheap,0.020477390090474452,sqft_living | grade,sqft_living: +0.200754 | grade: -0.102242,sqft_living: 3300.0 -> 3301.0 (+0.0003 normalized) | grade: 7.0 -> 6.0 (-0.2000 normalized),0.2002840909090909,0.9547677569954969,"{""sqft_living"":3300.0,""bedrooms"":4.0,""bathrooms"":2.5,""floors"":1.0,""grade"":7.0}","{""sqft_living"":3301.0,""bedrooms"":4.0,""bathrooms"":2.5,""floors"":1.0,""grade"":6.0}","[0.20075387412690787,0.0,0.0,0.0,-0.102242308579712]","[0.0002840909090909091,0.0,0.0,0.0,-0.2]","[0.6625623872010642,0.0,0.0,0.0,0.3374376127989358,0.0002840909090909091,0.0,0.0,0.0,0.2]",1
housing,train,107,0,Cheap,Expensive,0.059754609721074686,sqft_living | floors,sqft_living: -0.169249 | floors: -0.033414,sqft_living: 1240.0 -> 1241.0 (+0.0003 normalized) | floors: 1.0 -> 1.5 (+0.3333 normalized),0.33361742424242424,0.6076997443833765,"{""sqft_living"":1240.0,""bedrooms"":2.0,""bathrooms"":1.75,""floors"":1.0,""grade"":8.0}","{""sqft_living"":1241.0,""bedrooms"":2.0,""bathrooms"":1.75,""floors"":1.5,""grade"":8.0}","[-0.1692494313538403,0.0,0.0,-0.033414482534288414,0.0]","[0.0002840909090909091,0.0,0.0,0.3333333333333333,0.0]","[0.8351236690675314,0.0,0.0,0.16487633093246853,0.0,0.0002840909090909091,0.0,0.0,0.3333333333333333,0.0]",4
housing,train,110,0,Cheap,Expensive,0.0208114482229661,bathrooms | grade,bathrooms: -0.137353 | grade: +0.118491,bathrooms: 2.5 -> 2.25 (-0.0909 normalized) | grade: 8.0 -> 9.0 (+0.2000 normalized),0.2909090909090909,0.9071102336284789,"{""sqft_living"":2310.0,""bedrooms"":4.0,""bathrooms"":2.5,""floors"":2.0,""grade"":8.0}","{""sqft_living"":2310.0,""bedrooms"":4.0,""bathrooms"":2.25,""floors"":2.0,""grade"":9.0}","[0.0,0.0,-0.13735326274462994,0.0,0.11849067573451166]","[0.0,0.0,-0.09090909090909091,0.0,0.2]","[0.0,0.0,0.5368634627856468,0.0,0.4631365372143532,0.0,0.0,0.09090909090909091,0.0,0.2]",0
housing,train,119,1,Expensive,Cheap,0.01080209836333043,floors | grade,floors: +0.160555 | grade: -0.113306,floors: 1.5 -> 1.0 (-0.3333 normalized) | grade: 7.0 -> 6.0 (-0.2000 normalized),0.5333333333333333,0.8907632332247756,"{""sqft_living"":1610.0,""bedrooms"":4.0,""bathrooms"":1.0,""floors"":1.5,""grade"":7.0}","{""sqft_living"":1610.0,""bedrooms"":4.0,""bathrooms"":1.0,""floors"":1.0,""grade"":6.0}","[0.0,0.0,0.0,0.16055462877931978,-0.11330619060648214]","[0.0,0.0,0.0,-0.3333333333333333,-0.2]","[0.0,0.0,0.0,0.5862635960098336,0.4137364039901664,0.0,0.0,0.0,0.3333333333333333,0.2]",2
housing,train,133,1,Expensive,Cheap,0.03855175896502788,bathrooms | grade,bathrooms: -0.083067 | grade: +0.182329,bathrooms: 2.5 -> 2.75 (+0.0909 normalized) | grade: 8.0 -> 7.0 (-0.2000 normalized),0.2909090909090909,0.7821413982994682,"{""sqft_living"":2010.0,""bedrooms"":3.0,""bathrooms"":2.5,""floors"":2.0,""grade"":8.0}","{""sqft_living"":2010.0,""bedrooms"":3.0,""bathrooms"":2.75,""floors"":2.0,""grade"":7.0}","[0.0,0.0,-0.08306698353387479,0.0,0.18232880599665782]","[0.0,0.0,0.09090909090909091,0.0,-0.2]","[0.0,0.0,0.31299284619705053,0.0,0.6870071538029494,0.0,0.0,0.09090909090909091,0.0,0.2]",0
housing,train,147,1,Expensive,Cheap,0.023291147519702588,sqft_living | bedrooms,sqft_living: +0.076434 | bedrooms: +0.058450,sqft_living: 2420.0 -> 2419.0 (-0.0003 normalized) | bedrooms: 2.0 -> 3.0 (+0.3333 normalized),0.33361742424242424,0.5260290074030637,"{""sqft_living"":2420.0,""bedrooms"":2.0,""bathrooms"":2.5,""floors"":2.0,""grade"":7.0}","{""sqft_living"":2419.0,""bedrooms"":3.0,""bathrooms"":2.5,""floors"":2.0,""grade"":7.0}","[0.07643374731918151,0.05845017584560808,0.0,0.0,0.0]","[-0.0002840909090909091,0.3333333333333333,0.0,0.0,0.0]","[0.5666631391333519,0.4333368608666481,0.0,0.0,0.0,0.0002840909090909091,0.3333333333333333,0.0,0.0,0.0]",4
housing,train,150,0,Cheap,Expensive,0.0007653278234560728,sqft_living | grade,sqft_living: -0.087916 | grade: +0.108147,sqft_living: 1360.0 -> 1361.0 (+0.0003 normalized) | grade: 8.0 -> 9.0 (+0.2000 normalized),0.2002840909090909,0.9481152019299246,"{""sqft_living"":1360.0,""bedrooms"":3.0,""bathrooms"":2.0,""floors"":2.0,""grade"":8.0}","{""sqft_living"":1361.0,""bedrooms"":3.0,""bathrooms"":2.0,""floors"":2.0,""grade"":9.0}","[-0.08791587817280937,0.0,0.0,0.0,0.1081469799304594]","[0.0002840909090909091,0.0,0.0,0.0,0.2]","[0.44840659278007144,0.0,0.0,0.0,0.5515934072199286,0.0002840909090909091,0.0,0.0,0.0,0.2]",1
housing,train,151,0,Cheap,Expensive,0.037885141768373855,sqft_living | grade,sqft_living: -0.074482 | grade: -0.048493,sqft_living: 1110.0 -> 1111.0 (+0.0003 normalized) | grade: 7.0 -> 8.0 (+0.2000 normalized),0.2002840909090909,0.8246633576791728,"{""sqft_living"":1110.0,""bedrooms"":3.0,""bathrooms"":1.0,""floors"":1.5,""grade"":7.0}","{""sqft_living"":1111.0,""bedrooms"":3.0,""bathrooms"":1.0,""floors"":1.5,""grade"":8.0}","[-0.07448205078604234,0.0,0.0,0.0,-0.04849301677722981]","[0.0002840909090909091,0.0,0.0,0.0,0.2]","[0.6056678988830027,0.0,0.0,0.0,0.3943321011169973,0.0002840909090909091,0.0,0.0,0.0,0.2]",1
housing,train,154,0,Cheap,Expensive,0.057437551455358504,sqft_living | grade,sqft_living: -0.368176 | grade: -0.048634,sqft_living: 700.0 -> 1280.0 (+0.1648 normalized) | grade: 7.0 -> 8.0 (+0.2000 normalized),0.36477272727272725,0.5000737333679524,"{""sqft_living"":700.0,""bedrooms"":1.0,""bathrooms"":1.0,""floors"":1.0,""grade"":7.0}","{""sqft_living"":1280.0,""bedrooms"":1.0,""bathrooms"":1.0,""floors"":1.0,""grade"":8.0}","[-0.36817572526397185,0.0,0.0,0.0,-0.04863376311342754]","[0.16477272727272727,0.0,0.0,0.0,0.2]","[0.883318963532346,0.0,0.0,0.0,0.11668103646765399,0.16477272727272727,0.0,0.0,0.0,0.2]",4
housing,train,160,0,Cheap,Expensive,0.03709978338241319,sqft_living | grade,sqft_living: +0.085527 | grade: -0.119131,sqft_living: 2060.0 -> 2061.0 (+0.0003 normalized) | grade: 7.0 -> 8.0 (+0.2000 normalized),0.2002840909090909,0.7576726445805226,"{""sqft_living"":2060.0,""bedrooms"":5.0,""bathrooms"":2.25,""floors"":1.0,""grade"":7.0}","{""sqft_living"":2061.0,""bedrooms"":5.0,""bathrooms"":2.25,""floors"":1.0,""grade"":8.0}","[0.08552748929039834,0.0,0.0,0.0,-0.11913127888302878]","[0.0002840909090909091,0.0,0.0,0.0,0.2]","[0.41790288319297736,0.0,0.0,0.0,0.5820971168070227,0.0002840909090909091,0.0,0.0,0.0,0.2]",1
housing,train,164,1,Expensive,Cheap,0.006052522331747856,sqft_living | bathrooms,sqft_living: +0.019991 | bathrooms: +0.007344,sqft_living: 2020.0 -> 2019.0 (-0.0003 normalized) | bathrooms: 2.0 -> 1.75 (-0.0909 normalized),0.09119318181818183,0.6050509717035315,"{""sqft_living"":2020.0,""bedrooms"":3.0,""bathrooms"":2.0,""floors"":1.0,""grade"":7.0}","{""sqft_living"":2019.0,""bedrooms"":3.0,""bathrooms"":1.75,""floors"":1.0,""grade"":7.0}","[0.019991138993119127,0.0,0.007344262282849769,0.0,0.0]","[-0.0002840909090909091,0.0,-0.09090909090909091,0.0,0.0]","[0.7313278042380063,0.0,0.26867219576199375,0.0,0.0,0.0002840909090909091,0.0,0.09090909090909091,0.0,0.0]",4
housing,train,171,0,Cheap,Expensive,0.05453146489718572,floors | grade,floors: -0.029771 | grade: -0.020550,floors: 1.0 -> 1.5 (+0.3333 normalized) | grade: 7.0 -> 8.0 (+0.2000 normalized),0.5333333333333333,0.879796802209366,"{""sqft_living"":2160.0,""bedrooms"":3.0,""bathrooms"":1.75,""floors"":1.0,""grade"":7.0}","{""sqft_living"":2160.0,""bedrooms"":3.0,""bathrooms"":1.75,""floors"":1.5,""grade"":8.0}","[0.0,0.0,0.0,-0.029770857971677517,-0.020549699749203214]","[0.0,0.0,0.0,0.3333333333333333,0.2]","[0.0,0.0,0.0,0.5916241655510104,0.40837583444898956,0.0,0.0,0.0,0.3333333333333333,0.2]",2
housing,train,172,1,Expensive,Cheap,0.010388322530879717,floors | grade,floors: +0.181069 | grade: -0.122526,floors: 1.5 -> 1.0 (-0.3333 normalized) | grade: 7.0 -> 6.0 (-0.2000 normalized),0.5333333333333333,0.9077969330846338,"{""sqft_living"":1340.0,""bedrooms"":3.0,""bathrooms"":1.5,""floors"":1.5,""grade"":7.0}","{""sqft_living"":1340.0,""bedrooms"":3.0,""bathrooms"":1.5,""floors"":1.0,""grade"":6.0}","[0.0,0.0,0.0,0.18106875704431083,-0.12252649338667035]","[0.0,0.0,0.0,-0.3333333333333333,-0.2]","[0.0,0.0,0.0,0.596414986029153,0.40358501397084706,0.0,0.0,0.0,0.3333333333333333,0.2]",2
housing,train,186,0,Cheap,Expensive,0.027420012584169297,floors | grade,floors: -0.134156 | grade: +0.084430,floors: 1.0 -> 1.5 (+0.3333 normalized) | grade: 8.0 -> 9.0 (+0.2000 normalized),0.5333333333333333,0.9728953742744261,"{""sqft_living"":1490.0,""bedrooms"":4.0,""bathrooms"":1.75,""floors"":1.0,""grade"":8.0}","{""sqft_living"":1490.0,""bedrooms"":4.0,""bathrooms"":1.75,""floors"":1.5,""grade"":9.0}","[0.0,0.0,0.0,-0.13415569278239567,0.08443047944510498]","[0.0,0.0,0.0,0.3333333333333333,0.2]","[0.0,0.0,0.0,0.6137428155463045,0.38625718445369556,0.0,0.0,0.0,0.3333333333333333,0.2]",2
housing,train,193,0,Cheap,Expensive,0.022144590417861213,sqft_living | grade,sqft_living: +0.090491 | grade: -0.123203,sqft_living: 2180.0 -> 2181.0 (+0.0003 normalized) | grade: 7.0 -> 8.0 (+0.2000 normalized),0.2002840909090909,0.6512027540656151,"{""sqft_living"":2180.0,""bedrooms"":3.0,""bathrooms"":2.5,""floors"":1.0,""grade"":7.0}","{""sqft_living"":2181.0,""bedrooms"":3.0,""bathrooms"":2.5,""floors"":1.0,""grade"":8.0}","[0.09049050722459248,0.0,0.0,0.0,-0.12320338470196776]","[0.0002840909090909091,0.0,0.0,0.0,0.2]","[0.4234585575131515,0.0,0.0,0.0,0.5765414424868486,0.0002840909090909091,0.0,0.0,0.0,0.2]",1
housing,train,195,0,Cheap,Expensive,0.012726518346905566,bathrooms | grade,bathrooms: -0.152733 | grade: +0.124638,bathrooms: 2.5 -> 2.25 (-0.0909 normalized) | grade: 8.0 -> 9.0 (+0.2000 normalized),0.2909090909090909,0.9454456832239387,"{""sqft_living"":1690.0,""bedrooms"":3.0,""bathrooms"":2.5,""floors"":2.0,""grade"":8.0}","{""sqft_living"":1690.0,""bedrooms"":3.0,""bathrooms"":2.25,""floors"":2.0,""grade"":9.0}","[0.0,0.0,-0.15273278328090562,0.0,0.12463840425329581]","[0.0,0.0,-0.09090909090909091,0.0,0.2]","[0.0,0.0,0.5506440111486807,0.0,0.4493559888513193,0.0,0.0,0.09090909090909091,0.0,0.2]",0
housing,train,206,1,Expensive,Cheap,0.008004562703357513,sqft_living | grade,sqft_living: +0.022321 | grade: +0.012185,sqft_living: 2440.0 -> 2439.0 (-0.0003 normalized) | grade: 8.0 -> 7.0 (-0.2000 normalized),0.2002840909090909,0.5144712387216142,"{""sqft_living"":2440.0,""bedrooms"":3.0,""bathrooms"":2.5,""floors"":2.0,""grade"":8.0}","{""sqft_living"":2439.0,""bedrooms"":3.0,""bathrooms"":2.5,""floors"":2.0,""grade"":7.0}","[0.022321444837864576,0.0,0.0,0.0,0.012185061539659151]","[-0.0002840909090909091,0.0,0.0,0.0,-0.2]","[0.6468764062537478,0.0,0.0,0.0,0.35312359374625224,0.0002840909090909091,0.0,0.0,0.0,0.2]",1
housing,train,209,0,Cheap,Expensive,0.053110348128936176,bathrooms | grade,bathrooms: -0.097385 | grade: -0.069003,bathrooms: 3.0 -> 2.75 (-0.0909 normalized) | grade: 7.0 -> 8.0 (+0.2000 normalized),0.2909090909090909,0.733656166600578,"{""sqft_living"":2300.0,""bedrooms"":6.0,""bathrooms"":3.0,""floors"":2.0,""grade"":7.0}","{""sqft_living"":2300.0,""bedrooms"":6.0,""bathrooms"":2.75,""floors"":2.0,""grade"":8.0}","[0.0,0.0,-0.09738544548881602,0.0,-0.06900272922414256]","[0.0,0.0,-0.09090909090909091,0.0,0.2]","[0.0,0.0,0.5852906653782258,0.0,0.4147093346217742,0.0,0.0,0.09090909090909091,0.0,0.2]",0
housing,train,210,1,Expensive,Cheap,0.035271009302373944,bathrooms | grade,bathrooms: -0.071305 | grade: +0.189194,bathrooms: 2.25 -> 2.5 (+0.0909 normalized) | grade: 8.0 -> 7.0 (-0.2000 normalized),0.2909090909090909,0.9056878224120557,"{""sqft_living"":1550.0,""bedrooms"":4.0,""bathrooms"":2.25,""floors"":2.0,""grade"":8.0}","{""sqft_living"":1550.0,""bedrooms"":4.0,""bathrooms"":2.5,""floors"":2.0,""grade"":7.0}","[0.0,0.0,-0.0713054638858007,0.0,0.1891939050495469]","[0.0,0.0,0.09090909090909091,0.0,-0.2]","[0.0,0.0,0.2737260523018685,0.0,0.7262739476981315,0.0,0.0,0.09090909090909091,0.0,0.2]",0
housing,train,211,0,Cheap,Expensive,0.03989157122439913,sqft_living | bathrooms,sqft_living: -0.028676 | bathrooms: -0.023073,sqft_living: 1270.0 -> 1364.0 (+0.0267 normalized) | bathrooms: 2.25 -> 2.0 (-0.0909 normalized),0.11761363636363636,0.5002688129153655,"{""sqft_living"":1270.0,""bedrooms"":3.0,""bathrooms"":2.25,""floors"":2.0,""grade"":8.0}","{""sqft_living"":1364.0,""bedrooms"":3.0,""bathrooms"":2.0,""floors"":2.0,""grade"":8.0}","[-0.028675652781480366,0.0,-0.023072633663858876,0.0,0.0]","[0.026704545454545453,0.0,-0.09090909090909091,0.0,0.0]","[0.5541372430132527,0.0,0.4458627569867472,0.0,0.0,0.026704545454545453,0.0,0.09090909090909091,0.0,0.0]",4
housing,train,214,0,Cheap,Expensive,0.036020478952963106,bathrooms | grade,bathrooms: -0.172143 | grade: +0.101108,bathrooms: 2.75 -> 3.0 (+0.0909 normalized) | grade: 8.0 -> 9.0 (+0.2000 normalized),0.2909090909090909,0.9198629351185064,"{""sqft_living"":1720.0,""bedrooms"":4.0,""bathrooms"":2.75,""floors"":2.0,""grade"":8.0}","{""sqft_living"":1720.0,""bedrooms"":4.0,""bathrooms"":3.0,""floors"":2.0,""grade"":9.0}","[0.0,0.0,-0.17214277466277167,0.0,0.10110788004984161]","[0.0,0.0,0.09090909090909091,0.0,0.2]","[0.0,0.0,0.6299811974606974,0.0,0.37001880253930264,0.0,0.0,0.09090909090909091,0.0,0.2]",0
housing,train,219,1,Expensive,Cheap,0.014763035844223463,bedrooms | grade,bedrooms: +0.040126 | grade: +0.038739,bedrooms: 2.0 -> 3.0 (+0.3333 normalized) | grade: 8.0 -> 7.0 (-0.2000 normalized),0.5333333333333333,0.8453932104146044,"{""sqft_living"":1320.0,""bedrooms"":2.0,""bathrooms"":1.5,""floors"":1.0,""grade"":8.0}","{""sqft_living"":1320.0,""bedrooms"":3.0,""bathrooms"":1.5,""floors"":1.0,""grade"":7.0}","[0.0,0.04012645935389888,0.0,0.0,0.038739064545282344]","[0.0,0.3333333333333333,0.0,0.0,-0.2]","[0.0,0.5087959525279394,0.0,0.0,0.4912040474720606,0.0,0.3333333333333333,0.0,0.0,0.2]",3
housing,train,221,0,Cheap,Expensive,0.0342880557407271,floors | grade,floors: -0.035959 | grade: -0.048270,floors: 1.0 -> 1.5 (+0.3333 normalized) | grade: 7.0 -> 8.0 (+0.2000 normalized),0.5333333333333333,0.8397330243996268,"{""sqft_living"":1750.0,""bedrooms"":3.0,""bathrooms"":2.0,""floors"":1.0,""grade"":7.0}","{""sqft_living"":1750.0,""bedrooms"":3.0,""bathrooms"":2.0,""floors"":1.5,""grade"":8.0}","[0.0,0.0,0.0,-0.035959315330602565,-0.04827018250350942]","[0.0,0.0,0.0,0.3333333333333333,0.2]","[0.0,0.0,0.0,0.42692068996331417,0.5730793100366859,0.0,0.0,0.0,0.3333333333333333,0.2]",2
housing,train,226,0,Cheap,Expensive,0.010448954263969013,sqft_living | floors,sqft_living: -0.022158 | floors: -0.018131,sqft_living: 1510.0 -> 1511.0 (+0.0003 normalized) | floors: 1.0 -> 1.5 (+0.3333 normalized),0.33361742424242424,0.7526449544766017,"{""sqft_living"":1510.0,""bedrooms"":2.0,""bathrooms"":2.0,""floors"":1.0,""grade"":8.0}","{""sqft_living"":1511.0,""bedrooms"":2.0,""bathrooms"":2.0,""floors"":1.5,""grade"":8.0}","[-0.022157835253230885,0.0,0.0,-0.018131094367755684,0.0]","[0.0002840909090909091,0.0,0.0,0.3333333333333333,0.0]","[0.5499732919607979,0.0,0.0,0.4500267080392021,0.0,0.0002840909090909091,0.0,0.0,0.3333333333333333,0.0]",4
housing,train,230,0,Cheap,Expensive,0.03863184593864289,sqft_living | grade,sqft_living: -0.076702 | grade: -0.070791,sqft_living: 1450.0 -> 1451.0 (+0.0003 normalized) | grade: 7.0 -> 9.0 (+0.4000 normalized),0.40028409090909095,0.8427431789804765,"{""sqft_living"":1450.0,""bedrooms"":2.0,""bathrooms"":1.75,""floors"":2.0,""grade"":7.0}","{""sqft_living"":1451.0,""bedrooms"":2.0,""bathrooms"":1.75,""floors"":2.0,""grade"":9.0}","[-0.07670156998083667,0.0,0.0,0.0,-0.07079117863862282]","[0.0002840909090909091,0.0,0.0,0.0,0.4]","[0.5200362099070478,0.0,0.0,0.0,0.4799637900929522,0.0002840909090909091,0.0,0.0,0.0,0.4]",1
