participant,domain,xai,phase,original label,target label,case,instance id,response time (seconds),attribute values before and after,explanation,sparsity,proximity,counterfactual label,successful counterfactual (0/1),distance to closest minimal counterfactual,confidence for target label original,confidence for target label counterfactual,delta confidence of target label,training response,training correct (0/1),move towards target (0/1),x_1_change,x_2_change,x_3_change,x_4_change,x_5_change,x_1_changed,x_2_changed,x_3_changed,x_4_changed,x_5_changed,delta confidence/change amount,close to boundary old,distance to boundary,confidence of counterfactual - 50%,reasoning strategy,participant training accuracy,CRT-2 score (0-4),successful counterfactual (continuous),log(time),actionability (0/1),plausibility,boundary distance original,boundary distance new,boundary distance change (new - original),best forward mental model,forward mental model fit conclusion,CRT binarized,attribute selection method,attribute selection ranking score,change amount method,change amount normalized MAE,best-supported attribute selection method,strategy: xai,plausibility (subset)
R_7B5Jtq7sogkM7FU,diabetes,none,testing,Diabetes,No Diabetes,6,130201,4.424,"""Glucose"" - 158(0.710253358272) -> 106(0.268151674885)
""Blood Pressure"" - 64(0.347826086957)
""Insulin"" - 387(0.723830734967) -> 201(0.340262311309)
""BMI"" - 31.2(0.379320033717)
""Age"" - 24(0.0810810810811)",,0.6,0.825670107045,No Diabetes,1,0.734210792924,0.0206474394228,0.999756404694,0.979108965272,,,1,-0.442101683387,0,-0.383568423658,0,0,1,0,1,0,0,1.18583554972,1,near boundary,0.499756404694,Always change the same attributes regardless of the case,0.416666666667,0,1,,1,0.953617747851,0.092746834945,0.145954879002,0.0532080440572,exemplar,indistinguishable: exemplar / attribution / prototype,0,Unclear or overlapping,0.5916666666666666,Target-specific endpoint,0.09053933094124146,Target-profile mismatch,Unclear or overlapping : none,0.93383923549
R_7B5Jtq7sogkM7FU,diabetes,none,testing,Diabetes,No Diabetes,7,130203,4.813,"""Glucose"" - 128(0.45519469478) -> 100(0.217139942187)
""Blood Pressure"" - 88(0.869565217391) -> 65(0.369565217391)
""Insulin"" - 110(0.152602491133)
""BMI"" - 36.5(0.565467828042)
""Age"" - 37(0.432432432432)",,0.6,0.738054752593,No Diabetes,1,0.721603518751,0.10151951701,0.999998291942,0.898478774932,,,1,-0.238054752593,-0.5,0,0,0,1,1,0,0,0,1.21736059794,1,near boundary,0.499998291942,Always change the same attributes regardless of the case,0.416666666667,0,1,,1,0.928564367409,0.0394188750415,0.246046471639,0.206627596597,exemplar,indistinguishable: exemplar / attribution / prototype,0,Unclear or overlapping,0.5916666666666666,Target-specific endpoint,0.09053933094124146,Target-profile mismatch,Unclear or overlapping : none,0.880399690853
R_7B5Jtq7sogkM7FU,diabetes,none,testing,Diabetes,No Diabetes,8,130202,4.196,"""Glucose"" - 165(0.769767046421) -> 124(0.421186872981)
""Blood Pressure"" - 68(0.434782608696) -> 62(0.304347826087)
""Insulin"" - 168(0.272209849047)
""BMI"" - 33.6(0.463613374543)
""Age"" - 49(0.756756756757)",,0.6,0.479014956049,No Diabetes,1,0.546814246165,0.00169891992297,0.996822619499,0.995123699576,,,1,-0.34858017344,-0.130434782609,0,0,0,1,1,0,0,0,2.07743763949,0,far from boundary,0.496822619499,Always change the same attributes regardless of the case,0.416666666667,0,1,,1,0.889908285169,0.0809912446199,0.0585132013748,-0.0224780432451,exemplar,indistinguishable: exemplar / attribution / prototype,0,Unclear or overlapping,0.5916666666666666,Target-specific endpoint,0.09053933094124146,Target-profile mismatch,Unclear or overlapping : none,0.863873236469
R_7B5Jtq7sogkM7FU,diabetes,none,testing,Diabetes,No Diabetes,9,130207,4.467,"""Glucose"" - 173(0.837782690019) -> 111(0.310661452134)
""Blood Pressure"" - 70(0.478260869565) -> 58(0.217391304348)
""Insulin"" - 168(0.272209849047)
""BMI"" - 29.7(0.326636695701)
""Age"" - 33(0.324324324324)",,0.6,0.787990803102,Diabetes,0,0.854234241683,0.0202974786765,0.305995145079,0.285697666402,,,1,-0.527121237885,-0.260869565217,0,0,0,1,1,0,0,0,0.36256472192,1,near boundary,0.194004854921,Always change the same attributes regardless of the case,0.416666666667,0,0,,1,0.934176607472,0.0607615415915,0.0095531287517,-0.0512084128398,exemplar,indistinguishable: exemplar / attribution / prototype,0,Unclear or overlapping,0.5916666666666666,Target-specific endpoint,0.09053933094124146,Target-profile mismatch,Unclear or overlapping : none,0.872611821398
R_7B5Jtq7sogkM7FU,diabetes,none,testing,Diabetes,No Diabetes,10,130204,4.283,"""Glucose"" - 133(0.497704472029) -> 99(0.208637986737)
""Blood Pressure"" - 102(1) -> 62(0.304347826087)
""Insulin"" - 140(0.214468365916)
""BMI"" - 32.8(0.435515594268)
""Age"" - 45(0.648648648649)",,0.6,0.984718659205,No Diabetes,1,1.25498892947,0.00196931166883,0.999999999233,0.998030687565,,,1,-0.289066485292,-0.695652173913,0,0,0,1,1,0,0,0,1.01351861086,0,far from boundary,0.499999999233,Always change the same attributes regardless of the case,0.416666666667,0,1,,1,0.935975939038,0.0312851432037,0.168986001283,0.13770085808,exemplar,indistinguishable: exemplar / attribution / prototype,0,Unclear or overlapping,0.5916666666666666,Target-specific endpoint,0.09053933094124146,Target-profile mismatch,Unclear or overlapping : none,0.848913821413
R_7B5Jtq7sogkM7FU,diabetes,none,testing,No Diabetes,Diabetes,11,130301,44.538,"""Glucose"" - 97(0.191634075837) -> 89(0.123618432239)
""Blood Pressure"" - 64(0.347826086957) -> 59(0.239130434783)
""Insulin"" - 100(0.131980532871)
""BMI"" - 36.8(0.576004495645) -> 29.51104(0.32)
""Age"" - 25(0.108108108108)",,0.4,0.432715791417,No Diabetes,0,0.508473874029,0.0306247744831,0.0109826897268,-0.0196420847563,,,0,-0.068015643598,-0.108695652174,0,-0.256004495645,0,1,1,0,1,0,-0.0453925767118,1,near boundary,0.489017310273,Always change the same attributes regardless of the case,0.416666666667,0,0,,1,0.963637774087,0.0626496649029,0.155009055784,0.0923593908808,exemplar,indistinguishable: exemplar / attribution / prototype,0,Unclear or overlapping,0.5916666666666666,Target-specific endpoint,0.09053933094124146,Target-profile mismatch,Unclear or overlapping : none,0.891082833456
R_7B5Jtq7sogkM7FU,diabetes,none,testing,No Diabetes,Diabetes,12,130307,20.003,"""Glucose"" - 133(0.497704472029) -> 103(0.242645808536)
""Blood Pressure"" - 88(0.869565217391) -> 77(0.630434782609)
""Insulin"" - 155(0.245401303308) -> 109(0.150540295306)
""BMI"" - 32.4(0.42146670413) -> 30.08048(0.34)
""Age"" - 37(0.432432432432)",,0.2,0.670516810407,Diabetes,1,0.594468736986,0.00513383899707,0.718119424173,0.712985585176,,,1,-0.255058663493,-0.239130434783,-0.0948610080013,-0.0814667041304,0,1,1,1,1,0,1.06333737516,0,far from boundary,0.218119424173,Always change the same attributes regardless of the case,0.416666666667,0,1,,1,0.945602650421,0.0869725749526,0.010796171691,-0.0761764032616,exemplar,indistinguishable: exemplar / attribution / prototype,0,Unclear or overlapping,0.5916666666666666,Target-specific endpoint,0.09053933094124146,Target-profile mismatch,Unclear or overlapping : none,0.935638537131
R_7B5Jtq7sogkM7FU,diabetes,none,testing,No Diabetes,Diabetes,13,130308,15.014,"""Glucose"" - 122(0.404182962081) -> 104(0.251147763986)
""Blood Pressure"" - 76(0.608695652174) -> 62(0.304347826087)
""Insulin"" - 200(0.338200115483)
""BMI"" - 35.9(0.544394492835) -> 29.51104(0.32)
""Age"" - 26(0.135135135135)",,0.4,0.681777517018,No Diabetes,0,0.892705836642,3.47155324043e-06,0.000132755780338,0.000129284227098,,,1,-0.153035198096,-0.304347826087,0,-0.224394492835,0,1,1,0,1,0,0.000189628176159,0,far from boundary,0.49986724422,Always change the same attributes regardless of the case,0.416666666667,0,0,,1,0.928424135241,0.180716981102,0.172690044169,-0.00802693693282,exemplar,indistinguishable: exemplar / attribution / prototype,0,Unclear or overlapping,0.5916666666666666,Target-specific endpoint,0.09053933094124146,Target-profile mismatch,Unclear or overlapping : none,0.899480422747
R_7B5Jtq7sogkM7FU,diabetes,none,testing,No Diabetes,Diabetes,14,130305,9.709,"""Glucose"" - 105(0.259649719435) -> 94(0.166128209488)
""Blood Pressure"" - 72(0.521739130435) -> 64(0.347826086957)
""Insulin"" - 325(0.595974593747) -> 172(0.280458632352)
""BMI"" - 36.9(0.579516718179) -> 31.21936(0.38)
""Age"" - 28(0.189189189189)",,0.2,0.782467233001,No Diabetes,0,0.895863237701,0.000141101260031,0.000245620491593,0.000104519231563,,,1,-0.0935215099473,-0.173913043478,-0.315515961396,-0.199516718179,0,1,1,1,1,0,0.00013357649644,0,far from boundary,0.499754379508,Always change the same attributes regardless of the case,0.416666666667,0,0,,1,0.935476426378,0.109384342924,0.174978533977,0.0655941910525,exemplar,indistinguishable: exemplar / attribution / prototype,0,Unclear or overlapping,0.5916666666666666,Target-specific endpoint,0.09053933094124146,Target-profile mismatch,Unclear or overlapping : none,0.903909649837
R_7B5Jtq7sogkM7FU,diabetes,none,testing,No Diabetes,Diabetes,15,130303,8.194,"""Glucose"" - 129(0.46369665023) -> 100(0.217139942187)
""Blood Pressure"" - 74(0.565217391304) -> 66(0.391304347826)
""Insulin"" - 205(0.348511094614) -> 138(0.210343974264)
""BMI"" - 33.2(0.449564484406) -> 25.52496(0.18)
""Age"" - 25(0.108108108108)",,0.2,0.828201356277,No Diabetes,0,0.724793600695,0.000766530678579,2.90217445008e-05,-0.000737508934078,,,0,-0.246556708043,-0.173913043478,-0.13816712035,-0.269564484406,0,1,1,1,1,0,-0.000890494719054,0,far from boundary,0.499970978255,Always change the same attributes regardless of the case,0.416666666667,0,0,,1,0.961526178376,0.0914775860938,0.218111109235,0.126633523141,exemplar,indistinguishable: exemplar / attribution / prototype,0,Unclear or overlapping,0.5916666666666666,Target-specific endpoint,0.09053933094124146,Target-profile mismatch,Unclear or overlapping : none,0.910144018788
R_7B5Jtq7sogkM7FU,diabetes,none,testing,No Diabetes,Diabetes,16,130302,11.706,"""Glucose"" - 87(0.10661452134) -> 89(0.123618432239)
""Blood Pressure"" - 60(0.260869565217) -> 55(0.152173913043)
""Insulin"" - 75(0.0804256372185)
""BMI"" - 37.2(0.590053385783) -> 30.3652(0.35)
""Age"" - 22(0.027027027027)",,0.4,0.365752948856,No Diabetes,0,0.473999820395,0.000799413265625,0.000358202250393,-0.000441211015232,,,0,0.0170039108995,-0.108695652174,0,-0.240053385783,0,1,1,0,1,0,-0.00120630883937,0,far from boundary,0.49964179775,Always change the same attributes regardless of the case,0.416666666667,0,0,,1,0.963696618857,0.130624164369,0.174607640454,0.0439834760849,exemplar,indistinguishable: exemplar / attribution / prototype,0,Unclear or overlapping,0.5916666666666666,Target-specific endpoint,0.09053933094124146,Target-profile mismatch,Unclear or overlapping : none,0.863975144572
R_7B5Jtq7sogkM7FU,diabetes,none,testing,No Diabetes,Diabetes,17,130304,8.68,"""Glucose"" - 136(0.523210338378) -> 111(0.310661452134)
""Blood Pressure"" - 74(0.565217391304) -> 59(0.239130434783)
""Insulin"" - 204(0.346448898787) -> 128(0.189722016003)
""BMI"" - 37.4(0.597077830851) -> 27.518(0.25)
""Age"" - 24(0.0810810810811)",,0.2,1.0424405564,No Diabetes,0,0.98251106169,0.00664884006495,0.000216102646348,-0.0064327374186,,,0,-0.212548886244,-0.326086956522,-0.156726882785,-0.347077830851,0,1,1,1,1,0,-0.0061708433916,0,far from boundary,0.499783897354,Always change the same attributes regardless of the case,0.416666666667,0,0,,1,0.958980596328,0.0731689967154,0.233886733416,0.160717736701,exemplar,indistinguishable: exemplar / attribution / prototype,0,Unclear or overlapping,0.5916666666666666,Target-specific endpoint,0.09053933094124146,Target-profile mismatch,Unclear or overlapping : none,0.924846112823
R_7B5Jtq7sogkM7FU,diabetes,none,testing,No Diabetes,Diabetes,18,130300,6.15,"""Glucose"" - 115(0.344669273933) -> 103(0.242645808536)
""Blood Pressure"" - 66(0.391304347826) -> 57(0.195652173913)
""Insulin"" - 140(0.214468365916)
""BMI"" - 38.1(0.621663388592) -> 29.79576(0.33)
""Age"" - 28(0.189189189189)",,0.4,0.589339027902,No Diabetes,0,0.667918822776,0.00966080352846,0.0213148273984,0.0116540238699,,,1,-0.102023465397,-0.195652173913,0,-0.291663388592,0,1,1,0,1,0,0.0197747363031,0,far from boundary,0.478685172602,Always change the same attributes regardless of the case,0.416666666667,0,0,,1,0.924077940851,0.0659242805367,0.0749790724692,0.00905479193253,exemplar,indistinguishable: exemplar / attribution / prototype,0,Unclear or overlapping,0.5916666666666666,Target-specific endpoint,0.09053933094124146,Target-profile mismatch,Unclear or overlapping : none,0.891976440325
R_7B5Jtq7sogkM7FU,diabetes,none,testing,No Diabetes,Diabetes,19,130306,5.853,"""Glucose"" - 102(0.234143853086)
""Blood Pressure"" - 64(0.347826086957) -> 58(0.217391304348)
""Insulin"" - 78(0.0866122246969)
""BMI"" - 40.6(0.709468951953) -> 31.7888(0.4)
""Age"" - 21(0)",,0.6,0.439903734561,No Diabetes,0,0.555096710015,0.000893085040188,0.000536833516646,-0.000356251523542,,,0,0,-0.130434782609,0,-0.309468951953,0,0,1,0,1,0,-0.000809839734363,0,far from boundary,0.499463166483,Always change the same attributes regardless of the case,0.416666666667,0,0,,1,0.95008584757,0.109168127264,0.167391068601,0.0582229413369,exemplar,indistinguishable: exemplar / attribution / prototype,0,Unclear or overlapping,0.5916666666666666,Target-specific endpoint,0.09053933094124146,Target-profile mismatch,Unclear or overlapping : none,0.904955619092
R_7B5Jtq7sogkM7FU,diabetes,none,testing,No Diabetes,Diabetes,20,130309,6.446,"""Glucose"" - 143(0.582724026526) -> 123(0.412684917531)
""Blood Pressure"" - 86(0.826086956522) -> 67(0.413043478261)
""Insulin"" - 330(0.606285572878) -> 181(0.299018394787)
""BMI"" - 30.1(0.340685585839)
""Age"" - 23(0.0540540540541)",,0.4,0.890349765347,No Diabetes,0,0.656507227157,0.000130785916376,0.100759419277,0.100628633361,,,1,-0.170039108995,-0.413043478261,-0.307267178091,0,0,1,1,1,0,0,0.113021463337,0,far from boundary,0.399240580723,Always change the same attributes regardless of the case,0.416666666667,0,0,,1,0.97311719046,0.100760344269,0.0316018760935,-0.0691584681755,exemplar,indistinguishable: exemplar / attribution / prototype,0,Unclear or overlapping,0.5916666666666666,Target-specific endpoint,0.09053933094124146,Target-profile mismatch,Unclear or overlapping : none,0.924414201002
R_1Gjl0Vj3LRbQDQL,diabetes,counterfactual,training,No Diabetes,,1,130105,16.709,"""Glucose"" - 83(0.0726066995409)
""Blood Pressure"" - 78(0.652173913043)
""Insulin"" - 71(0.072176853914)
""BMI"" - 29.3(0.312587805563)
""Age"" - 36(0.405405405405)","""Glucose"" - 83(0.0726066995409) -> 103(0.242645808536)
""Blood Pressure"" - 78(0.652173913043)
""Insulin"" - 71(0.072176853914) -> 72(0.0742390497402)
""BMI"" - 29.3(0.312587805563)
""Age"" - 36(0.405405405405)",,,,,,,,,Diabetes,0,,,,,,,,,,,,,,,,Change all mismatching attributes toward a target profile,0.5,3,,,,,,,,attribution,indistinguishable: exemplar / attribution / prototype,1,Unclear or overlapping,0.5999999999999999,Target-specific endpoint,0.09527496668620301,Nearest target example,Unclear or overlapping : counterfactual,
