participant,domain,xai,phase,original label,target label,case,instance id,response time (seconds),attribute values before and after,explanation,sparsity,proximity,counterfactual label,successful counterfactual (0/1),distance to closest minimal counterfactual,confidence for target label original,confidence for target label counterfactual,delta confidence of target label,training response,training correct (0/1),move towards target (0/1),x_1_change,x_2_change,x_3_change,x_4_change,x_5_change,x_1_changed,x_2_changed,x_3_changed,x_4_changed,x_5_changed,delta confidence/change amount,close to boundary old,distance to boundary,confidence of counterfactual - 50%,reasoning strategy,participant training accuracy,CRT-2 score (0-4),successful counterfactual (continuous),log(time),actionability (0/1),plausibility,boundary distance original,boundary distance new,boundary distance change (new - original),best forward mental model,forward mental model fit conclusion,CRT binarized,attribute selection method,attribute selection ranking score,change amount method,change amount normalized MAE,best-supported attribute selection method,strategy: xai,plausibility (subset)
R_1KMTwE2iCLDGMxz,diabetes,none,training,Diabetes,,11,160108,10.123,"""Glucose"" - 95(0.174630164938)
""Blood Pressure"" - 82(0.739130434783)
""Insulin"" - 180(0.296956198961)
""BMI"" - 35(0.512784490025)
""Age"" - 43(0.594594594595)",,,,,,,,,,Diabetes,1,,,,,,,,,,,,,,,,,0.833333333333,4,,,,,,,,,,1,,,,,,,
R_1KMTwE2iCLDGMxz,diabetes,none,training,Diabetes,,12,160107,11.008,"""Glucose"" - 100(0.217139942187)
""Blood Pressure"" - 78(0.652173913043)
""Insulin"" - 184(0.305204982265)
""BMI"" - 36.6(0.568980050576)
""Age"" - 46(0.675675675676)",,,,,,,,,,No Diabetes,0,,,,,,,,,,,,,,,,,0.833333333333,4,,,,,,,,,,1,,,,,,,
R_1KMTwE2iCLDGMxz,diabetes,none,testing,Diabetes,No Diabetes,1,160212,69.723,"""Glucose"" - 111(0.310661452134)
""Blood Pressure"" - 72(0.521739130435)
""Insulin"" - 207(0.352635486266)
""BMI"" - 37.1(0.586541163248) -> 28.65688(0.29)
""Age"" - 56(0.945945945946)",,0.8,0.296541163248,Diabetes,0,0.496537038856,0.0145223683682,0.329447596754,0.314925228385,,,1,0,0,0,-0.296541163248,0,0,0,0,1,0,1.06199498557,0,far from boundary,0.170552403246,,0.833333333333,4,0,,1,0.94069176735,0.0372518432215,0.0110992578822,-0.0261525853393,,,1,,,,,,,0.835872576519
R_1KMTwE2iCLDGMxz,diabetes,none,testing,Diabetes,No Diabetes,2,160201,23.295,"""Glucose"" - 187(0.956810066315) -> 145(0.599727937426)
""Blood Pressure"" - 70(0.478260869565)
""Insulin"" - 200(0.338200115483)
""BMI"" - 36.4(0.561955605507)
""Age"" - 36(0.405405405405)",,0.8,0.35708212889,Diabetes,0,0.634430969936,1.00978194599e-05,0.156006688576,0.155996590757,,,1,-0.35708212889,0,0,0,0,1,0,0,0,0,0.43686473821,0,far from boundary,0.343993311424,,0.833333333333,4,0,,1,0.938872925816,0.281142117469,0.0562683987144,-0.224873718754,,,1,,,,,,,0.872088731984
R_1KMTwE2iCLDGMxz,diabetes,none,testing,Diabetes,No Diabetes,3,160210,15.14,"""Glucose"" - 100(0.217139942187)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 215(0.369133052875)
""BMI"" - 39.4(0.66732228154) -> 31.21936(0.38)
""Age"" - 43(0.594594594595)",,0.8,0.28732228154,Diabetes,0,0.487318157148,0.00206481615935,2.09182685761e-05,-0.00204389789078,,,0,0,0,0,-0.28732228154,0,0,0,0,1,0,-0.00711360733955,0,far from boundary,0.499979081731,,0.833333333333,4,0,,1,0.948785942235,0.0664632820126,0.163667934101,0.0972046520882,,,1,,,,,,,0.915810855199
R_1KMTwE2iCLDGMxz,diabetes,none,testing,Diabetes,No Diabetes,4,160200,22.956,"""Glucose"" - 154(0.676245536473) -> 136(0.523210338378)
""Blood Pressure"" - 72(0.521739130435)
""Insulin"" - 126(0.18559762435)
""BMI"" - 31.3(0.382832256252)
""Age"" - 37(0.432432432432)",,0.8,0.153035198096,Diabetes,0,0.226965245485,0.011786029432,0.365227410772,0.35344138134,,,1,-0.153035198096,0,0,0,0,1,0,0,0,0,2.30954307073,0,far from boundary,0.134772589228,,0.833333333333,4,0,,1,0.945036704384,0.0980127823706,0.0141731273389,-0.0838396550318,,,1,,,,,,,0.919015255153
R_1KMTwE2iCLDGMxz,diabetes,none,testing,Diabetes,No Diabetes,5,160203,10.253,"""Glucose"" - 161(0.735759224622) -> 120(0.387179051182)
""Blood Pressure"" - 68(0.434782608696)
""Insulin"" - 132(0.197970799307)
""BMI"" - 25.5(0.179123349255)
""Age"" - 47(0.702702702703)",,0.8,0.34858017344,No Diabetes,1,0.348695519582,0.0154053958182,0.995248055878,0.97984266006,,,1,-0.34858017344,0,0,0,0,1,0,0,0,0,2.8109535043,0,far from boundary,0.495248055878,,0.833333333333,4,1,,1,0.943984076679,0.0605519329641,0.126083666077,0.0655317331125,,,1,,,,,,,0.894906544277
R_1KMTwE2iCLDGMxz,diabetes,none,testing,Diabetes,No Diabetes,6,160213,24.559,"""Glucose"" - 117(0.361673184833)
""Blood Pressure"" - 88(0.869565217391)
""Insulin"" - 145(0.224779345047)
""BMI"" - 34.5(0.495223377353) -> 30.3652(0.35)
""Age"" - 40(0.513513513514)",,0.8,0.145223377353,Diabetes,0,0.345219252962,0.00760236055804,0.0546517280319,0.0470493674739,,,1,0,0,0,-0.145223377353,0,0,0,0,1,0,0.323979295424,0,far from boundary,0.445348271968,,0.833333333333,4,0,,1,0.970955324529,0.0929170929375,0.0388912898084,-0.0540258031291,,,1,,,,,,,0.873295954495
R_1KMTwE2iCLDGMxz,diabetes,none,testing,Diabetes,No Diabetes,7,160202,20.792,"""Glucose"" - 125(0.429688828431)
""Blood Pressure"" - 70(0.478260869565)
""Insulin"" - 115(0.162913470263)
""BMI"" - 31.1(0.375807811183) -> 27.80272(0.26)
""Age"" - 41(0.540540540541)",,0.8,0.115807811183,Diabetes,0,0.31578668288,0.0226086726886,0.229576716509,0.20696804382,,,1,0,0,0,-0.115807811183,0,0,0,0,1,0,1.78716825494,0,far from boundary,0.270423283491,,0.833333333333,4,0,,1,0.976838437763,0.0569726484831,0.0223248852987,-0.0346477631845,,,1,,,,,,,0.929622725167
R_1KMTwE2iCLDGMxz,diabetes,none,testing,Diabetes,No Diabetes,8,160204,16.179,"""Glucose"" - 125(0.429688828431) -> 102(0.234143853086)
""Blood Pressure"" - 70(0.478260869565)
""Insulin"" - 122(0.177348841046)
""BMI"" - 28.9(0.298538915426)
""Age"" - 45(0.648648648649)",,0.8,0.195544975344,No Diabetes,1,0.195557854864,0.0314886929294,0.999864359528,0.968375666599,,,1,-0.195544975344,0,0,0,0,1,0,0,0,0,4.95218895242,0,far from boundary,0.499864359528,,0.833333333333,4,1,,1,0.960891004931,0.0395820491408,0.105398285333,0.0658162361921,,,1,,,,,,,0.890297776529
R_1KMTwE2iCLDGMxz,diabetes,none,testing,Diabetes,No Diabetes,9,160211,19.904,"""Glucose"" - 145(0.599727937426) -> 133(0.497704472029)
""Blood Pressure"" - 80(0.695652173913)
""Insulin"" - 130(0.193846407655)
""BMI"" - 37.9(0.614638943523)
""Age"" - 40(0.513513513514)",,0.8,0.102023465397,No Diabetes,1,0.102040469308,0.0173759567743,0.803712246083,0.786336289308,,,1,-0.102023465397,0,0,0,0,1,0,0,0,0,7.7074061957,0,far from boundary,0.303712246083,,0.833333333333,4,1,,1,0.953053322427,0.0747170723186,0.0273063969522,-0.0474106753663,,,1,,,,,,,0.936594323791
R_1KMTwE2iCLDGMxz,diabetes,none,testing,Diabetes,No Diabetes,10,160214,13.722,"""Glucose"" - 104(0.251147763986)
""Blood Pressure"" - 74(0.565217391304) -> 65(0.369565217391)
""Insulin"" - 156(0.247463499134)
""BMI"" - 29.9(0.33366114077)
""Age"" - 41(0.540540540541)",,0.8,0.195652173913,No Diabetes,1,0.395746391752,0.00403975635919,0.998527720686,0.994487964327,,,1,0,-0.195652173913,0,0,0,0,1,0,0,0,5.08293848434,0,far from boundary,0.498527720686,,0.833333333333,4,1,,1,0.960869565217,0.0501717968156,0.0731809905371,0.0230091937215,,,1,,,,,,,0.888858114453
R_1KMTwE2iCLDGMxz,diabetes,none,testing,No Diabetes,Diabetes,11,160215,58.941,"""Glucose"" - 117(0.361673184833) -> 147(0.616731848325)
""Blood Pressure"" - 60(0.260869565217)
""Insulin"" - 106(0.144353707828)
""BMI"" - 33.8(0.470637819612)
""Age"" - 27(0.162162162162)",,0.8,0.255058663493,No Diabetes,0,0.45503753519,0.077624123637,0.0300729190951,-0.047551204542,,,0,0.255058663493,0,0,0,0,1,0,0,0,0,-0.186432422607,1,near boundary,0.469927080905,,0.833333333333,4,0,,1,0.961381673131,0.0606767911965,0.05148819729,-0.0091885939065,,,1,,,,,,,0.904837685316
R_1KMTwE2iCLDGMxz,diabetes,none,testing,No Diabetes,Diabetes,12,160209,10.684,"""Glucose"" - 83(0.0726066995409)
""Blood Pressure"" - 78(0.652173913043)
""Insulin"" - 71(0.072176853914)
""BMI"" - 29.3(0.312587805563) -> 38.9068(0.65)
""Age"" - 36(0.405405405405)",,0.8,0.337412194437,No Diabetes,0,0.649801360616,4.04768338846e-06,8.57394655274e-09,-4.03910944191e-06,,,0,0,0,0,0.337412194437,0,0,0,0,1,0,-1.19708460705e-05,0,far from boundary,0.499999991426,,0.833333333333,4,0,,1,0.933216661976,0.215219871146,0.198642975687,-0.0165768954587,,,1,,,,,,,0.870013572121
R_1KMTwE2iCLDGMxz,diabetes,none,testing,No Diabetes,Diabetes,13,160205,21.773,"""Glucose"" - 100(0.217139942187)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 46(0.0206219582612) -> 220(0.379444032005)
""BMI"" - 19.5(0)
""Age"" - 28(0.189189189189)",,0.8,0.358822073744,No Diabetes,0,0.741882764806,4.55950587885e-06,1.26343380202e-12,-4.55950461542e-06,,,0,0,0,0.358822073744,0,0,0,0,1,0,0,-1.27068676903e-05,0,far from boundary,0.499999999999,,0.833333333333,4,0,,1,0.902913606078,0.284435118814,0.4402234088,0.155788289985,,,1,,,,,,,0.897061331803
R_1KMTwE2iCLDGMxz,diabetes,none,testing,No Diabetes,Diabetes,14,160219,10.54,"""Glucose"" - 139(0.548716204727)
""Blood Pressure"" - 64(0.347826086957)
""Insulin"" - 140(0.214468365916) -> 288(0.519673348181)
""BMI"" - 28.6(0.288002247822)
""Age"" - 26(0.135135135135)",,0.8,0.305204982265,No Diabetes,0,0.513411432604,0.051363697101,0.00398097223907,-0.0473827248619,,,0,0,0,0.305204982265,0,0,0,0,1,0,0,-0.155248857703,1,near boundary,0.496019027761,,0.833333333333,4,0,,1,0.938959003547,0.038863565943,0.0943235664753,0.0554600005323,,,1,,,,,,,0.807798481117
R_1KMTwE2iCLDGMxz,diabetes,none,testing,No Diabetes,Diabetes,15,160217,9.779,"""Glucose"" - 112(0.319163407584)
""Blood Pressure"" - 68(0.434782608696)
""Insulin"" - 94(0.119607357915)
""BMI"" - 34.1(0.481174487216) -> 39.47624(0.67)
""Age"" - 26(0.135135135135)",,0.8,0.188825512784,No Diabetes,0,0.396916616982,0.155856767991,0.0141538109639,-0.141702957027,,,0,0,0,0,0.188825512784,0,0,0,0,1,0,-0.750443914796,1,near boundary,0.485846189036,,0.833333333333,4,0,,1,0.963251661866,0.030760691058,0.123388479505,0.092627788447,,,1,,,,,,,0.828505497719
R_1KMTwE2iCLDGMxz,diabetes,none,testing,No Diabetes,Diabetes,16,160208,8.985,"""Glucose"" - 126(0.43819078388)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 75(0.0804256372185)
""BMI"" - 25.9(0.193172239393) -> 38.62208(0.64)
""Age"" - 39(0.486486486486)",,0.8,0.446827760607,No Diabetes,0,0.446712414465,0.0118459203727,0.00102544692885,-0.0108204734438,,,0,0,0,0,0.446827760607,0,0,0,0,1,0,-0.0242162067753,0,far from boundary,0.498974553071,,0.833333333333,4,0,,1,0.947697432358,0.0900870805017,0.0846236841615,-0.00546339634017,,,1,,,,,,,0.899392756701
R_1KMTwE2iCLDGMxz,diabetes,none,testing,No Diabetes,Diabetes,17,160207,15.167,"""Glucose"" - 89(0.123618432239) -> 112(0.319163407584)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 85(0.10104759548)
""BMI"" - 30.4(0.351222253442)
""Age"" - 38(0.459459459459)",,0.8,0.195544975344,No Diabetes,0,0.256413253692,3.06571688036e-06,0.120232907715,0.120229841998,,,1,0.195544975344,0,0,0,0,1,0,0,0,0,0.61484495721,0,far from boundary,0.379767092285,,0.833333333333,4,0,,1,0.960891004931,0.204135275223,0.029528678457,-0.174606596766,,,1,,,,,,,0.923723267867
R_1KMTwE2iCLDGMxz,diabetes,none,testing,No Diabetes,Diabetes,18,160206,16.172,"""Glucose"" - 103(0.242645808536)
""Blood Pressure"" - 80(0.695652173913)
""Insulin"" - 82(0.0948610080013)
""BMI"" - 19.4(0) -> 41.18456(0.73)
""Age"" - 22(0.027027027027)",,0.8,0.73,No Diabetes,0,1.40773912324,2.60449439793e-11,0.0209749074967,0.0209749074706,,,1,0,0,0,0.73,0,0,0,0,1,0,0.0287327499597,0,far from boundary,0.479025092503,,0.833333333333,4,0,,1,0.927744423615,0.558946397893,0.0792788294823,-0.479667568411,,,1,,,,,,,0.803675061045
R_1KMTwE2iCLDGMxz,diabetes,none,testing,No Diabetes,Diabetes,19,160218,6.423,"""Glucose"" - 154(0.676245536473)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 193(0.3237647447)
""BMI"" - 29.3(0.312587805563) -> 36.91376(0.58)
""Age"" - 39(0.486486486486)",,0.8,0.267412194437,Diabetes,1,0.267296848295,0.0239115963161,0.965898080698,0.941986484382,,,1,0,0,0,0.267412194437,0,0,0,0,1,0,3.52260107795,0,far from boundary,0.465898080698,,0.833333333333,4,1,,1,0.946517561112,0.0818222236912,0.0569863289035,-0.0248358947877,,,1,,,,,,,0.888449627679
R_1KMTwE2iCLDGMxz,diabetes,none,testing,No Diabetes,Diabetes,20,160216,8.856,"""Glucose"" - 151(0.650739670124)
""Blood Pressure"" - 62(0.304347826087)
""Insulin"" - 120(0.173224449394) -> 249(0.439247710963)
""BMI"" - 35.5(0.530345602697)
""Age"" - 28(0.189189189189)",,0.8,0.266023261569,Diabetes,1,0.266125728192,0.0575860454833,0.999210350667,0.941624305183,,,1,0,0,0.266023261569,0,0,0,0,1,0,0,3.5396314579,1,near boundary,0.499210350667,,0.833333333333,4,1,,1,0.946795347686,0.034821278767,0.156734647495,0.121913368728,,,1,,,,,,,0.846818917229
R_7MBioYOD8gq6nT3,diabetes,counterfactual,training,Diabetes,,1,160107,18.291,"""Glucose"" - 100(0.217139942187)
""Blood Pressure"" - 78(0.652173913043)
""Insulin"" - 184(0.305204982265)
""BMI"" - 36.6(0.568980050576)
""Age"" - 46(0.675675675676)","""Glucose"" - 100(0.217139942187)
""Blood Pressure"" - 78(0.652173913043) -> 73.4(0.552173913043)
""Insulin"" - 184(0.305204982265) -> 135.51(0.205209106657)
""BMI"" - 36.6(0.568980050576)
""Age"" - 46(0.675675675676)",,,,,,,,,No Diabetes,0,,,,,,,,,,,,,,,,,0.75,3,,,,,,,,,,1,,,,,,,
R_7MBioYOD8gq6nT3,diabetes,counterfactual,training,Diabetes,,2,160106,39.363,"""Glucose"" - 120(0.387179051182)
""Blood Pressure"" - 80(0.695652173913)
""Insulin"" - 200(0.338200115483)
""BMI"" - 38.9(0.649761168868)
""Age"" - 41(0.540540540541)","""Glucose"" - 120(0.387179051182)
""Blood Pressure"" - 80(0.695652173913) -> 75.4(0.595652173913)
""Insulin"" - 200(0.338200115483) -> 151.51(0.238204239875)
""BMI"" - 38.9(0.649761168868)
""Age"" - 41(0.540540540541)",,,,,,,,,Diabetes,1,,,,,,,,,,,,,,,,,0.75,3,,,,,,,,,,1,,,,,,,
R_7MBioYOD8gq6nT3,diabetes,counterfactual,training,Diabetes,,3,160108,9.181,"""Glucose"" - 95(0.174630164938)
""Blood Pressure"" - 82(0.739130434783)
""Insulin"" - 180(0.296956198961)
""BMI"" - 35(0.512784490025)
""Age"" - 43(0.594594594595)","""Glucose"" - 95(0.174630164938)
""Blood Pressure"" - 82(0.739130434783) -> 77.4(0.639130434783)
""Insulin"" - 180(0.296956198961) -> 131.51(0.196960323352)
""BMI"" - 35(0.512784490025)
""Age"" - 43(0.594594594595)",,,,,,,,,Diabetes,1,,,,,,,,,,,,,,,,,0.75,3,,,,,,,,,,1,,,,,,,
R_7MBioYOD8gq6nT3,diabetes,counterfactual,training,No Diabetes,,4,160109,10.706,"""Glucose"" - 191(0.990817888114)
""Blood Pressure"" - 68(0.434782608696)
""Insulin"" - 130(0.193846407655)
""BMI"" - 30.9(0.368783366114)
""Age"" - 34(0.351351351351)","""Glucose"" - 191(0.990817888114)
""Blood Pressure"" - 68(0.434782608696) -> 72.6(0.534782608696)
""Insulin"" - 130(0.193846407655) -> 178.49(0.293842283263)
""BMI"" - 30.9(0.368783366114)
""Age"" - 34(0.351351351351)",,,,,,,,,No Diabetes,1,,,,,,,,,,,,,,,,,0.75,3,,,,,,,,,,1,,,,,,,
R_7MBioYOD8gq6nT3,diabetes,counterfactual,training,No Diabetes,,5,160111,13.836,"""Glucose"" - 103(0.242645808536)
""Blood Pressure"" - 30(0)
""Insulin"" - 83(0.0969232038274)
""BMI"" - 43.3(0.804298960382)
""Age"" - 33(0.324324324324)","""Glucose"" - 103(0.242645808536)
""Blood Pressure"" - 30(0) -> 92(0.95652173913)
""Insulin"" - 83(0.0969232038274) -> 155(0.245401303308)
""BMI"" - 43.3(0.804298960382)
""Age"" - 33(0.324324324324)",,,,,,,,,No Diabetes,1,,,,,,,,,,,,,,,,,0.75,3,,,,,,,,,,1,,,,,,,
R_7MBioYOD8gq6nT3,diabetes,counterfactual,training,No Diabetes,,6,160110,4.903,"""Glucose"" - 180(0.897296378167)
""Blood Pressure"" - 64(0.347826086957)
""Insulin"" - 70(0.0701146580879)
""BMI"" - 34(0.477662264681)
""Age"" - 26(0.135135135135)","""Glucose"" - 180(0.897296378167)
""Blood Pressure"" - 64(0.347826086957) -> 71(0.5)
""Insulin"" - 70(0.0701146580879) -> 118.49(0.170110533696)
""BMI"" - 34(0.477662264681)
""Age"" - 26(0.135135135135)",,,,,,,,,No Diabetes,1,,,,,,,,,,,,,,,,,0.75,3,,,,,,,,,,1,,,,,,,
R_7MBioYOD8gq6nT3,diabetes,counterfactual,training,No Diabetes,,7,160104,3.495,"""Glucose"" - 95(0.174630164938)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 73(0.0763012455663)
""BMI"" - 25.9(0.193172239393)
""Age"" - 36(0.405405405405)","""Glucose"" - 95(0.174630164938) -> 128(0.45519469478)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 73(0.0763012455663)
""BMI"" - 25.9(0.193172239393) -> 28.75(0.293270581624)
""Age"" - 36(0.405405405405)",,,,,,,,,No Diabetes,1,,,,,,,,,,,,,,,,,0.75,3,,,,,,,,,,1,,,,,,,
R_7MBioYOD8gq6nT3,diabetes,counterfactual,training,Diabetes,,8,160100,3.085,"""Glucose"" - 186(0.948308110865)
""Blood Pressure"" - 90(0.913043478261)
""Insulin"" - 225(0.389755011136)
""BMI"" - 34.5(0.495223377353)
""Age"" - 37(0.432432432432)","""Glucose"" - 186(0.948308110865) -> 161(0.735759224622)
""Blood Pressure"" - 90(0.913043478261)
""Insulin"" - 225(0.389755011136)
""BMI"" - 34.5(0.495223377353) -> 30.2(0.344197808373)
""Age"" - 37(0.432432432432)",,,,,,,,,Diabetes,1,,,,,,,,,,,,,,,,,0.75,3,,,,,,,,,,1,,,,,,,
R_7MBioYOD8gq6nT3,diabetes,counterfactual,training,Diabetes,,9,160102,7.357,"""Glucose"" - 187(0.956810066315)
""Blood Pressure"" - 68(0.434782608696)
""Insulin"" - 304(0.552668481399)
""BMI"" - 37.7(0.607614498455)
""Age"" - 41(0.540540540541)","""Glucose"" - 187(0.956810066315) -> 150(0.642237714674)
""Blood Pressure"" - 68(0.434782608696)
""Insulin"" - 304(0.552668481399)
""BMI"" - 37.7(0.607614498455) -> 34.85(0.507516156224)
""Age"" - 41(0.540540540541)",,,,,,,,,Diabetes,1,,,,,,,,,,,,,,,,,0.75,3,,,,,,,,,,1,,,,,,,
R_7MBioYOD8gq6nT3,diabetes,counterfactual,training,Diabetes,,10,160101,190.745,"""Glucose"" - 149(0.633735759225)
""Blood Pressure"" - 68(0.434782608696)
""Insulin"" - 127(0.187659820177)
""BMI"" - 29.3(0.312587805563)
""Age"" - 42(0.567567567568)","""Glucose"" - 149(0.633735759225) -> 137.24(0.533752763136)
""Blood Pressure"" - 68(0.434782608696)
""Insulin"" - 127(0.187659820177)
""BMI"" - 29.3(0.312587805563) -> 25.9(0.193172239393)
""Age"" - 42(0.567567567568)",,,,,,,,,No Diabetes,0,,,,,,,,,,,,,,,,,0.75,3,,,,,,,,,,1,,,,,,,
R_7MBioYOD8gq6nT3,diabetes,counterfactual,training,No Diabetes,,11,160103,47.461,"""Glucose"" - 99(0.208637986737)
""Blood Pressure"" - 80(0.695652173913)
""Insulin"" - 64(0.0577414831312)
""BMI"" - 19.3(0)
""Age"" - 30(0.243243243243)","""Glucose"" - 99(0.208637986737) -> 111(0.310661452134)
""Blood Pressure"" - 80(0.695652173913)
""Insulin"" - 64(0.0577414831312)
""BMI"" - 19.3(0) -> 27.7(0.256392245013)
""Age"" - 30(0.243243243243)",,,,,,,,,Diabetes,0,,,,,,,,,,,,,,,,,0.75,3,,,,,,,,,,1,,,,,,,
R_7MBioYOD8gq6nT3,diabetes,counterfactual,training,No Diabetes,,12,160105,5.263,"""Glucose"" - 116(0.353171229383)
""Blood Pressure"" - 72(0.521739130435)
""Insulin"" - 87(0.105171987132)
""BMI"" - 22.1(0.0597077830851)
""Age"" - 37(0.432432432432)","""Glucose"" - 116(0.353171229383) -> 132(0.489202516579)
""Blood Pressure"" - 72(0.521739130435)
""Insulin"" - 87(0.105171987132)
""BMI"" - 22.1(0.0597077830851) -> 27.1(0.235318909806)
""Age"" - 37(0.432432432432)",,,,,,,,,No Diabetes,1,,,,,,,,,,,,,,,,,0.75,3,,,,,,,,,,1,,,,,,,
R_7MBioYOD8gq6nT3,diabetes,counterfactual,testing,Diabetes,No Diabetes,1,160210,15.544,"""Glucose"" - 100(0.217139942187)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 215(0.369133052875)
""BMI"" - 39.4(0.66732228154) -> 29.51104(0.32)
""Age"" - 43(0.594594594595)",,0.8,0.34732228154,Diabetes,0,0.547318157148,0.00206481615935,8.67782429074e-05,-0.00197803791645,,,0,0,0,0,-0.34732228154,0,0,0,0,1,0,-0.00569510803534,0,far from boundary,0.499913221757,,0.75,3,0,,1,0.955321485927,0.0664632820126,0.107056839877,0.0405935578648,,,1,,,,,,,0.903810855199
