participant,domain,xai,n_counterfactual_responses,best_counterfactual_strategy,minimum_loss_counterfactual_strategy,strategy_selection_rule,selected_strategy_fitted_parameter_count,supported_counterfactual_strategies_one_se,counterfactual_strategy_fit_conclusion,counterfactual_implied_mental_model,supported_counterfactual_implied_mental_models,best_strategy_cv_mean_normalized_l1,best_strategy_cv_feature_selection_f1,best_strategy_cv_direction_accuracy,best_strategy_cv_mean_sparsity_difference,minimum_loss_strategy_cv_mean_normalized_l1,counterfactual_strategy_gap_to_second_best,best_strategy_full_data_k,best_strategy_full_data_fixed_amount,available_strategy_count,training_responses_used_for_assignment,change_most_influential_attributes_by_fixed_amount__cv_mean_normalized_l1,change_most_influential_attributes_by_fixed_amount__cv_feature_f1,change_most_influential_attributes_by_fixed_amount__cv_direction_accuracy,change_most_influential_attributes_by_fixed_amount__full_data_k,change_most_influential_attributes_by_fixed_amount__full_data_fixed_amount,change_most_influential_attributes_by_fixed_amount__one_se_margin_from_best,change_largest_target_profile_mismatches__cv_mean_normalized_l1,change_largest_target_profile_mismatches__cv_feature_f1,change_largest_target_profile_mismatches__cv_direction_accuracy,change_largest_target_profile_mismatches__full_data_k,change_largest_target_profile_mismatches__full_data_fixed_amount,change_largest_target_profile_mismatches__one_se_margin_from_best,change_most_influential_attributes_to_flip__cv_mean_normalized_l1,change_most_influential_attributes_to_flip__cv_feature_f1,change_most_influential_attributes_to_flip__cv_direction_accuracy,change_most_influential_attributes_to_flip__full_data_k,change_most_influential_attributes_to_flip__full_data_fixed_amount,change_most_influential_attributes_to_flip__one_se_margin_from_best,change_most_contributing_attributes__cv_mean_normalized_l1,change_most_contributing_attributes__cv_feature_f1,change_most_contributing_attributes__cv_direction_accuracy,change_most_contributing_attributes__full_data_k,change_most_contributing_attributes__full_data_fixed_amount,change_most_contributing_attributes__one_se_margin_from_best,change_attributes_not_matching_target_profile__cv_mean_normalized_l1,change_attributes_not_matching_target_profile__cv_feature_f1,change_attributes_not_matching_target_profile__cv_direction_accuracy,change_attributes_not_matching_target_profile__full_data_k,change_attributes_not_matching_target_profile__full_data_fixed_amount,change_attributes_not_matching_target_profile__one_se_margin_from_best,set_attributes_to_target_profile_values__cv_mean_normalized_l1,set_attributes_to_target_profile_values__cv_feature_f1,set_attributes_to_target_profile_values__cv_direction_accuracy,set_attributes_to_target_profile_values__full_data_k,set_attributes_to_target_profile_values__full_data_fixed_amount,set_attributes_to_target_profile_values__one_se_margin_from_best,change_toward_remembered_exemplar__cv_mean_normalized_l1,change_toward_remembered_exemplar__cv_feature_f1,change_toward_remembered_exemplar__cv_direction_accuracy,change_toward_remembered_exemplar__full_data_k,change_toward_remembered_exemplar__full_data_fixed_amount,change_toward_remembered_exemplar__one_se_margin_from_best,copy_changes_from_remembered_example__cv_mean_normalized_l1,copy_changes_from_remembered_example__cv_feature_f1,copy_changes_from_remembered_example__cv_direction_accuracy,copy_changes_from_remembered_example__full_data_k,copy_changes_from_remembered_example__full_data_fixed_amount,copy_changes_from_remembered_example__one_se_margin_from_best
R_5aQRnRSrFLPN4kN,diabetes,attribution,20,change_most_influential_attributes_to_flip,change_most_influential_attributes_by_fixed_amount,fewest fitted parameters within paired one-SE support set; CV loss breaks complexity ties,1,change_most_influential_attributes_by_fixed_amount / change_most_influential_attributes_to_flip,one-SE simplest: change_most_influential_attributes_to_flip; supported: change_most_influential_attributes_by_fixed_amount / change_most_influential_attributes_to_flip,attribution,attribution,0.15434938781251,0.43666666666666665,0.6153846153846154,1.45,0.147197045043831,0.007152342768679015,1,,7,0,0.147197045043831,0.5783333333333333,0.5,1,0.025,0.0,0.17305779639929036,0.5533333333333332,0.6470588235294118,1,,0.015482401011416406,0.15434938781251,0.43666666666666665,0.6153846153846154,1,,0.010638041899107083,0.16375348000846673,0.27,0.8888888888888888,1,,0.013714447099404928,0.2240615689466717,0.5480952380952381,0.5789473684210527,,,0.021394241662609337,0.17769106016256833,0.5533333333333332,0.6470588235294118,1,,0.016983673202580707,0.1929860662146605,0.39499999999999996,0.5,1,,0.014074182580824716,,,,,,
R_5jKfnq8uYqeU1fO,diabetes,attribution,20,change_most_influential_attributes_by_fixed_amount,change_most_influential_attributes_by_fixed_amount,fewest fitted parameters within paired one-SE support set; CV loss breaks complexity ties,2,change_most_influential_attributes_by_fixed_amount,one-SE simplest: change_most_influential_attributes_by_fixed_amount (only supported strategy),attribution,attribution,0.07393884817377899,0.8583333333333334,0.5789473684210527,0.4,0.07393884817377899,0.0223868463066801,1,0.175,7,0,0.07393884817377899,0.8583333333333334,0.5789473684210527,1,0.175,0.0,0.11310253339318892,0.6833333333333333,0.5333333333333333,1,,0.014991674211615298,0.09632569448045909,0.6333333333333333,0.5,1,,0.009658558601669866,0.12350371027285181,0.38333333333333336,0.3333333333333333,2,,0.01338954293839927,0.17434059121051235,0.48964285714285716,0.5789473684210527,,,0.019625388350795567,0.12312327952065043,0.6833333333333333,0.5333333333333333,1,,0.01700907442645939,0.09748012925626301,0.45,0.8,1,,0.013031976353472072,,,,,,
R_61oLN03NkxGN2KA,diabetes,attribution,20,change_most_influential_attributes_by_fixed_amount,change_most_influential_attributes_by_fixed_amount,fewest fitted parameters within paired one-SE support set; CV loss breaks complexity ties,2,change_most_influential_attributes_by_fixed_amount,one-SE simplest: change_most_influential_attributes_by_fixed_amount (only supported strategy),attribution,attribution,0.06228060916672529,0.7816666666666666,1.0,0.2,0.06228060916672529,0.021005668505163305,2,0.45,7,0,0.06228060916672529,0.7816666666666666,1.0,2,0.45,0.0,0.08389234063917234,0.795,0.975,2,,0.014197465633176252,0.08328627767188859,0.5249999999999998,1.0,1,,0.015827756014954803,0.09886689015421794,0.4,1.0,2,,0.01535029263505716,0.10644666249787349,0.6529761904761904,0.975,,,0.0169717247647444,0.1018886799736578,0.795,0.975,2,,0.014843152771054939,0.12820112172468173,0.4416666666666666,1.0,1,,0.02620875177085309,,,,,,
R_70xfc7oKLarD7Ng,diabetes,attribution,20,change_most_contributing_attributes,change_most_influential_attributes_by_fixed_amount,fewest fitted parameters within paired one-SE support set; CV loss breaks complexity ties,1,change_most_influential_attributes_by_fixed_amount / change_most_contributing_attributes / change_most_influential_attributes_to_flip,one-SE simplest: change_most_contributing_attributes; supported: change_most_influential_attributes_by_fixed_amount / change_most_contributing_attributes / change_most_influential_attributes_to_flip,attribution,attribution,0.05610741446466562,0.4,1.0,0.25,0.045040474967789,0.011066939496876621,1,,7,0,0.045040474967789,0.33333333333333337,1.0,1,0.025,0.0,0.09347936848510324,0.4,1.0,1,,0.014929695966206828,0.05722935875599701,0.35,1.0,1,,0.01408905395459757,0.05610741446466562,0.4,1.0,1,,0.015591618579838335,0.13198122760548087,0.36333333333333334,1.0,,,0.014262850471697805,0.10694340656971349,0.4,1.0,1,,0.015271520296873297,0.101586026439897,0.25,1.0,1,,0.01308765640031367,,,,,,
R_7CfHX0wu5ZPvGGJ,diabetes,attribution,20,change_most_influential_attributes_by_fixed_amount,change_most_influential_attributes_by_fixed_amount,fewest fitted parameters within paired one-SE support set; CV loss breaks complexity ties,2,change_most_influential_attributes_by_fixed_amount,one-SE simplest: change_most_influential_attributes_by_fixed_amount (only supported strategy),attribution,attribution,0.056011009499375,0.4333333333333333,0.9,0.2,0.056011009499375,0.018313520592385932,1,0.025,7,0,0.056011009499375,0.4333333333333333,0.9,1,0.025,0.0,0.0837551048347447,0.45,0.9,1,,0.020806415400471887,0.07432453009176093,0.36666666666666664,0.875,1,,0.01498370233041295,0.09605834890321362,0.18333333333333332,1.0,2,,0.015699262586998202,0.1411520111867282,0.39357142857142857,0.8235294117647058,,,0.023787793733106678,0.09628392781986948,0.45,0.9,1,,0.021297199415503242,0.0916406075164056,0.3,1.0,1,,0.015553951818918228,,,,,,
R_7IoL1iuXhlEi3TP,diabetes,attribution,20,change_most_influential_attributes_to_flip,change_most_influential_attributes_by_fixed_amount,fewest fitted parameters within paired one-SE support set; CV loss breaks complexity ties,1,change_most_influential_attributes_by_fixed_amount / change_most_influential_attributes_to_flip / change_most_contributing_attributes,one-SE simplest: change_most_influential_attributes_to_flip; supported: change_most_influential_attributes_by_fixed_amount / change_most_influential_attributes_to_flip / change_most_contributing_attributes,attribution,attribution,0.06019102318849605,0.5666666666666665,1.0,0.9,0.05984841463758175,0.0003426085509143015,1,,7,0,0.05984841463758175,0.6333333333333332,1.0,1,0.35,0.0,0.07421325612294927,0.5999999999999999,1.0,1,,0.008507647090426708,0.06019102318849605,0.5666666666666665,1.0,1,,0.006541733451722681,0.06871586985628289,0.45,1.0,2,,0.013622006313163675,0.1101945786685435,0.5288095238095238,1.0,,,0.015244426995787437,0.0851692173498785,0.5999999999999999,1.0,1,,0.009698113726621363,0.08677226627664462,0.4333333333333333,1.0,1,,0.01506149366751241,,,,,,
R_7TxHLeYywuSEX5v,diabetes,attribution,20,change_most_influential_attributes_by_fixed_amount,change_most_influential_attributes_by_fixed_amount,fewest fitted parameters within paired one-SE support set; CV loss breaks complexity ties,2,change_most_influential_attributes_by_fixed_amount,one-SE simplest: change_most_influential_attributes_by_fixed_amount (only supported strategy),attribution,attribution,0.07656575035523001,0.25,1.0,0.45,0.07656575035523001,0.02264487707019111,1,0.025,7,0,0.07656575035523001,0.25,1.0,1,0.025,0.0,0.13586691219423425,0.19999999999999998,1.0,1,,0.016036904072235708,0.09921062742542112,0.19999999999999998,1.0,1,,0.013432450475884122,0.10739437918775432,0.24833333333333335,1.0,2,,0.01213522121392042,0.17387353858612967,0.3053571428571429,0.9090909090909091,,,0.02405865601244216,0.14933095027884452,0.19999999999999998,1.0,1,,0.01637560659951902,0.12382664064347448,0.25,0.8571428571428571,1,,0.012158594358187695,,,,,,
R_7v6cmYcGicLMBxW,diabetes,attribution,20,change_most_influential_attributes_by_fixed_amount,change_most_influential_attributes_by_fixed_amount,fewest fitted parameters within paired one-SE support set; CV loss breaks complexity ties,2,change_most_influential_attributes_by_fixed_amount,one-SE simplest: change_most_influential_attributes_by_fixed_amount (only supported strategy),attribution,attribution,0.04639251275710428,0.9333333333333332,1.0,0.2,0.04639251275710428,0.028763881921533188,2,0.475,7,0,0.04639251275710428,0.9333333333333332,1.0,2,0.475,0.0,0.07515639467863747,0.725,1.0,2,,0.01102871278706633,0.08714149900748921,0.5166666666666665,1.0,1,,0.010762800728033916,0.09475507140564049,0.4749999999999999,1.0,2,,0.015865728624462092,0.09995923459732359,0.5990476190476189,1.0,,,0.01253835173028261,0.08738638429314043,0.725,1.0,2,,0.014581958262557844,0.12553230692242218,0.4,1.0,1,,0.019510442669920677,,,,,,
R_114PY2RVwPs2JYn,diabetes,counterfactual,20,copy_changes_from_remembered_example,change_most_influential_attributes_by_fixed_amount,fewest fitted parameters within paired one-SE support set; CV loss breaks complexity ties,1,change_most_influential_attributes_by_fixed_amount / copy_changes_from_remembered_example / change_most_contributing_attributes / change_largest_target_profile_mismatches / change_most_influential_attributes_to_flip,one-SE simplest: copy_changes_from_remembered_example; supported: change_most_influential_attributes_by_fixed_amount / copy_changes_from_remembered_example / change_most_contributing_attributes / change_largest_target_profile_mismatches / change_most_influential_attributes_to_flip,undetermined: shared change memory,exemplar / attribution / prototype,0.07372106852591931,0.7083333333333333,1.0,0.25,0.06795707712407287,0.005763991401846441,2,,8,0,0.06795707712407287,0.7083333333333333,1.0,2,0.27499999999999997,0.0,0.08004799606469627,0.595,0.9375,2,,0.013954630175151484,0.08071842475812553,0.45,1.0,1,,0.013751656293830709,0.07589019001371014,0.5666666666666665,1.0,2,,0.014901478221931126,0.08456556389892358,0.6133333333333333,0.9444444444444444,,,0.01252256345888435,0.09281397666177958,0.5033333333333332,0.9285714285714286,1,,0.01597290770940875,0.1289234249929553,0.21666666666666665,1.0,1,,0.01924481613404689,0.07372106852591931,0.7083333333333333,1.0,2,,0.01370474593208354
R_1mET1MXZqXfaCMF,diabetes,counterfactual,20,change_most_influential_attributes_to_flip,change_most_influential_attributes_to_flip,fewest fitted parameters within paired one-SE support set; CV loss breaks complexity ties,1,change_most_influential_attributes_to_flip,one-SE simplest: change_most_influential_attributes_to_flip (only supported strategy),attribution,attribution,0.07495884407094124,0.375,1.0,0.95,0.07495884407094124,0.00783999390362193,1,,8,0,0.099027502206372,0.4416666666666667,0.8333333333333334,1,0.1,0.007681914201631185,0.11014149348987592,0.3716666666666667,0.9166666666666666,2,,0.011241896562684482,0.07495884407094124,0.375,1.0,1,,0.0,0.08279883797456317,0.41666666666666663,0.9090909090909091,2,,0.005253285122576683,0.11670958470750543,0.4492857142857143,0.8777777777777778,,,0.010209019936546625,0.1265513025600078,0.175,0.75,1,,0.009636474851319998,0.14245504675194373,0.08333333333333333,0.5,1,,0.01129437320169088,0.12125983882544737,0.19166666666666665,0.4,1,,0.012617725391671206
R_34nO1w3TilUFox4,diabetes,counterfactual,20,change_most_influential_attributes_to_flip,change_most_influential_attributes_by_fixed_amount,fewest fitted parameters within paired one-SE support set; CV loss breaks complexity ties,1,change_most_influential_attributes_by_fixed_amount / change_most_influential_attributes_to_flip / change_most_contributing_attributes,one-SE simplest: change_most_influential_attributes_to_flip; supported: change_most_influential_attributes_by_fixed_amount / change_most_influential_attributes_to_flip / change_most_contributing_attributes,attribution,attribution,0.1053956489517645,0.625,0.9333333333333333,0.85,0.10419811072297543,0.001197538228789069,1,,8,0,0.10419811072297543,0.7283333333333333,0.7777777777777778,1,0.7,0.0,0.15920383114914702,0.20833333333333331,1.0,1,,0.020797867882260738,0.1053956489517645,0.625,0.9333333333333333,1,,0.01485255529475019,0.11378616465390516,0.5916666666666666,0.9285714285714286,2,,0.01532163402191374,0.1709790849990805,0.42333333333333334,0.9333333333333333,,,0.021099562561616342,0.16498827433861774,0.20833333333333331,1.0,1,,0.020780083521398696,0.18028454981772393,0.2616666666666666,0.7142857142857143,1,,0.02441321525827397,0.1611217584678634,0.2583333333333333,0.8571428571428571,1,,0.021712273828433007
R_3EQiWxhjeJiatzT,diabetes,counterfactual,20,change_most_influential_attributes_by_fixed_amount,change_most_influential_attributes_by_fixed_amount,fewest fitted parameters within paired one-SE support set; CV loss breaks complexity ties,2,change_most_influential_attributes_by_fixed_amount,one-SE simplest: change_most_influential_attributes_by_fixed_amount (only supported strategy),attribution,attribution,0.14159544513950423,0.6216666666666667,1.0,0.3,0.14159544513950423,0.03236054940994107,2,0.5,8,0,0.14159544513950423,0.6216666666666667,1.0,2,0.5,0.0,0.19816527633699077,0.5235714285714285,1.0,4,,0.020694986752658292,0.1739559945494453,0.45666666666666667,1.0,1,,0.019780387075606427,0.18103754111313122,0.39,1.0,2,,0.018347626332108968,0.19816527633699077,0.5235714285714285,1.0,,,0.020694986752658292,0.18677496863635912,0.5235714285714285,1.0,4,,0.020845074982697515,0.24312824590665372,0.45952380952380956,0.8645833333333333,3,,0.02760810080025384,0.18497417587032908,0.6049999999999999,1.0,2,,0.019769133714948605
