_row,x_1 Glucose SHAP change Δφ,x_2 Blood Pressure SHAP change Δφ,x_3 Insulin SHAP change Δφ,x_4 BMI SHAP change Δφ,x_5 Age SHAP change Δφ,x_1 Glucose target-helpful SHAP change,x_2 Blood Pressure target-helpful SHAP change,x_3 Insulin target-helpful SHAP change,x_4 BMI target-helpful SHAP change,x_5 Age target-helpful SHAP change,x_1_train_change,x_2_train_change,x_3_train_change,x_4_train_change,x_5_train_change
36,,,,,,,,,,,,-0.09999999999999988,-0.09999587560834758,,
37,,,,,,,,,,,,0.09999999999999988,0.09999587560834758,,
38,,,,,,,,,,,,0.15217391304347827,0.09999587560834755,,
39,,,,,,,,,,,0.28056452984186353,,,0.10009834223096367,
40,,,,,,,,,,,-0.212548886243836,,,-0.1510255689800504,
41,,,,,,,,,,,0.13603128719605503,,,0.1756111267209888,
42,,,,,,,,,,,-0.31457235164087727,,,-0.10009834223096367,
43,,,,,,,,,,,0.10202346539704128,,,0.29502669289126116,
44,,,,,,,,,,,-0.09998299608910037,,,-0.11941556617027246,
45,0.0,,,,,0.0,,,,,,,,,
46,,,-0.000967504124791,,,,,-0.000967504124791,,,,,,,
47,,,-0.313924541600908,,,,,-0.313924541600908,,,,,,,
48,,,,0.0,,,,,0.0,,,,,,
49,,0.0,-0.2782045910846678,,,,0.0,-0.2782045910846678,,,,,,,
50,,,0.0,,,,,0.0,,,,,,,
51,,,0.0427622679818423,,,,,0.0427622679818423,,,,,,,
52,,0.0,0.0341689061588555,,,,0.0,0.0341689061588555,,,,,,,
53,,,-0.3296763248993944,,,,,-0.3296763248993944,,,,,,,
54,,,-0.0328278725261304,,,,,-0.0328278725261304,,,,,,,
55,,,0.0,-0.1789791903926837,0.1835632985869716,,,-0.0,0.1789791903926837,-0.1835632985869716,,,,,
56,,,,,-0.4170900837469667,,,,,0.4170900837469667,,,,,
57,,0.0,-0.4657982752578556,,,,-0.0,0.4657982752578556,,,,,,,
58,,,0.0,-0.0333091982156718,,,,-0.0,0.0333091982156718,,,,,,
59,,,-0.0590966204264987,-0.5650888028103085,,,,0.0590966204264987,0.5650888028103085,,,,,,
60,,,-0.1653904716847454,,,,,0.1653904716847454,,,,,,,
61,,0.0814006766870874,0.0,,,,-0.0814006766870874,-0.0,,,,,,,
62,,,0.0180158421946156,,,,,-0.0180158421946156,,,,,,,
63,,,-0.4493826040882287,,,,,0.4493826040882287,,,,,,,
64,,,-0.4415907703791851,0.0,,,,0.4415907703791851,-0.0,,,,,,
65,,,,,,,,,,,,-0.09999999999999988,-0.09999587560834758,,
66,,,,,,,,,,,,0.15217391304347827,0.09999587560834755,,
67,,,,,,,,,,,,0.09999999999999988,0.09999587560834758,,
68,,,,,,,,,,,,-0.09999999999999988,-0.09999587560834758,,
69,,,,,,,,,,,,-0.09999999999999988,-0.09999587560834758,,
70,,,,,,,,,,,,1.3478260869565217,0.14847809948032636,,
71,,,,,,,,,,,0.10202346539704128,,,0.29502669289126116,
72,,,,,,,,,,,-0.31457235164087727,,,-0.10009834223096367,
73,,,,,,,,,,,-0.212548886243836,,,-0.1510255689800504,
74,,,,,,,,,,,0.28056452984186353,,,0.10009834223096367,
75,,,,,,,,,,,0.13603128719605503,,,0.1756111267209888,
76,,,,,,,,,,,-0.09998299608910037,,,-0.11941556617027246,
77,0.6408462780062257,,0.0,0.0803665461834926,,0.6408462780062257,,0.0,0.0803665461834926,,,,,,
78,,,,0.2983656017946526,,,,,0.2983656017946526,,,,,,
79,,,0.4754199109806991,0.3505066801652213,,,,0.4754199109806991,0.3505066801652213,,,,,,
80,,,0.0,0.3891892314841326,,,,0.0,0.3891892314841326,,,,,,
81,0.5230603896872997,,0.2486603080462167,0.0,,0.5230603896872997,,0.2486603080462167,0.0,,,,,,
82,0.1682297016779247,,0.1112583761433168,0.318820019889739,,0.1682297016779247,,0.1112583761433168,0.318820019889739,,,,,,
83,0.1577861986481041,,0.1217020382450149,,,0.1577861986481041,,0.1217020382450149,,,,,,,
84,0.6141639068109306,0.0,,0.3540651665207408,,0.6141639068109306,0.0,,0.3540651665207408,,,,,,
85,0.6395893260548218,,0.0991852983191491,,,0.6395893260548218,,0.0991852983191491,,,,,,,
86,,0.0,,0.3110880698373875,,,0.0,,0.3110880698373875,,,,,,
87,,0.0,,-0.4937902015265915,,,-0.0,,0.4937902015265915,,,,,,
88,-0.2427098480038931,0.0,-0.0367782668813332,-0.0035607246067003,,0.2427098480038931,-0.0,0.0367782668813332,0.0035607246067003,,,,,,
89,-0.0234001782645526,0.0,0.0,,,0.0234001782645526,-0.0,-0.0,,,,,,,
90,0.0,,,,,-0.0,,,,,,,,,
91,,0.0,,,,,-0.0,,,,,,,,
92,,,,0.0539105147371058,,,,,-0.0539105147371058,,,,,,
93,0.0,,,0.0594081128390951,,-0.0,,,-0.0594081128390951,,,,,,
94,,,,-0.3087897826152176,,,,,0.3087897826152176,,,,,,
95,,0.0,,,,,-0.0,,,,,,,,
96,,,-0.1866435926194945,-0.2833902588064038,,,,0.1866435926194945,0.2833902588064038,,,,,,
97,,,,,,,,,,,,1.3478260869565217,0.14847809948032636,,
98,,,,,,,,,,,,-0.09999999999999988,-0.09999587560834758,,
99,,,,,,,,,,,,0.09999999999999988,0.09999587560834758,,
100,,,,,,,,,,,,0.15217391304347827,0.09999587560834755,,
101,,,,,,,,,,,,-0.09999999999999988,-0.09999587560834758,,
102,,,,,,,,,,,,-0.09999999999999988,-0.09999587560834758,,
103,,,,,,,,,,,-0.09998299608910037,,,-0.11941556617027246,
104,,,,,,,,,,,0.10202346539704128,,,0.29502669289126116,
105,,,,,,,,,,,-0.212548886243836,,,-0.1510255689800504,
106,,,,,,,,,,,-0.31457235164087727,,,-0.10009834223096367,
107,,,,,,,,,,,0.13603128719605503,,,0.1756111267209888,
108,,,,,,,,,,,0.28056452984186353,,,0.10009834223096367,
109,,0.0,,,,,0.0,,,,,,,,
110,0.4592863874807914,,,,,0.4592863874807914,,,,,,,,,
111,,0.1900112994836378,,,,,0.1900112994836378,,,,,,,,
112,,0.0,,,,,0.0,,,,,,,,
113,,0.0,,,,,0.0,,,,,,,,
114,,0.4333476256131829,,,,,0.4333476256131829,,,,,,,,
115,,0.0,,,,,0.0,,,,,,,,
116,,0.1141796111228657,,,,,0.1141796111228657,,,,,,,,
117,,0.1302535126290828,,,,,0.1302535126290828,,,,,,,,
118,,0.0,,,,,0.0,,,,,,,,
119,,0.0,,,,,-0.0,,,,,,,,
120,,0.0,,,,,-0.0,,,,,,,,
121,,0.0,,,,,-0.0,,,,,,,,
122,,,0.0,,,,,-0.0,,,,,,,
123,,,0.0,,,,,-0.0,,,,,,,
124,,0.0,,,,,-0.0,,,,,,,,
125,,,-0.3452876202024404,,,,,0.3452876202024404,,,,,,,
126,,-0.1594916882353704,,,,,0.1594916882353704,,,,,,,,
127,,,0.0,,,,,-0.0,,,,,,,
128,,0.0,,,,,-0.0,,,,,,,,
129,,,,,,,,,,,-0.212548886243836,,,-0.1510255689800504,
130,,,,,,,,,,,0.13603128719605503,,,0.1756111267209888,
131,,,,,,,,,,,0.28056452984186353,,,0.10009834223096367,
132,,,,,,,,,,,-0.09998299608910037,,,-0.11941556617027246,
133,,,,,,,,,,,0.10202346539704128,,,0.29502669289126116,
134,,,,,,,,,,,-0.31457235164087727,,,-0.10009834223096367,
135,,,,,,,,,,,,-0.09999999999999988,-0.09999587560834758,,
136,,,,,,,,,,,,1.3478260869565217,0.14847809948032636,,
137,,,,,,,,,,,,0.09999999999999988,0.09999587560834758,,
138,,,,,,,,,,,,-0.09999999999999988,-0.09999587560834758,,
139,,,,,,,,,,,,0.15217391304347827,0.09999587560834755,,
140,,,,,,,,,,,,-0.09999999999999988,-0.09999587560834758,,
141,,0.0,,0.3505066801652213,-0.3658195425209338,,0.0,,0.3505066801652213,-0.3658195425209338,,,,,
142,,0.1874196186052923,,0.3110880698373875,,,0.1874196186052923,,0.3110880698373875,,,,,,
143,0.4417255366023147,0.3737105693989557,,,,0.4417255366023147,0.3737105693989557,,,,,,,,
144,0.4718504221720608,0.0828265295173535,0.4431087402065526,,,0.4718504221720608,0.0828265295173535,0.4431087402065526,,,,,,,
145,0.0,0.0,,0.426851939272077,0.3863464515813932,0.0,0.0,,0.426851939272077,0.3863464515813932,,,,,
146,0.4592863874807914,0.0,,,0.2595645067806992,0.4592863874807914,0.0,,,0.2595645067806992,,,,,
147,0.4333683941514627,0.0936163471514506,,,,0.4333683941514627,0.0936163471514506,,,,,,,,
148,0.0,0.1217087184796183,,0.318820019889739,0.3920837614602885,0.0,0.1217087184796183,,0.318820019889739,0.3920837614602885,,,,,
149,,0.1459470276752188,,,0.2479179037609875,,0.1459470276752188,,,0.2479179037609875,,,,,
150,,0.0,,0.0,0.0853410855268594,,0.0,,0.0,0.0853410855268594,,,,,
151,-0.5343556239093551,0.0,,,,0.5343556239093551,-0.0,,,,,,,,
152,-0.2427098480038931,,,,,0.2427098480038931,,,,,,,,,
153,,0.0,-0.0156112743248792,,,,-0.0,0.0156112743248792,,,,,,,
154,-0.1329353578041741,,0.0626396665499296,,,0.1329353578041741,,-0.0626396665499296,,,,,,,
155,,-0.1594916882353704,-0.0912833483742839,,,,0.1594916882353704,0.0912833483742839,,,,,,,
156,-0.3946740752714898,0.0,-0.1866435926194945,,0.0,0.3946740752714898,-0.0,0.1866435926194945,,-0.0,,,,,
157,,,0.0233011982936328,,,,,-0.0233011982936328,,,,,,,
158,-0.1005090465004953,,0.0,,,0.1005090465004953,,-0.0,,,,,,,
159,-0.0319294809523592,,0.0310146222669285,,,0.0319294809523592,,-0.0310146222669285,,,,,,,
160,-0.1172723354309301,,0.0,,,0.1172723354309301,,-0.0,,,,,,,
161,,,,,,,,,,,,-0.09999999999999988,-0.09999587560834758,,
162,,,,,,,,,,,,-0.09999999999999988,-0.09999587560834758,,
163,,,,,,,,,,,,0.15217391304347827,0.09999587560834755,,
164,,,,,,,,,,,,1.3478260869565217,0.14847809948032636,,
165,,,,,,,,,,,,0.09999999999999988,0.09999587560834758,,
166,,,,,,,,,,,,-0.09999999999999988,-0.09999587560834758,,
167,,,,,,,,,,,-0.31457235164087727,,,-0.10009834223096367,
168,,,,,,,,,,,-0.09998299608910037,,,-0.11941556617027246,
169,,,,,,,,,,,0.10202346539704128,,,0.29502669289126116,
170,,,,,,,,,,,0.13603128719605503,,,0.1756111267209888,
171,,,,,,,,,,,0.28056452984186353,,,0.10009834223096367,
172,,,,,,,,,,,-0.212548886243836,,,-0.1510255689800504,
173,,,,0.0,,,,,0.0,,,,,,
174,0.4718504221720608,,,0.1880506880858274,,0.4718504221720608,,,0.1880506880858274,,,,,,
175,0.4592863874807914,,0.0,0.2714396743720172,,0.4592863874807914,,0.0,0.2714396743720172,,,,,,
176,,,,0.0467570021055747,,,,,0.0467570021055747,,,,,,
177,,,0.1483225495238812,,,,,0.1483225495238812,,,,,,,
178,,0.0,,0.5337925677737763,,,0.0,,0.5337925677737763,,,,,,
179,,,0.4805012434010161,0.3505066801652213,,,,0.4805012434010161,0.3505066801652213,,,,,,
180,0.4417255366023147,0.3741705863411343,,0.0,,0.4417255366023147,0.3741705863411343,,0.0,,,,,,
181,,0.0,0.1511898968628572,0.4467535160910608,,,0.0,0.1511898968628572,0.4467535160910608,,,,,,
182,0.4760117420151075,,0.0,0.2951690619343339,,0.4760117420151075,,0.0,0.2951690619343339,,,,,,
183,-0.603533935081725,,0.0,-0.1415858177021446,,0.603533935081725,,-0.0,0.1415858177021446,,,,,,
184,-0.5861429817671944,,-0.266312765563445,,,0.5861429817671944,,0.266312765563445,,,,,,,
185,-0.6003537203894711,,,-0.1789791903926837,,0.6003537203894711,,,0.1789791903926837,,,,,,
186,,0.0,-0.0130502591633884,,,,-0.0,0.0130502591633884,,,,,,,
187,-0.2484627529799143,,,-0.3795853637602395,,0.2484627529799143,,,0.3795853637602395,,,,,,
188,-0.6271124213279711,,,,,0.6271124213279711,,,,,,,,,
189,,,-0.5278864825495263,,,,,0.5278864825495263,,,,,,,
190,,,-0.0367782668813332,,,,,0.0367782668813332,,,,,,,
191,-0.6682439504400168,,,,,0.6682439504400168,,,,,,,,,
192,0.0,,,,,-0.0,,,,,,,,,
193,,,,,,,,,,,,1.3478260869565217,0.14847809948032636,,
194,,,,,,,,,,,,0.09999999999999988,0.09999587560834758,,
195,,,,,,,,,,,,-0.09999999999999988,-0.09999587560834758,,
196,,,,,,,,,,,,-0.09999999999999988,-0.09999587560834758,,
197,,,,,,,,,,,,-0.09999999999999988,-0.09999587560834758,,
198,,,,,,,,,,,,0.15217391304347827,0.09999587560834755,,
199,,,,,,,,,,,0.13603128719605503,,,0.1756111267209888,
200,,,,,,,,,,,0.28056452984186353,,,0.10009834223096367,
201,,,,,,,,,,,-0.09998299608910037,,,-0.11941556617027246,
202,,,,,,,,,,,-0.31457235164087727,,,-0.10009834223096367,
203,,,,,,,,,,,-0.212548886243836,,,-0.1510255689800504,
204,,,,,,,,,,,0.10202346539704128,,,0.29502669289126116,
205,,0.0,0.5188030028613229,0.0,,,0.0,0.5188030028613229,0.0,,,,,,
206,0.4417255366023147,0.4247246390257411,,,,0.4417255366023147,0.4247246390257411,,,,,,,,
207,,0.1500341323806431,,,,,0.1500341323806431,,,,,,,,
208,0.4718504221720608,0.0,,,,0.4718504221720608,0.0,,,,,,,,
209,0.5438689679907964,0.0,,,,0.5438689679907964,0.0,,,,,,,,
210,0.2467794428386032,0.0,,,,0.2467794428386032,0.0,,,,,,,,
211,0.0828358366621559,0.0,,,,0.0828358366621559,0.0,,,,,,,,
212,0.1584714475360263,0.0,,,,0.1584714475360263,0.0,,,,,,,,
213,0.1691492840009326,0.0,,,,0.1691492840009326,0.0,,,,,,,,
214,0.6209385517746886,0.0,,,,0.6209385517746886,0.0,,,,,,,,
215,0.0287726941175751,0.0,,,,-0.0287726941175751,-0.0,,,,,,,,
216,-0.1329353578041741,0.0,,,,0.1329353578041741,-0.0,,,,,,,,
217,0.0,0.1760668041869863,,,,-0.0,-0.1760668041869863,,,,,,,,
218,,0.0,,,,,-0.0,,,,,,,,
219,,0.0,,,,,-0.0,,,,,,,,
220,0.154137930658537,0.0,,,,-0.154137930658537,-0.0,,,,,,,,
221,,0.0,,,,,-0.0,,,,,,,,
222,,0.0,,,,,-0.0,,,,,,,,
223,,0.0,,0.0,,,-0.0,,-0.0,,,,,,
224,0.1603044582604893,,,,,-0.1603044582604893,,,,,,,,,
225,,,,,,,,,,,,1.3478260869565217,0.14847809948032636,,
226,,,,,,,,,,,,-0.09999999999999988,-0.09999587560834758,,
227,,,,,,,,,,,,-0.09999999999999988,-0.09999587560834758,,
228,,,,,,,,,,,,0.15217391304347827,0.09999587560834755,,
229,,,,,,,,,,,,0.09999999999999988,0.09999587560834758,,
230,,,,,,,,,,,,-0.09999999999999988,-0.09999587560834758,,
231,,,,,,,,,,,0.10202346539704128,,,0.29502669289126116,
232,,,,,,,,,,,-0.31457235164087727,,,-0.10009834223096367,
233,,,,,,,,,,,0.28056452984186353,,,0.10009834223096367,
234,,,,,,,,,,,0.13603128719605503,,,0.1756111267209888,
235,,,,,,,,,,,-0.09998299608910037,,,-0.11941556617027246,
236,,,,,,,,,,,-0.212548886243836,,,-0.1510255689800504,
237,,,0.0,,,,,0.0,,,,,,,
238,,,,0.0,,,,,0.0,,,,,,
239,,,,,0.0,,,,,0.0,,,,,
240,,,,0.4906365305280066,,,,,0.4906365305280066,,,,,,
241,,,0.1892855814674844,,,,,0.1892855814674844,,,,,,,
242,,,,0.0,,,,,0.0,,,,,,
243,,,,0.3030032270570541,,,,,0.3030032270570541,,,,,,
244,,,0.4927472345008911,,,,,0.4927472345008911,,,,,,,
245,,0.0,,,,,0.0,,,,,,,,
246,,0.1523694166018362,,,,,0.1523694166018362,,,,,,,,
247,-0.2427098480038931,,0.0577679948993639,,,0.2427098480038931,,-0.0577679948993639,,,,,,,
248,-0.0428743184676101,,,,,0.0428743184676101,,,,,,,,,
249,,,0.0,,,,,-0.0,,,,,,,
250,,,,,0.0,,,,,-0.0,,,,,
251,,,,0.0,,,,,-0.0,,,,,,
252,,,0.0,,,,,-0.0,,,,,,,
253,,,,,-0.0710785404602844,,,,,0.0710785404602844,,,,,
254,,,0.0,,,,,-0.0,,,,,,,
255,,0.0,,,,,-0.0,,,,,,,,
256,,,,0.0,,,,,-0.0,,,,,,
257,,,,,,,,,,,,0.15217391304347827,0.09999587560834755,,
258,,,,,,,,,,,,1.3478260869565217,0.14847809948032636,,
259,,,,,,,,,,,,-0.09999999999999988,-0.09999587560834758,,
260,,,,,,,,,,,,0.09999999999999988,0.09999587560834758,,
261,,,,,,,,,,,,-0.09999999999999988,-0.09999587560834758,,
262,,,,,,,,,,,,-0.09999999999999988,-0.09999587560834758,,
263,,,,,,,,,,,-0.212548886243836,,,-0.1510255689800504,
264,,,,,,,,,,,0.28056452984186353,,,0.10009834223096367,
265,,,,,,,,,,,0.10202346539704128,,,0.29502669289126116,
266,,,,,,,,,,,-0.31457235164087727,,,-0.10009834223096367,
267,,,,,,,,,,,0.13603128719605503,,,0.1756111267209888,
268,,,,,,,,,,,-0.09998299608910037,,,-0.11941556617027246,
269,,0.1228998187371654,,,0.3920837614602885,,0.1228998187371654,,,0.3920837614602885,,,,,
270,,0.1207307757374189,,,0.4159644965292521,,0.1207307757374189,,,0.4159644965292521,,,,,
271,0.4417255366023147,0.3977678673345781,,,,0.4417255366023147,0.3977678673345781,,,,,,,,
272,,0.0,,0.0,,,0.0,,0.0,,,,,,
273,0.1408994056876433,0.1385875069063521,,,,0.1408994056876433,0.1385875069063521,,,,,,,,
274,0.1476277901812048,0.0,,,,0.1476277901812048,0.0,,,,,,,,
275,,0.0,,,0.0,,0.0,,,0.0,,,,,
276,0.4718504221720608,0.0,,,,0.4718504221720608,0.0,,,,,,,,
277,0.5371492255351251,0.0,,,,0.5371492255351251,0.0,,,,,,,,
278,0.6166474690442753,0.0,,,,0.6166474690442753,0.0,,,,,,,,
279,-0.2427098480038931,,-0.0367782668813332,,,0.2427098480038931,,0.0367782668813332,,,,,,,
280,-0.254189751214046,,0.0,,,0.254189751214046,,-0.0,,,,,,,
281,,,-0.4465115090646845,,-0.3203033963460587,,,0.4465115090646845,,0.3203033963460587,,,,,
282,,-0.1594916882353704,-0.0912833483742839,,,,0.1594916882353704,0.0912833483742839,,,,,,,
283,-0.1329353578041741,,0.1080701065390124,,,0.1329353578041741,,-0.1080701065390124,,,,,,,
284,-0.1005090465004953,,0.0,,,0.1005090465004953,,-0.0,,,,,,,
285,,,0.0106410776625359,,,,,-0.0106410776625359,,,,,,,
286,-0.0428743184676101,,-0.5733131545944155,,,0.0428743184676101,,0.5733131545944155,,,,,,,
287,-0.1851035135594714,,-0.0943846493990486,,,0.1851035135594714,,0.0943846493990486,,,,,,,
288,-0.584776176282033,,0.0,,,0.584776176282033,,-0.0,,,,,,,
289,,,,,,,,,,,,-0.09999999999999988,-0.09999587560834758,,
290,,,,,,,,,,,,0.15217391304347827,0.09999587560834755,,
291,,,,,,,,,,,,0.09999999999999988,0.09999587560834758,,
292,,,,,,,,,,,,1.3478260869565217,0.14847809948032636,,
293,,,,,,,,,,,,-0.09999999999999988,-0.09999587560834758,,
294,,,,,,,,,,,,-0.09999999999999988,-0.09999587560834758,,
295,,,,,,,,,,,-0.31457235164087727,,,-0.10009834223096367,
296,,,,,,,,,,,0.10202346539704128,,,0.29502669289126116,
297,,,,,,,,,,,0.28056452984186353,,,0.10009834223096367,
298,,,,,,,,,,,0.13603128719605503,,,0.1756111267209888,
299,,,,,,,,,,,-0.212548886243836,,,-0.1510255689800504,
300,,,,,,,,,,,-0.09998299608910037,,,-0.11941556617027246,
301,0.4718504221720608,,,,,0.4718504221720608,,,,,,,,,
302,0.0,,,,,0.0,,,,,,,,,
303,,0.1426143975718521,,0.4842672799513776,,,0.1426143975718521,,0.4842672799513776,,,,,,
304,0.4333683941514627,0.0,-0.2986144767915458,0.2555027034974014,,0.4333683941514627,0.0,-0.2986144767915458,0.2555027034974014,,,,,,
305,0.0,,0.0,,,0.0,,0.0,,,,,,,
306,0.0,0.0,,,,0.0,0.0,,,,,,,,
307,0.4417255366023147,,,,,0.4417255366023147,,,,,,,,,
308,,0.1312819494764375,,,,,0.1312819494764375,,,,,,,,
309,,0.0852763930955709,,,,,0.0852763930955709,,,,,,,,
310,0.5987639067673666,,,,,0.5987639067673666,,,,,,,,,
311,-0.1172723354309301,-0.2295395665269871,0.0,-0.1622159014581717,,0.1172723354309301,0.2295395665269871,-0.0,0.1622159014581717,,,,,,
312,0.0,0.0,0.0188451667718229,,,-0.0,-0.0,-0.0188451667718229,,,,,,,
313,-0.5168652239437695,,-0.0367782668813332,,,0.5168652239437695,,0.0367782668813332,,,,,,,
314,0.0,-0.1594916882353704,-0.4342881424829892,-0.3761290452389493,,-0.0,0.1594916882353704,0.4342881424829892,0.3761290452389493,,,,,,
315,,0.0,-0.3360367147393048,,,,-0.0,0.3360367147393048,,,,,,,
316,,,-0.2688762772525697,-0.1415858177021446,,,,0.2688762772525697,0.1415858177021446,,,,,,
317,0.0,0.0,-0.3258581425741402,,,-0.0,-0.0,0.3258581425741402,,,,,,,
318,,0.0,0.0,-0.0220850952105423,,,-0.0,-0.0,0.0220850952105423,,,,,,
319,-0.1851035135594714,0.0,-0.0943846493990486,,,0.1851035135594714,-0.0,0.0943846493990486,,,,,,,
320,-0.1319502979956108,-0.1136057416829311,0.0,0.0,,0.1319502979956108,0.1136057416829311,-0.0,-0.0,,,,,,
321,,,,,,,,,,,-0.212548886243836,,,-0.1510255689800504,
322,,,,,,,,,,,-0.31457235164087727,,,-0.10009834223096367,
323,,,,,,,,,,,0.28056452984186353,,,0.10009834223096367,
324,,,,,,,,,,,0.13603128719605503,,,0.1756111267209888,
325,,,,,,,,,,,0.10202346539704128,,,0.29502669289126116,
326,,,,,,,,,,,-0.09998299608910037,,,-0.11941556617027246,
327,,,,,,,,,,,,-0.09999999999999988,-0.09999587560834758,,
328,,,,,,,,,,,,0.15217391304347827,0.09999587560834755,,
329,,,,,,,,,,,,-0.09999999999999988,-0.09999587560834758,,
330,,,,,,,,,,,,1.3478260869565217,0.14847809948032636,,
331,,,,,,,,,,,,0.09999999999999988,0.09999587560834758,,
332,,,,,,,,,,,,-0.09999999999999988,-0.09999587560834758,,
333,,0.0,,0.0687704204422418,,,0.0,,0.0687704204422418,,,,,,
334,,0.1625610105285221,0.3762863640697854,0.0,,,0.1625610105285221,0.3762863640697854,0.0,,,,,,
335,,0.142487054594633,,0.3505066801652213,,,0.142487054594633,,0.3505066801652213,,,,,,
336,0.5802096863329831,,0.0,,,0.5802096863329831,,0.0,,,,,,,
337,,0.0,0.0,0.3981957877713828,,,0.0,0.0,0.3981957877713828,,,,,,
338,,0.0,-0.0239244726254712,0.3110880698373875,,,0.0,-0.0239244726254712,0.3110880698373875,,,,,,
339,0.1389969055171937,0.0,,0.3184607645298956,,0.1389969055171937,0.0,,0.3184607645298956,,,,,,
340,0.1354212052570086,0.0,,0.318820019889739,,0.1354212052570086,0.0,,0.318820019889739,,,,,,
341,0.5835927749851005,0.3964315707668304,0.0,0.0,,0.5835927749851005,0.3964315707668304,0.0,0.0,,,,,,
342,0.4718504221720608,,0.2486603080462167,-0.2157044478255195,,0.4718504221720608,,0.2486603080462167,-0.2157044478255195,,,,,,
343,-0.0821946424863284,,0.0,-0.1622159014581717,,0.0821946424863284,,-0.0,0.1622159014581717,,,,,,
344,,-0.1594916882353704,-0.0912833483742839,,,,0.1594916882353704,0.0912833483742839,,,,,,,
345,-0.1075434112214189,,-0.0367782668813332,,,0.1075434112214189,,0.0367782668813332,,,,,,,
346,-0.1005090465004953,,0.0147904591039796,-0.1789791903926837,,0.1005090465004953,,-0.0147904591039796,0.1789791903926837,,,,,,
347,-0.4006177834269491,0.0,-0.1866435926194945,,,0.4006177834269491,-0.0,0.1866435926194945,,,,,,,
348,-0.1851035135594714,,-0.2821225626502975,,,0.1851035135594714,,0.2821225626502975,,,,,,,
349,,-0.0213620984959665,,,,,0.0213620984959665,,,,,,,,
350,-0.4893392821914247,,0.0,,,0.4893392821914247,,-0.0,,,,,,,
351,,,0.0,,,,,-0.0,,,,,,,
352,,0.0,-0.0590966204264987,-0.5028078380885703,,,-0.0,0.0590966204264987,0.5028078380885703,,,,,,
353,,,,,,,,,,,-0.212548886243836,,,-0.1510255689800504,
354,,,,,,,,,,,0.28056452984186353,,,0.10009834223096367,
