participant,domain,xai,phase,original label,target label,case,instance id,response time (seconds),attribute values before and after,explanation,sparsity,proximity,counterfactual label,successful counterfactual (0/1),distance to closest minimal counterfactual,confidence for target label original,confidence for target label counterfactual,delta confidence of target label,training response,training correct (0/1),move towards target (0/1),x_1_change,x_2_change,x_3_change,x_4_change,x_5_change,x_1_changed,x_2_changed,x_3_changed,x_4_changed,x_5_changed,delta confidence/change amount,close to boundary old,distance to boundary,confidence of counterfactual - 50%,reasoning strategy,participant training accuracy,CRT-2 score (0-4),successful counterfactual (continuous),log(time),actionability (0/1),plausibility,boundary distance original,boundary distance new,boundary distance change (new - original),best forward mental model,forward mental model fit conclusion,CRT binarized,attribute selection method,attribute selection ranking score,change amount method,change amount normalized MAE,best-supported attribute selection method,strategy: xai,plausibility (subset)
R_1LqFEhCUBdcfUxb,diabetes,attribution,training,Diabetes,,11,130106,6.643,"""Glucose"" - 129(0.46369665023)
""Blood Pressure"" - 64(0.347826086957)
""Insulin"" - 115(0.162913470263)
""BMI"" - 26.4(0.210733352065)
""Age"" - 28(0.189189189189)","""Blood Pressure"" - -53% toward Diabetes
""Age"" - -47% toward Diabetes",,,,,,,,,No Diabetes,0,,,,,,,,,,,,,,,,,0.333333333333,3,,,,,,,,,,1,,,,,,,
R_1LqFEhCUBdcfUxb,diabetes,attribution,training,No Diabetes,,12,130111,6.779,"""Glucose"" - 146(0.608229892875)
""Blood Pressure"" - 76(0.608695652174)
""Insulin"" - 194(0.325826940526)
""BMI"" - 38.2(0.625175611127)
""Age"" - 29(0.216216216216)","""Blood Pressure"" - +64% toward No Diabetes
""Age"" - +36% toward No Diabetes",,,,,,,,,Diabetes,0,,,,,,,,,,,,,,,,,0.333333333333,3,,,,,,,,,,1,,,,,,,
R_1LqFEhCUBdcfUxb,diabetes,attribution,testing,Diabetes,No Diabetes,1,130203,261.162,"""Glucose"" - 128(0.45519469478) -> 116(0.353171229383)
""Blood Pressure"" - 88(0.869565217391) -> 61(0.282608695652)
""Insulin"" - 110(0.152602491133)
""BMI"" - 36.5(0.565467828042)
""Age"" - 37(0.432432432432)",,0.6,0.688979987136,No Diabetes,1,0.672528753294,0.10151951701,0.999970929535,0.898451412525,,,1,-0.102023465397,-0.586956521739,0,0,0,1,1,0,0,0,1.30403121905,1,near boundary,0.499970929535,,0.333333333333,3,1,,1,0.916577045029,0.0394188750415,0.186181446997,0.146762571956,,,1,,,,,,,0.890214643945
R_1LqFEhCUBdcfUxb,diabetes,attribution,testing,Diabetes,No Diabetes,2,130208,25.336,"""Glucose"" - 119(0.378677095732) -> 103(0.242645808536)
""Blood Pressure"" - 50(0.0434782608696)
""Insulin"" - 176(0.288707415656)
""BMI"" - 27.1(0.235318909806)
""Age"" - 33(0.324324324324)",,0.8,0.136031287196,Diabetes,0,0.331095917043,5.14842648366e-05,3.08096009436e-05,-2.0674663893e-05,,,0,-0.136031287196,0,0,0,0,1,0,0,0,0,-0.000151984622943,0,far from boundary,0.499969190399,,0.333333333333,3,0,,1,0.972793742561,0.123472772406,0.161338342984,0.037865570578,,,1,,,,,,,0.83781733879
R_1LqFEhCUBdcfUxb,diabetes,attribution,testing,Diabetes,No Diabetes,3,130202,25.671,"""Glucose"" - 165(0.769767046421) -> 132(0.489202516579)
""Blood Pressure"" - 68(0.434782608696)
""Insulin"" - 168(0.272209849047)
""BMI"" - 33.6(0.463613374543)
""Age"" - 49(0.756756756757) -> 42(0.567567567568)",,0.6,0.469753719031,Diabetes,0,0.537553009148,0.00169891992297,0.354295653545,0.352596733622,,,1,-0.280564529842,0,0,0,-0.189189189189,1,0,0,0,1,0.75059913171,0,far from boundary,0.145704346455,,0.333333333333,3,0,,0,0.934575816362,0.0809912446199,0.01708842686,-0.0639028177599,,,1,,,,,,,0.930590348737
R_1LqFEhCUBdcfUxb,diabetes,attribution,testing,Diabetes,No Diabetes,4,130205,30.48,"""Glucose"" - 108(0.285155585785)
""Blood Pressure"" - 44(0)
""Insulin"" - 130(0.193846407655) -> 60(0.0494926998268)
""BMI"" - 24(0.126440011239)
""Age"" - 35(0.378378378378)",,0.8,0.144353707828,No Diabetes,1,0.280076387029,0.000410874889345,0.940323505228,0.939912630339,,,1,0,0,-0.144353707828,0,0,0,0,1,0,0,6.51117761006,0,far from boundary,0.440323505228,,0.333333333333,3,1,,1,0.919449532569,0.0682490341438,0.0761046780166,0.00785564387273,,,1,,,,,,,0.81734590963
R_1LqFEhCUBdcfUxb,diabetes,attribution,testing,Diabetes,No Diabetes,5,130201,26.582,"""Glucose"" - 158(0.710253358272) -> 92(0.149124298589)
""Blood Pressure"" - 64(0.347826086957)
""Insulin"" - 387(0.723830734967)
""BMI"" - 31.2(0.379320033717)
""Age"" - 24(0.0810810810811)",,0.8,0.561129059684,No Diabetes,1,0.469669745563,0.0206474394228,0.999999765329,0.979352325907,,,1,-0.561129059684,0,0,0,0,1,0,0,0,0,1.74532455414,1,near boundary,0.499999765329,,0.333333333333,3,1,,1,0.866887184661,0.092746834945,0.143769775285,0.0510229403403,,,1,,,,,,,0.833320075499
R_1LqFEhCUBdcfUxb,diabetes,attribution,testing,Diabetes,No Diabetes,6,130207,47.099,"""Glucose"" - 173(0.837782690019) -> 107(0.276653630335)
""Blood Pressure"" - 70(0.478260869565)
""Insulin"" - 168(0.272209849047)
""BMI"" - 29.7(0.326636695701)
""Age"" - 33(0.324324324324)",,0.8,0.561129059684,Diabetes,0,0.627372498265,0.0202974786765,0.412602903296,0.392305424619,,,1,-0.561129059684,0,0,0,0,1,0,0,0,0,0.699135818843,1,near boundary,0.087397096704,,0.333333333333,3,0,,1,0.940978171832,0.0607615415915,0.00594724286576,-0.0548142987257,,,1,,,,,,,0.924785734442
R_1LqFEhCUBdcfUxb,diabetes,attribution,testing,Diabetes,No Diabetes,7,140206,18.122,"""Glucose"" - 170(0.812276823669) -> 114(0.336167318483)
""Blood Pressure"" - 64(0.347826086957)
""Insulin"" - 225(0.389755011136)
""BMI"" - 34.5(0.495223377353) -> 30.93464(0.37)
""Age"" - 30(0.243243243243)",,0.6,0.601332882539,Diabetes,0,0.74130902657,8.15324239452e-05,0.354441580277,0.354360047853,,,1,-0.476109505186,0,0,-0.125223377353,0,1,0,0,1,0,0.589290986977,0,far from boundary,0.145558419723,,0.333333333333,3,0,,1,0.943550438088,0.151515244916,0.0109908187236,-0.140524426193,,,1,,,,,,,0.903247385068
R_1LqFEhCUBdcfUxb,diabetes,attribution,testing,Diabetes,No Diabetes,8,130204,20.013,"""Glucose"" - 133(0.497704472029)
""Blood Pressure"" - 102(1) -> 70(0.478260869565)
""Insulin"" - 140(0.214468365916)
""BMI"" - 32.8(0.435515594268)
""Age"" - 45(0.648648648649)",,0.8,0.521739130435,Diabetes,0,0.792009400705,0.00196931166883,0.137511622819,0.135542311151,,,1,0,-0.521739130435,0,0,0,0,1,0,0,0,0.259789429706,0,far from boundary,0.362488377181,,0.333333333333,3,0,,1,0.951577630538,0.0312851432037,0.0567425217366,0.0254573785329,,,1,,,,,,,0.941509727167
R_1LqFEhCUBdcfUxb,diabetes,attribution,testing,Diabetes,No Diabetes,9,130209,18.324,"""Glucose"" - 128(0.45519469478)
""Blood Pressure"" - 98(1) -> 63(0.326086956522)
""Insulin"" - 58(0.0453683081745)
""BMI"" - 32(0.407417813993)
""Age"" - 33(0.324324324324)",,0.8,0.673913043478,No Diabetes,1,0.482961222092,0.00126323358936,0.991160069754,0.989896836164,,,1,0,-0.673913043478,0,0,0,0,1,0,0,0,1.46887917624,0,far from boundary,0.491160069754,,0.333333333333,3,1,,1,0.928134172508,0.100829307448,0.18262550451,0.0817961970617,,,1,,,,,,,0.904078830993
R_1LqFEhCUBdcfUxb,diabetes,attribution,testing,Diabetes,No Diabetes,10,140200,31.055,"""Glucose"" - 174(0.846284645468) -> 94(0.166128209488)
""Blood Pressure"" - 58(0.217391304348)
""Insulin"" - 194(0.325826940526)
""BMI"" - 32.9(0.439027816802)
""Age"" - 36(0.405405405405)",,0.8,0.68015643598,Diabetes,0,0.754648657866,0.016394998512,0.1396491216,0.123254123088,,,1,-0.68015643598,0,0,0,0,1,0,0,0,0,0.18121437447,0,far from boundary,0.3603508784,,0.333333333333,3,0,,1,0.91543573344,0.0666371595488,0.0203894350129,-0.0462477245359,,,1,,,,,,,0.837311351797
R_1LqFEhCUBdcfUxb,diabetes,attribution,testing,No Diabetes,Diabetes,11,130306,41.249,"""Glucose"" - 102(0.234143853086) -> 84(0.0811086549906)
""Blood Pressure"" - 64(0.347826086957)
""Insulin"" - 78(0.0866122246969) -> 70(0.0701146580879)
""BMI"" - 40.6(0.709468951953)
""Age"" - 21(0)",,0.6,0.169532764704,No Diabetes,0,0.25173060694,0.000893085040188,5.47924519577e-05,-0.00083829258823,,,0,-0.153035198096,0,-0.0164975666089,0,0,1,0,1,0,0,-0.00494472316129,0,far from boundary,0.499945207548,,0.333333333333,3,0,,1,0.966093447059,0.109168127264,0.223170830555,0.114002703291,,,1,,,,,,,0.855068026045
R_1LqFEhCUBdcfUxb,diabetes,attribution,testing,No Diabetes,Diabetes,12,140307,17.353,"""Glucose"" - 90(0.132120387689)
""Blood Pressure"" - 88(0.869565217391) -> 60(0.260869565217)
""Insulin"" - 54(0.0371195248701)
""BMI"" - 37.7(0.607614498455) -> 31.7888(0.4)
""Age"" - 29(0.216216216216)",,0.6,0.816310150629,No Diabetes,0,0.949266553417,0.00500141667395,0.00509114279602,8.97261220694e-05,,,1,0,-0.608695652174,0,-0.207614498455,0,0,1,0,1,0,0.000109916705066,0,far from boundary,0.494908857204,,0.333333333333,3,0,,1,0.957356000258,0.1316701163,0.119309456309,-0.012360659991,,,1,,,,,,,0.872537227411
R_1LqFEhCUBdcfUxb,diabetes,attribution,testing,No Diabetes,Diabetes,13,130303,12.676,"""Glucose"" - 129(0.46369665023) -> 105(0.259649719435)
""Blood Pressure"" - 74(0.565217391304) -> 59(0.239130434783)
""Insulin"" - 205(0.348511094614)
""BMI"" - 33.2(0.449564484406)
""Age"" - 25(0.108108108108)",,0.6,0.530133887316,No Diabetes,0,0.426726131734,0.000766530678579,0.0903417423345,0.0895752116559,,,1,-0.204046930794,-0.326086956522,0,0,0,1,1,0,0,0,0.168967149241,0,far from boundary,0.409658257666,,0.333333333333,3,0,,1,0.937929869956,0.0914775860938,0.0525066733095,-0.0389709127843,,,1,,,,,,,0.917393442036
R_1LqFEhCUBdcfUxb,diabetes,attribution,testing,No Diabetes,Diabetes,14,130301,12.758,"""Glucose"" - 97(0.191634075837)
""Blood Pressure"" - 64(0.347826086957)
""Insulin"" - 100(0.131980532871) -> 152(0.239214715829)
""BMI"" - 36.8(0.576004495645)
""Age"" - 25(0.108108108108)",,0.8,0.107234182958,No Diabetes,0,0.18299226557,0.0306247744831,0.000593891883627,-0.0300308825995,,,0,0,0,0.107234182958,0,0,0,0,1,0,0,-0.28004953058,1,near boundary,0.499406108116,,0.333333333333,3,0,,1,0.978553163408,0.0626496649029,0.0930837308664,0.0304340659635,,,1,,,,,,,0.922100717261
R_1LqFEhCUBdcfUxb,diabetes,attribution,testing,No Diabetes,Diabetes,15,140308,147.974,"""Glucose"" - 127(0.44669273933) -> 106(0.268151674885)
""Blood Pressure"" - 80(0.695652173913)
""Insulin"" - 210(0.358822073744) -> 128(0.189722016003)
""BMI"" - 36.3(0.558443382973) -> 27.23328(0.24)
""Age"" - 23(0.0540540540541)",,0.4,0.666084505159,No Diabetes,0,0.975720227838,1.91386523518e-07,5.10323672209e-09,-1.86283286796e-07,,,0,-0.178541064445,0,-0.169100057741,-0.318443382973,0,1,0,1,1,0,-2.79669149114e-07,0,far from boundary,0.499999994897,,0.333333333333,3,0,,1,0.939865826762,0.1805249617,0.255601593299,0.0750766315988,,,1,,,,,,,0.92380679281
R_1LqFEhCUBdcfUxb,diabetes,attribution,testing,No Diabetes,Diabetes,16,130309,11.514,"""Glucose"" - 143(0.582724026526) -> 97(0.191634075837)
""Blood Pressure"" - 86(0.826086956522) -> 60(0.260869565217)
""Insulin"" - 330(0.606285572878) -> 191(0.319640353048)
""BMI"" - 30.1(0.340685585839)
""Age"" - 23(0.0540540540541)",,0.4,1.24295256182,No Diabetes,0,1.00911002363,0.000130785916376,7.61845037278e-07,-0.000130024071339,,,0,-0.391089950689,-0.565217391304,-0.28664521983,0,0,1,1,1,0,0,-0.000104609037652,0,far from boundary,0.499999238155,,0.333333333333,3,0,,1,0.937127329781,0.100760344269,0.192220827281,0.0914604830125,,,1,,,,,,,0.892136508003
R_1LqFEhCUBdcfUxb,diabetes,attribution,testing,No Diabetes,Diabetes,17,130302,7.4,"""Glucose"" - 87(0.10661452134)
""Blood Pressure"" - 60(0.260869565217)
""Insulin"" - 75(0.0804256372185) -> 99(0.129918337045)
""BMI"" - 37.2(0.590053385783)
""Age"" - 22(0.027027027027)",,0.8,0.0494926998268,No Diabetes,0,0.191747393165,0.000799413265625,0.000146742260369,-0.000652671005256,,,0,0,0,0.0494926998268,0,0,0,0,1,0,0,-0.0131872176612,0,far from boundary,0.49985325774,,0.333333333333,3,0,,1,0.990101460035,0.130624164369,0.171965481925,0.0413413175564,,,1,,,,,,,0.884027149398
R_1LqFEhCUBdcfUxb,diabetes,attribution,testing,No Diabetes,Diabetes,18,130300,7.39,"""Glucose"" - 115(0.344669273933)
""Blood Pressure"" - 66(0.391304347826)
""Insulin"" - 140(0.214468365916) -> 186(0.309329373917)
""BMI"" - 38.1(0.621663388592)
""Age"" - 28(0.189189189189)",,0.8,0.0948610080013,No Diabetes,0,0.173440802875,0.00966080352846,0.110524494182,0.100863690654,,,1,0,0,0.0948610080013,0,0,0,0,1,0,0,1.06327871461,0,far from boundary,0.389475505818,,0.333333333333,3,0,,1,0.9810277984,0.0659242805367,0.030817876052,-0.0351064044847,,,1,,,,,,,0.904641178283
R_1LqFEhCUBdcfUxb,diabetes,attribution,testing,No Diabetes,Diabetes,19,130304,6.563,"""Glucose"" - 136(0.523210338378) -> 109(0.293657541234)
""Blood Pressure"" - 74(0.565217391304) -> 63(0.326086956522)
""Insulin"" - 204(0.346448898787)
""BMI"" - 37.4(0.597077830851)
""Age"" - 24(0.0810810810811)",,0.6,0.468683231926,Diabetes,1,0.408753737214,0.00664884006495,0.768527892659,0.761879052594,,,1,-0.229552797143,-0.239130434783,0,0,0,1,1,0,0,0,1.62557352322,0,far from boundary,0.268527892659,,0.333333333333,3,1,,1,0.948074719006,0.0731689967154,0.0216392665292,-0.0515297301862,,,1,,,,,,,0.917901486026
R_1LqFEhCUBdcfUxb,diabetes,attribution,testing,No Diabetes,Diabetes,20,130305,15.529,"""Glucose"" - 105(0.259649719435)
""Blood Pressure"" - 72(0.521739130435) -> 58(0.217391304348)
""Insulin"" - 325(0.595974593747) -> 152(0.239214715829)
""BMI"" - 36.9(0.579516718179) -> 36.62904(0.57)
""Age"" - 28(0.189189189189)",,0.4,0.670624422184,No Diabetes,0,0.784020426885,0.000141101260031,0.0068987035128,0.00675760225277,,,1,0,-0.304347826087,-0.356759877918,-0.00951671817926,0,0,1,1,1,0,0.0100765824047,0,far from boundary,0.493101296487,,0.333333333333,3,0,,1,0.947716765699,0.109384342924,0.087409800166,-0.0219745427581,,,1,,,,,,,0.894601572371
