participant,domain,xai,trial_order,instance_id,participant_response,ai_label,participant_correct,mental_model,predicted_response,response_probability,negative_log_likelihood,brier_score,predicted_participant_response,evidence,memory_instances_before,memory_changes_before,feature_relevance_before
R_15E5kn5aqWV9Myt,diabetes,attribution,4,120104,No Diabetes,Diabetes,0,exemplar,Diabetes,0.4292830955442248,0.8456386813165081,0.3257177850315824,0,-0.1414338089115505,3,0,"{""age"":0.11424701897508012,""blood_pressure"":0.17700862879218984,""bmi"":0.0,""glucose"":0.48013296146005646,""insulin"":0.22861139077267353}"
R_15E5kn5aqWV9Myt,diabetes,attribution,4,120104,No Diabetes,Diabetes,0,prototype,No Diabetes,0.5071087945877186,0.6790297134253805,0.24294174037277175,1,0.028437094544102343,3,0,"{""age"":0.11424701897508012,""blood_pressure"":0.17700862879218984,""bmi"":0.0,""glucose"":0.48013296146005646,""insulin"":0.22861139077267353}"
R_15E5kn5aqWV9Myt,diabetes,attribution,5,120108,Diabetes,Diabetes,1,attribution,No Diabetes,0.49191252516183537,0.709454372683638,0.2581528820874226,0,0.03235272101951721,4,0,"{""age"":0.08568526423131011,""blood_pressure"":0.13275647159414242,""bmi"":0.12607050008873638,""glucose"":0.3600997210950424,""insulin"":0.2953880429907689}"
R_15E5kn5aqWV9Myt,diabetes,attribution,5,120108,Diabetes,Diabetes,1,exemplar,Diabetes,0.640577345749724,0.4453854065446053,0.12918464438831334,1,-0.28115469149944816,4,0,"{""age"":0.08568526423131011,""blood_pressure"":0.13275647159414242,""bmi"":0.12607050008873638,""glucose"":0.3600997210950424,""insulin"":0.2953880429907689}"
R_15E5kn5aqWV9Myt,diabetes,attribution,5,120108,Diabetes,Diabetes,1,prototype,Diabetes,0.5263165262867484,0.6418524862285527,0.22437603326905275,1,-0.10536347109712453,4,0,"{""age"":0.08568526423131011,""blood_pressure"":0.13275647159414242,""bmi"":0.12607050008873638,""glucose"":0.3600997210950424,""insulin"":0.2953880429907689}"
R_15E5kn5aqWV9Myt,diabetes,attribution,6,120110,Diabetes,No Diabetes,0,attribution,Diabetes,0.5137839727427466,0.6659523883648053,0.2364060251618262,1,-0.05514986494860512,5,0,"{""age"":0.06854821138504809,""blood_pressure"":0.246727567072159,""bmi"":0.16033401027414404,""glucose"":0.2880797768760339,""insulin"":0.2363104343926151}"
R_15E5kn5aqWV9Myt,diabetes,attribution,6,120110,Diabetes,No Diabetes,0,exemplar,Diabetes,0.6870698967942025,0.375319249876641,0.09792524949239104,1,-0.37413979358840505,5,0,"{""age"":0.06854821138504809,""blood_pressure"":0.246727567072159,""bmi"":0.16033401027414404,""glucose"":0.2880797768760339,""insulin"":0.2363104343926151}"
R_15E5kn5aqWV9Myt,diabetes,attribution,6,120110,Diabetes,No Diabetes,0,prototype,Diabetes,0.5303077677762967,0.6342977470558988,0.2206107930112852,1,-0.12137987676965262,5,0,"{""age"":0.06854821138504809,""blood_pressure"":0.246727567072159,""bmi"":0.16033401027414404,""glucose"":0.2880797768760339,""insulin"":0.2363104343926151}"
R_15E5kn5aqWV9Myt,diabetes,attribution,7,120101,Diabetes,Diabetes,1,attribution,Diabetes,0.5032031292673473,0.6867613548804505,0.246807130769756,1,-0.012812692349573133,6,0,"{""age"":0.05712350948754006,""blood_pressure"":0.2724938602758947,""bmi"":0.13361167522845335,""glucose"":0.24006648073002823,""insulin"":0.29670447427808366}"
R_15E5kn5aqWV9Myt,diabetes,attribution,7,120101,Diabetes,Diabetes,1,exemplar,Diabetes,0.5998308566220735,0.5111075691387297,0.16013534331182355,1,-0.1996617132441469,6,0,"{""age"":0.05712350948754006,""blood_pressure"":0.2724938602758947,""bmi"":0.13361167522845335,""glucose"":0.24006648073002823,""insulin"":0.29670447427808366}"
R_15E5kn5aqWV9Myt,diabetes,attribution,7,120101,Diabetes,Diabetes,1,prototype,Diabetes,0.513552904159196,0.6664022283202129,0.23663077705195232,1,-0.054224899366636214,6,0,"{""age"":0.05712350948754006,""blood_pressure"":0.2724938602758947,""bmi"":0.13361167522845335,""glucose"":0.24006648073002823,""insulin"":0.29670447427808366}"
R_15E5kn5aqWV9Myt,diabetes,attribution,8,120106,No Diabetes,No Diabetes,1,attribution,No Diabetes,0.5109005804539803,0.6715802665059238,0.23921824220025334,1,0.04360923171136504,7,0,"{""age"":0.048963008132177195,""blood_pressure"":0.2864733909622741,""bmi"":0.11452429305296001,""glucose"":0.29572118704280265,""insulin"":0.254318120809786}"
R_15E5kn5aqWV9Myt,diabetes,attribution,8,120106,No Diabetes,No Diabetes,1,exemplar,Diabetes,0.3597005273014969,1.0224834623336299,0.4099834147379812,0,-0.2805989453970063,7,0,"{""age"":0.048963008132177195,""blood_pressure"":0.2864733909622741,""bmi"":0.11452429305296001,""glucose"":0.29572118704280265,""insulin"":0.254318120809786}"
R_15E5kn5aqWV9Myt,diabetes,attribution,8,120106,No Diabetes,No Diabetes,1,prototype,Diabetes,0.49045270185551954,0.7124264330553532,0.25963844904634004,0,-0.03819383489932146,7,0,"{""age"":0.048963008132177195,""blood_pressure"":0.2864733909622741,""bmi"":0.11452429305296001,""glucose"":0.29572118704280265,""insulin"":0.254318120809786}"
R_15E5kn5aqWV9Myt,diabetes,attribution,9,120103,No Diabetes,No Diabetes,1,attribution,No Diabetes,0.5328651961973515,0.629486802006703,0.2182149249237389,1,0.13165060185424743,8,0,"{""age"":0.04284263211565505,""blood_pressure"":0.2965484820951697,""bmi"":0.17932449141816012,""glucose"":0.25875603866245234,""insulin"":0.22252835570856275}"
R_15E5kn5aqWV9Myt,diabetes,attribution,9,120103,No Diabetes,No Diabetes,1,exemplar,Diabetes,0.40564966439641387,0.9022653874644329,0.3532523214320955,0,-0.18870067120717232,8,0,"{""age"":0.04284263211565505,""blood_pressure"":0.2965484820951697,""bmi"":0.17932449141816012,""glucose"":0.25875603866245234,""insulin"":0.22252835570856275}"
R_15E5kn5aqWV9Myt,diabetes,attribution,9,120103,No Diabetes,No Diabetes,1,prototype,Diabetes,0.4622081245486309,0.7717400033027716,0.2892201013015009,0,-0.15145636103379168,8,0,"{""age"":0.04284263211565505,""blood_pressure"":0.2965484820951697,""bmi"":0.17932449141816012,""glucose"":0.25875603866245234,""insulin"":0.22252835570856275}"
R_15E5kn5aqWV9Myt,diabetes,attribution,10,120107,Diabetes,No Diabetes,0,attribution,Diabetes,0.5192228722941086,0.6554220616078051,0.23114664652512704,1,-0.07692940661206654,9,0,"{""age"":0.07992789957705398,""blood_pressure"":0.263598650751262,""bmi"":0.15939954792725344,""glucose"":0.2992709188923748,""insulin"":0.19780298285205578}"
R_15E5kn5aqWV9Myt,diabetes,attribution,10,120107,Diabetes,No Diabetes,0,exemplar,Diabetes,0.5402177049207262,0.6157830634092655,0.21139975886836432,1,-0.08043540984145248,9,0,"{""age"":0.07992789957705398,""blood_pressure"":0.263598650751262,""bmi"":0.15939954792725344,""glucose"":0.2992709188923748,""insulin"":0.19780298285205578}"
R_15E5kn5aqWV9Myt,diabetes,attribution,10,120107,Diabetes,No Diabetes,0,prototype,Diabetes,0.5274212726049443,0.6397556710167959,0.22333065358633042,1,-0.10979525608540378,9,0,"{""age"":0.07992789957705398,""blood_pressure"":0.263598650751262,""bmi"":0.15939954792725344,""glucose"":0.2992709188923748,""insulin"":0.19780298285205578}"
R_15E5kn5aqWV9Myt,diabetes,attribution,11,120111,Diabetes,No Diabetes,0,attribution,Diabetes,0.5485495917891632,0.6004775898823208,0.2038074710737312,1,-0.19481216012514682,10,0,"{""age"":0.10041954671131156,""blood_pressure"":0.23723878567613577,""bmi"":0.2149751560425651,""glucose"":0.2693438270031373,""insulin"":0.1780226845668502}"
R_15E5kn5aqWV9Myt,diabetes,attribution,11,120111,Diabetes,No Diabetes,0,exemplar,Diabetes,0.5001143451926959,0.6929185163202135,0.24988566788212715,1,-0.00022869038539186093,10,0,"{""age"":0.10041954671131156,""blood_pressure"":0.23723878567613577,""bmi"":0.2149751560425651,""glucose"":0.2693438270031373,""insulin"":0.1780226845668502}"
R_15E5kn5aqWV9Myt,diabetes,attribution,11,120111,Diabetes,No Diabetes,0,prototype,Diabetes,0.5264339624268116,0.6416293827642289,0.22426479194277046,1,-0.10583452642474472,10,0,"{""age"":0.10041954671131156,""blood_pressure"":0.23723878567613577,""bmi"":0.2149751560425651,""glucose"":0.2693438270031373,""insulin"":0.1780226845668502}"
R_15E5kn5aqWV9Myt,diabetes,attribution,12,120105,No Diabetes,Diabetes,0,attribution,No Diabetes,0.5087794328189088,0.6757406906920642,0.24129764562171294,1,0.03512134103670882,11,0,"{""age"":0.09129049701028324,""blood_pressure"":0.2717775098032701,""bmi"":0.23023516448645795,""glucose"":0.24485802454830666,""insulin"":0.161838804151682}"
R_15E5kn5aqWV9Myt,diabetes,attribution,12,120105,No Diabetes,Diabetes,0,exemplar,No Diabetes,0.5411333253815834,0.6140895880177938,0.2105586250753638,1,0.08226665076316675,11,0,"{""age"":0.09129049701028324,""blood_pressure"":0.2717775098032701,""bmi"":0.23023516448645795,""glucose"":0.24485802454830666,""insulin"":0.161838804151682}"
R_15E5kn5aqWV9Myt,diabetes,attribution,12,120105,No Diabetes,Diabetes,0,prototype,Diabetes,0.49095541025414163,0.7114019694578217,0.25912639434952933,0,-0.03618230583344241,11,0,"{""age"":0.09129049701028324,""blood_pressure"":0.2717775098032701,""bmi"":0.23023516448645795,""glucose"":0.24485802454830666,""insulin"":0.161838804151682}"
R_1VV8BqOrYdNpSHT,diabetes,attribution,1,120104,No Diabetes,Diabetes,0,attribution,Diabetes,0.5,0.6931471805599453,0.25,0,0.0,0,0,"{""age"":0.2,""blood_pressure"":0.2,""bmi"":0.2,""glucose"":0.2,""insulin"":0.2}"
R_1VV8BqOrYdNpSHT,diabetes,attribution,1,120104,No Diabetes,Diabetes,0,exemplar,Diabetes,0.5,0.6931471805599453,0.25,0,0.0,0,0,"{""age"":0.2,""blood_pressure"":0.2,""bmi"":0.2,""glucose"":0.2,""insulin"":0.2}"
R_1VV8BqOrYdNpSHT,diabetes,attribution,1,120104,No Diabetes,Diabetes,0,prototype,Diabetes,0.5,0.6931471805599453,0.25,0,0.0,0,0,"{""age"":0.2,""blood_pressure"":0.2,""bmi"":0.2,""glucose"":0.2,""insulin"":0.2}"
R_1VV8BqOrYdNpSHT,diabetes,attribution,2,120105,Diabetes,Diabetes,1,attribution,Diabetes,0.6666666666666666,0.40546510810816444,0.1111111111111111,1,-0.3333333333333333,1,0,"{""age"":0.0,""blood_pressure"":0.0,""bmi"":0.5042820003549454,""glucose"":0.0,""insulin"":0.4957179996450546}"
R_1VV8BqOrYdNpSHT,diabetes,attribution,2,120105,Diabetes,Diabetes,1,exemplar,Diabetes,0.6395776373506848,0.4469472621253123,0.1299042794977145,1,-0.27915527470136964,1,0,"{""age"":0.0,""blood_pressure"":0.0,""bmi"":0.5042820003549454,""glucose"":0.0,""insulin"":0.4957179996450546}"
R_1VV8BqOrYdNpSHT,diabetes,attribution,2,120105,Diabetes,Diabetes,1,prototype,Diabetes,0.6666666666666666,0.40546510810816444,0.1111111111111111,1,-0.3333333333333333,1,0,"{""age"":0.0,""blood_pressure"":0.0,""bmi"":0.5042820003549454,""glucose"":0.0,""insulin"":0.4957179996450546}"
R_1VV8BqOrYdNpSHT,diabetes,attribution,3,120109,No Diabetes,Diabetes,0,attribution,No Diabetes,0.5558904338184988,0.587184065628239,0.1972333067739212,1,0.22449991068549197,2,0,"{""age"":0.2892789779590981,""blood_pressure"":0.0,""bmi"":0.4628620222183746,""glucose"":0.0,""insulin"":0.2478589998225273}"
R_1VV8BqOrYdNpSHT,diabetes,attribution,3,120109,No Diabetes,Diabetes,0,exemplar,Diabetes,0.28468136702284996,1.256384734599515,0.5116807466842986,0,-0.4306372659543001,2,0,"{""age"":0.2892789779590981,""blood_pressure"":0.0,""bmi"":0.4628620222183746,""glucose"":0.0,""insulin"":0.2478589998225273}"
R_1VV8BqOrYdNpSHT,diabetes,attribution,3,120109,No Diabetes,Diabetes,0,prototype,Diabetes,0.25,1.3862943611198906,0.5625,0,-0.5,2,0,"{""age"":0.2892789779590981,""blood_pressure"":0.0,""bmi"":0.4628620222183746,""glucose"":0.0,""insulin"":0.2478589998225273}"
R_1VV8BqOrYdNpSHT,diabetes,attribution,4,120106,Diabetes,No Diabetes,0,attribution,Diabetes,0.5046723475768806,0.6838458769588502,0.24534948325499856,1,-0.018689934342610477,3,0,"{""age"":0.19285265197273208,""blood_pressure"":0.17700862879218984,""bmi"":0.30857468147891637,""glucose"":0.0,""insulin"":0.32156403775616166}"
R_1VV8BqOrYdNpSHT,diabetes,attribution,4,120106,Diabetes,No Diabetes,0,exemplar,Diabetes,0.7729423212130493,0.2575508499793995,0.05155518949611814,1,-0.5458846424260985,3,0,"{""age"":0.19285265197273208,""blood_pressure"":0.17700862879218984,""bmi"":0.30857468147891637,""glucose"":0.0,""insulin"":0.32156403775616166}"
R_1VV8BqOrYdNpSHT,diabetes,attribution,4,120106,Diabetes,No Diabetes,0,prototype,Diabetes,0.8,0.2231435513142097,0.04000000000000001,1,-0.6000000000000001,3,0,"{""age"":0.19285265197273208,""blood_pressure"":0.17700862879218984,""bmi"":0.30857468147891637,""glucose"":0.0,""insulin"":0.32156403775616166}"
R_1VV8BqOrYdNpSHT,diabetes,attribution,5,120111,Diabetes,No Diabetes,0,attribution,No Diabetes,0.4991751299264785,0.6947982830267866,0.25082555048415967,0,0.0032994832874263906,4,0,"{""age"":0.14463948897954906,""blood_pressure"":0.22452500160050218,""bmi"":0.38966248110282753,""glucose"":0.0,""insulin"":0.24117302831712126}"
R_1VV8BqOrYdNpSHT,diabetes,attribution,5,120111,Diabetes,No Diabetes,0,exemplar,Diabetes,0.6540292278933336,0.4246032375551499,0.11969577515208285,1,-0.3080584557866673,4,0,"{""age"":0.14463948897954906,""blood_pressure"":0.22452500160050218,""bmi"":0.38966248110282753,""glucose"":0.0,""insulin"":0.24117302831712126}"
R_1VV8BqOrYdNpSHT,diabetes,attribution,5,120111,Diabetes,No Diabetes,0,prototype,Diabetes,0.5362307573650882,0.623190693085213,0.2150819104141598,1,-0.14517747928374197,4,0,"{""age"":0.14463948897954906,""blood_pressure"":0.22452500160050218,""bmi"":0.38966248110282753,""glucose"":0.0,""insulin"":0.24117302831712126}"
R_1VV8BqOrYdNpSHT,diabetes,attribution,6,120100,Diabetes,Diabetes,1,attribution,Diabetes,0.5386007706643519,0.6187806677398028,0.21288924883153007,1,-0.1547109357779203,5,0,"{""age"":0.11571159118363925,""blood_pressure"":0.30305295149532446,""bmi"":0.3882970346673393,""glucose"":0.0,""insulin"":0.192938422653697}"
R_1VV8BqOrYdNpSHT,diabetes,attribution,6,120100,Diabetes,Diabetes,1,exemplar,Diabetes,0.5578371510773308,0.5836882031429944,0.19550798496741115,1,-0.11567430215466162,5,0,"{""age"":0.11571159118363925,""blood_pressure"":0.30305295149532446,""bmi"":0.3882970346673393,""glucose"":0.0,""insulin"":0.192938422653697}"
R_1VV8BqOrYdNpSHT,diabetes,attribution,6,120100,Diabetes,Diabetes,1,prototype,Diabetes,0.508498631848757,0.6762927540600584,0.24157359489454372,1,-0.03399780171463604,5,0,"{""age"":0.11571159118363925,""blood_pressure"":0.30305295149532446,""bmi"":0.3882970346673393,""glucose"":0.0,""insulin"":0.192938422653697}"
R_1VV8BqOrYdNpSHT,diabetes,attribution,7,120103,No Diabetes,No Diabetes,1,attribution,No Diabetes,0.5248078749183522,0.6447230359039555,0.22580755573961236,1,0.09931304696493949,6,0,"{""age"":0.09642632598636604,""blood_pressure"":0.25254412624610373,""bmi"":0.32358086222278276,""glucose"":0.13052332355090163,""insulin"":0.1969253619938459}"
R_1VV8BqOrYdNpSHT,diabetes,attribution,7,120103,No Diabetes,No Diabetes,1,exemplar,Diabetes,0.3799825176132704,0.9676300336008944,0.38442167846517855,0,-0.2400349647734592,6,0,"{""age"":0.09642632598636604,""blood_pressure"":0.25254412624610373,""bmi"":0.32358086222278276,""glucose"":0.13052332355090163,""insulin"":0.1969253619938459}"
R_1VV8BqOrYdNpSHT,diabetes,attribution,7,120103,No Diabetes,No Diabetes,1,prototype,Diabetes,0.46478802784766915,0.7661738314188777,0.2864518551351874,0,-0.14108143049296296,6,0,"{""age"":0.09642632598636604,""blood_pressure"":0.25254412624610373,""bmi"":0.32358086222278276,""glucose"":0.13052332355090163,""insulin"":0.1969253619938459}"
R_1VV8BqOrYdNpSHT,diabetes,attribution,8,120107,No Diabetes,No Diabetes,1,attribution,Diabetes,0.4704856969327987,0.7539897201365334,0.28038539715274396,0,-0.11819461823367562,7,0,"{""age"":0.13645257074092024,""blood_pressure"":0.2164663939252317,""bmi"":0.27735502476238516,""glucose"":0.20093284314816626,""insulin"":0.16879316742329645}"
R_1VV8BqOrYdNpSHT,diabetes,attribution,8,120107,No Diabetes,No Diabetes,1,exemplar,Diabetes,0.4492223576789013,0.8002372851416153,0.30335601128078815,0,-0.10155528464219732,7,0,"{""age"":0.13645257074092024,""blood_pressure"":0.2164663939252317,""bmi"":0.27735502476238516,""glucose"":0.20093284314816626,""insulin"":0.16879316742329645}"
R_1VV8BqOrYdNpSHT,diabetes,attribution,8,120107,No Diabetes,No Diabetes,1,prototype,Diabetes,0.48891458585903264,0.7155674758089516,0.26120830054764405,0,-0.044348924023150965,7,0,"{""age"":0.13645257074092024,""blood_pressure"":0.2164663939252317,""bmi"":0.27735502476238516,""glucose"":0.20093284314816626,""insulin"":0.16879316742329645}"
R_1VV8BqOrYdNpSHT,diabetes,attribution,9,120101,Diabetes,Diabetes,1,attribution,Diabetes,0.5248747252163616,0.6445956634999713,0.2257440267382279,1,-0.09958110983324463,8,0,"{""age"":0.15500154576325895,""blood_pressure"":0.18940809468457778,""bmi"":0.3320801003021333,""glucose"":0.17581623775464553,""insulin"":0.1476940214953844}"
R_1VV8BqOrYdNpSHT,diabetes,attribution,9,120101,Diabetes,Diabetes,1,exemplar,No Diabetes,0.48868832335785034,0.7160303682637289,0.26143963067060627,0,0.022623353284299375,8,0,"{""age"":0.15500154576325895,""blood_pressure"":0.18940809468457778,""bmi"":0.3320801003021333,""glucose"":0.17581623775464553,""insulin"":0.1476940214953844}"
R_1VV8BqOrYdNpSHT,diabetes,attribution,9,120101,Diabetes,Diabetes,1,prototype,No Diabetes,0.4985505156391294,0.696050359430206,0.251451585365783,0,0.005797953685557723,8,0,"{""age"":0.15500154576325895,""blood_pressure"":0.18940809468457778,""bmi"":0.3320801003021333,""glucose"":0.17581623775464553,""insulin"":0.1476940214953844}"
R_1VV8BqOrYdNpSHT,diabetes,attribution,10,120108,No Diabetes,Diabetes,0,attribution,Diabetes,0.4809493593553687,0.7319932964243857,0.26941356755360224,0,-0.07623946934455293,9,0,"{""age"":0.13777915178956351,""blood_pressure"":0.20951281472857478,""bmi"":0.29518231137967404,""glucose"":0.22624214743962373,""insulin"":0.1312835746625639}"
R_1VV8BqOrYdNpSHT,diabetes,attribution,10,120108,No Diabetes,Diabetes,0,exemplar,Diabetes,0.4629905846364293,0.7700485606611414,0.28837911218912404,0,-0.07401883072714144,9,0,"{""age"":0.13777915178956351,""blood_pressure"":0.20951281472857478,""bmi"":0.29518231137967404,""glucose"":0.22624214743962373,""insulin"":0.1312835746625639}"
R_1VV8BqOrYdNpSHT,diabetes,attribution,10,120108,No Diabetes,Diabetes,0,prototype,No Diabetes,0.505487059948207,0.6822328393691262,0.24454304787866823,1,0.021949120941571698,9,0,"{""age"":0.13777915178956351,""blood_pressure"":0.20951281472857478,""bmi"":0.29518231137967404,""glucose"":0.22624214743962373,""insulin"":0.1312835746625639}"
R_1VV8BqOrYdNpSHT,diabetes,attribution,11,120110,No Diabetes,No Diabetes,1,attribution,Diabetes,0.48793782089412585,0.7175672974476853,0.26220767527065636,0,-0.04825807969754367,10,0,"{""age"":0.12400123661060718,""blood_pressure"":0.25882272815413987,""bmi"":0.2954028853432841,""glucose"":0.2036179326956614,""insulin"":0.11815521719630755}"
R_1VV8BqOrYdNpSHT,diabetes,attribution,11,120110,No Diabetes,No Diabetes,1,exemplar,Diabetes,0.4260474036551501,0.8532046627177038,0.32942158285099427,0,-0.14790519268969976,10,0,"{""age"":0.12400123661060718,""blood_pressure"":0.25882272815413987,""bmi"":0.2954028853432841,""glucose"":0.2036179326956614,""insulin"":0.11815521719630755}"
R_1VV8BqOrYdNpSHT,diabetes,attribution,11,120110,No Diabetes,No Diabetes,1,prototype,Diabetes,0.49600496319182025,0.7011693458721522,0.25401099712727854,0,-0.015980487310077885,10,0,"{""age"":0.12400123661060718,""blood_pressure"":0.25882272815413987,""bmi"":0.2954028853432841,""glucose"":0.2036179326956614,""insulin"":0.11815521719630755}"
R_1VV8BqOrYdNpSHT,diabetes,attribution,12,120102,No Diabetes,No Diabetes,1,attribution,No Diabetes,0.520672800343152,0.6526334568914152,0.22975456433087582,1,0.08273836882498077,11,0,"{""age"":0.11272839691873378,""blood_pressure"":0.27177750980327015,""bmi"":0.2685480775848037,""glucose"":0.18510721154151033,""insulin"":0.161838804151682}"
R_1VV8BqOrYdNpSHT,diabetes,attribution,12,120102,No Diabetes,No Diabetes,1,exemplar,Diabetes,0.4718384143493186,0.7511186944894032,0.27895466055704204,0,-0.05632317130136266,11,0,"{""age"":0.11272839691873378,""blood_pressure"":0.27177750980327015,""bmi"":0.2685480775848037,""glucose"":0.18510721154151033,""insulin"":0.161838804151682}"
R_1VV8BqOrYdNpSHT,diabetes,attribution,12,120102,No Diabetes,No Diabetes,1,prototype,Diabetes,0.49657638818224403,0.7000179539932677,0.25343533293563464,0,-0.013694661296018804,11,0,"{""age"":0.11272839691873378,""blood_pressure"":0.27177750980327015,""bmi"":0.2685480775848037,""glucose"":0.18510721154151033,""insulin"":0.161838804151682}"
R_1eVmoOsuh2kQnVU,diabetes,attribution,1,120106,No Diabetes,No Diabetes,1,attribution,Diabetes,0.5,0.6931471805599453,0.25,0,0.0,0,0,"{""age"":0.2,""blood_pressure"":0.2,""bmi"":0.2,""glucose"":0.2,""insulin"":0.2}"
R_1eVmoOsuh2kQnVU,diabetes,attribution,1,120106,No Diabetes,No Diabetes,1,exemplar,Diabetes,0.5,0.6931471805599453,0.25,0,0.0,0,0,"{""age"":0.2,""blood_pressure"":0.2,""bmi"":0.2,""glucose"":0.2,""insulin"":0.2}"
R_1eVmoOsuh2kQnVU,diabetes,attribution,1,120106,No Diabetes,No Diabetes,1,prototype,Diabetes,0.5,0.6931471805599453,0.25,0,0.0,0,0,"{""age"":0.2,""blood_pressure"":0.2,""bmi"":0.2,""glucose"":0.2,""insulin"":0.2}"
R_1eVmoOsuh2kQnVU,diabetes,attribution,2,120103,No Diabetes,No Diabetes,1,attribution,No Diabetes,0.6666666666666666,0.40546510810816444,0.11111111111111113,1,0.3333333333333333,1,0,"{""age"":0.0,""blood_pressure"":0.36707412002543915,""bmi"":0.6329258799745608,""glucose"":0.0,""insulin"":0.0}"
R_1eVmoOsuh2kQnVU,diabetes,attribution,2,120103,No Diabetes,No Diabetes,1,exemplar,No Diabetes,0.6428446539375061,0.4418521796760737,0.12755994122101977,1,0.2856893078750121,1,0,"{""age"":0.0,""blood_pressure"":0.36707412002543915,""bmi"":0.6329258799745608,""glucose"":0.0,""insulin"":0.0}"
R_1eVmoOsuh2kQnVU,diabetes,attribution,2,120103,No Diabetes,No Diabetes,1,prototype,No Diabetes,0.6666666666666666,0.40546510810816444,0.11111111111111113,1,0.3333333333333333,1,0,"{""age"":0.0,""blood_pressure"":0.36707412002543915,""bmi"":0.6329258799745608,""glucose"":0.0,""insulin"":0.0}"
R_1eVmoOsuh2kQnVU,diabetes,attribution,3,120105,No Diabetes,Diabetes,0,attribution,Diabetes,0.48966339399719355,0.71403707496257,0.26044345142646375,0,-0.04135231575703436,2,0,"{""age"":0.18830501963412274,""blood_pressure"":0.18353706001271958,""bmi"":0.3164629399872804,""glucose"":0.31169498036587723,""insulin"":0.0}"
R_1eVmoOsuh2kQnVU,diabetes,attribution,3,120105,No Diabetes,Diabetes,0,exemplar,No Diabetes,0.7270606446178497,0.3187453872965198,0.07449589171642373,1,0.45412128923569944,2,0,"{""age"":0.18830501963412274,""blood_pressure"":0.18353706001271958,""bmi"":0.3164629399872804,""glucose"":0.31169498036587723,""insulin"":0.0}"
