row_id,sqft_living,bedrooms,bathrooms,floors,grade,target
51,3150,5,2.5,1.0,8,0
52,1410,3,1.75,1.0,7,1
53,1980,2,1.75,1.0,7,1
54,2730,5,2.25,1.5,8,1
55,2830,4,2.5,2.0,9,1
56,2250,4,2.5,2.0,7,0
57,2420,3,2.5,2.0,8,0
58,3250,5,3.25,2.0,8,1
59,1850,4,3.0,2.0,8,0
60,2150,3,2.25,1.0,8,1
61,1260,3,1.75,1.0,7,0
62,2519,3,1.75,2.0,8,1
63,1540,3,1.75,3.0,8,1
64,1660,3,2.25,1.0,7,0
65,2770,3,2.75,1.5,7,0
66,2720,4,2.5,2.0,10,1
67,2240,4,2.5,2.0,7,0
68,1000,3,1.0,1.0,7,0
69,3200,5,2.25,1.0,8,1
70,4770,5,3.25,1.0,11,1
71,1260,3,2.0,1.0,7,0
72,2750,4,2.0,1.5,7,1
73,2380,4,2.5,2.0,8,0
74,1790,3,1.75,1.0,7,0
75,3430,4,4.0,2.0,10,1
76,1760,4,1.75,1.0,7,0
77,1040,3,1.0,1.0,7,1
78,1410,3,1.0,1.0,7,0
79,3450,4,2.5,2.0,10,1
80,2350,3,2.5,2.0,8,0
81,1900,4,2.5,2.0,7,0
82,2020,2,1.0,1.0,7,0
83,1680,3,1.5,1.0,8,0
84,960,3,1.0,1.0,6,0
85,2140,3,1.5,2.0,9,1
86,2660,5,2.25,1.5,7,0
87,2770,3,3.25,2.0,9,1
88,1610,2,2.25,2.0,7,0
89,1030,2,1.75,2.0,7,0
90,1980,4,2.5,2.0,7,0
91,3520,5,2.75,2.0,10,1
92,1200,3,1.0,1.0,7,0
93,1580,3,1.5,1.0,8,0
94,1580,3,1.5,1.0,8,1
95,3300,4,2.5,1.0,7,1
96,1960,3,1.75,1.0,7,0
97,1160,4,1.5,1.0,7,0
98,1810,3,1.75,1.0,7,0
99,2320,3,2.5,2.0,9,0
100,2070,3,2.5,1.5,9,1
101,1980,3,2.0,1.5,7,1
102,2190,3,2.25,2.0,8,1
103,2920,3,2.5,2.0,8,1
104,1210,3,1.0,1.0,7,0
105,2340,3,2.5,1.0,8,0
106,1670,3,1.0,1.5,7,1
107,1240,2,1.75,1.0,8,0
108,3140,4,2.5,2.0,10,1
109,2030,5,1.75,2.0,7,1
110,2310,4,2.5,2.0,8,1
111,1260,3,1.75,1.0,6,1
112,1540,3,1.75,1.0,7,0
113,2080,3,1.75,1.0,7,0
114,3230,4,2.5,2.0,9,1
115,4380,3,3.5,2.0,8,1
116,1590,3,3.5,3.0,8,1
117,880,2,1.0,1.0,6,0
118,1570,4,2.0,1.0,6,0
119,1610,4,1.0,1.5,7,1
120,2400,3,2.5,1.0,8,1
121,1450,3,2.0,1.0,7,0
122,770,2,1.0,1.0,6,0
123,2100,4,1.75,1.5,7,0
124,2910,3,2.25,2.0,9,1
125,2750,4,2.75,1.5,8,1
126,2100,3,2.25,1.0,8,0
127,2160,4,2.25,1.0,8,0
128,2320,5,3.5,2.0,7,1
129,2070,4,2.5,2.0,7,0
130,1060,3,1.75,1.0,7,0
131,2010,4,2.25,1.0,8,1
132,3950,3,3.5,1.5,9,1
133,2010,3,2.5,2.0,8,1
134,2140,4,3.5,3.0,9,1
135,1320,3,1.75,1.0,7,0
136,2020,4,1.75,1.0,7,0
137,2590,4,2.25,1.0,8,1
138,1190,2,1.0,1.0,6,0
139,1170,3,2.25,3.0,8,1
140,1110,2,1.0,1.0,7,1
141,2820,5,2.5,1.0,8,1
142,1610,3,1.0,1.0,7,0
143,1060,3,1.0,1.0,7,0
144,2030,4,2.25,1.0,8,1
145,3670,4,2.5,2.0,9,1
146,2550,4,1.0,2.0,8,1
147,2420,2,2.5,2.0,7,0
148,2260,5,2.0,1.0,8,0
149,1430,3,1.0,1.0,7,1
150,1360,3,2.0,2.0,8,1
151,1110,3,1.0,1.5,7,1
152,1250,3,1.0,1.0,7,0
153,5180,4,3.25,2.0,12,1
154,700,1,1.0,1.0,7,0
155,1180,3,1.0,1.0,7,0
156,3960,5,3.5,2.0,9,1
157,2640,4,2.75,1.0,8,0
158,1270,3,2.0,1.5,7,0
159,1760,4,1.75,1.0,8,0
160,2060,5,2.25,1.0,7,0
161,1780,3,1.75,1.0,7,0
162,3400,3,2.5,2.0,10,1
163,1910,3,2.75,1.0,7,0
164,2020,3,2.0,1.0,7,0
165,1580,3,1.75,1.0,7,0
166,1340,2,1.75,1.0,5,0
167,2680,4,2.5,2.0,9,1
168,2680,3,2.5,1.0,8,1
169,1370,3,2.0,1.0,7,0
170,1560,3,1.75,1.0,7,0
171,2160,3,1.75,1.0,7,0
172,1340,3,1.5,1.5,7,0
173,3880,4,2.5,2.0,10,1
174,2590,4,2.25,2.0,8,1
175,1120,3,2.5,2.0,8,0
176,1970,5,2.75,1.0,7,0
177,1220,3,1.0,1.0,6,0
178,1950,3,1.5,1.0,7,0
179,1350,2,1.0,1.0,7,0
180,1670,3,2.5,2.0,7,0
181,2380,4,3.0,1.5,7,1
182,2440,4,3.0,2.0,7,1
183,1050,2,1.5,2.0,7,0
184,3130,4,2.75,2.0,9,1
185,4090,5,3.0,1.0,10,1
186,1490,4,1.75,1.0,8,0
187,1900,3,2.5,2.0,8,1
188,1330,4,1.0,1.5,6,1
189,2230,3,2.25,1.0,8,1
190,1650,3,1.75,1.0,7,0
191,1190,3,1.0,1.0,6,0
192,2140,3,2.5,1.0,8,1
193,2180,3,2.5,1.0,7,0
194,1060,3,1.0,1.0,7,0
195,1690,3,2.5,2.0,8,0
196,1970,4,2.0,1.5,7,0
197,2150,3,2.5,2.0,8,1
198,1910,3,2.5,2.0,7,0
199,1350,3,1.75,1.0,7,0
200,860,3,1.0,1.0,6,0
201,1940,3,2.5,2.0,8,0
202,1010,3,1.0,1.0,7,1
203,1300,3,1.5,1.0,7,0
204,910,3,1.0,1.0,6,0
205,2480,4,1.75,1.0,9,1
206,2440,3,2.5,2.0,8,1
207,1010,3,1.0,1.0,7,0
208,900,2,0.75,1.0,6,0
209,2300,6,3.0,2.0,7,1
210,1550,4,2.25,2.0,8,0
211,1270,3,2.25,2.0,8,1
212,2240,4,2.5,1.0,9,1
213,2714,3,2.5,2.0,9,1
214,1720,4,2.75,2.0,8,1
215,850,2,1.0,1.0,6,0
216,3300,5,3.0,1.0,9,1
217,2250,3,2.5,2.0,8,0
218,3900,2,2.25,1.0,8,1
219,1320,2,1.5,1.0,8,1
220,2760,4,2.5,2.0,10,1
221,1750,3,2.0,1.0,7,0
222,2330,4,2.25,2.0,8,1
223,2220,3,2.25,1.0,8,0
224,2020,3,2.25,2.0,7,0
225,1250,3,2.25,1.0,7,0
226,1510,2,2.0,1.0,8,1
227,1720,4,2.25,1.0,7,0
228,1430,3,1.0,1.0,7,0
229,1480,3,2.5,2.0,7,1
230,1450,2,1.75,2.0,7,1
231,2280,4,2.75,1.0,7,1
232,2940,6,2.75,1.0,8,0
233,1000,2,1.0,1.0,6,0
234,2480,3,1.5,1.5,7,1
235,3760,5,4.0,2.0,10,1
236,2220,3,2.0,1.0,7,0
237,1970,4,1.0,1.5,7,0
238,3830,3,3.5,2.0,10,1
239,4410,6,2.5,1.0,9,1
240,1430,3,1.75,1.0,7,0
241,830,2,1.0,1.0,6,0
242,1430,2,1.0,1.5,7,1
243,1300,3,1.0,1.0,6,0
244,1030,2,1.0,1.0,7,1
245,2740,3,2.5,2.0,9,0
246,3650,4,2.5,1.0,9,1
247,720,2,1.5,1.0,6,0
248,2010,4,2.0,1.0,7,0
249,1560,3,1.75,1.0,6,1
250,1810,3,2.0,1.0,7,0
251,3360,4,2.5,2.0,9,1
252,1510,3,2.25,2.0,8,0
253,1400,3,1.0,1.0,7,0
254,1730,3,2.5,2.0,7,0
255,1420,2,2.0,1.5,7,1
256,2360,4,1.75,1.0,7,0
257,1580,3,1.75,1.0,7,0
258,1230,3,1.0,1.0,7,0
259,2460,4,2.5,2.0,8,1
260,1660,3,1.0,1.5,8,1
261,1270,3,1.75,1.0,7,0
262,2100,3,2.25,2.0,10,1
263,770,2,1.0,1.0,5,0
264,760,1,0.75,1.0,5,0
265,1700,4,2.5,2.0,7,0
266,1120,3,1.0,1.0,7,0
267,1070,2,1.0,1.0,7,0
268,2070,3,2.5,1.0,8,0
269,5050,4,3.25,1.5,11,1
270,5310,4,4.75,2.0,11,1
271,1040,2,1.0,1.0,7,0
272,1700,3,1.0,1.0,7,0
273,1300,3,1.0,1.0,7,0
274,1080,3,1.75,1.0,7,0
275,2653,3,2.5,2.0,8,0
276,2290,3,2.0,1.0,8,0
277,3820,4,2.75,2.0,9,1
278,2210,4,2.5,1.0,8,1
279,2390,3,1.75,1.0,6,0
280,2600,4,1.75,1.0,7,0
281,860,2,1.0,1.0,6,0
282,3830,5,3.0,2.0,9,1
283,3500,4,2.5,2.0,9,1
284,2420,3,3.0,1.0,8,0
285,2720,4,2.5,2.0,9,0
286,2500,5,2.25,1.0,7,1
287,1670,3,1.75,1.0,7,0
288,2900,5,2.25,1.0,8,1
289,1640,2,1.0,1.0,7,1
290,1890,4,2.5,2.0,7,0
291,2950,4,1.75,1.0,8,1
292,2160,4,2.5,2.0,9,0
293,3280,4,3.0,2.0,8,1
294,1970,3,2.0,2.0,8,1
295,3360,4,2.5,2.0,10,1
296,1320,3,2.0,1.0,7,0
297,2650,3,2.5,2.0,8,0
298,2030,3,1.5,1.0,7,0
299,1590,3,1.75,1.0,7,0
300,4550,4,5.0,1.0,10,1
301,2440,3,2.5,2.0,8,0
302,1940,3,2.5,1.0,7,1
303,2040,3,2.5,2.0,8,0
304,2200,3,2.25,1.0,7,0
305,1920,3,1.75,1.0,8,1
306,1800,4,2.75,1.0,8,1
307,2180,4,2.25,2.0,8,1
308,1010,2,1.0,1.5,6,1
309,3320,4,2.75,2.0,8,1
310,2370,4,2.5,1.5,8,1
311,1660,5,1.75,1.5,6,0
312,3650,5,2.5,2.0,10,1
313,4290,4,3.25,1.0,11,1
314,4290,4,3.25,1.0,11,1
315,1950,4,2.25,1.0,8,0
316,2590,3,2.0,1.0,8,1
317,1930,3,2.5,1.0,8,0
318,1470,2,1.0,1.0,7,1
319,800,4,1.0,1.0,6,0
320,3150,5,2.75,2.0,9,1
321,2030,3,2.25,2.0,8,1
322,1450,3,2.0,1.0,7,0
323,1510,3,1.75,1.0,7,0
324,1240,2,1.0,1.0,6,0
325,1240,2,1.0,1.0,6,0
326,3030,3,2.5,2.0,9,0
327,2050,4,2.0,1.5,9,1
328,1000,3,1.0,1.0,7,0
329,2370,3,2.25,1.0,9,1
330,2800,4,3.5,2.0,9,1
331,2240,6,1.75,2.0,7,0
332,1810,3,2.0,1.0,8,0
333,1070,2,1.0,1.0,7,1
334,2490,4,2.0,2.0,9,1
335,1960,4,2.5,2.0,7,0
336,2930,3,2.75,1.0,9,1
337,1510,4,2.0,1.5,7,1
338,1420,3,1.75,1.0,7,0
339,1740,3,1.75,1.0,7,0
340,2560,4,1.75,2.0,7,1
341,3040,4,3.5,2.0,9,1
342,2500,3,1.75,1.0,8,0
343,1275,4,1.75,1.0,6,0
344,2580,4,2.5,2.0,8,1
345,1000,4,1.0,1.0,6,0
346,1000,4,1.0,1.0,6,0
347,1070,2,1.0,1.0,6,0
348,1390,3,2.0,1.0,7,0
349,2500,4,1.75,1.0,7,0
350,560,1,0.75,1.0,4,0
351,2270,4,2.75,2.0,9,1
352,1900,3,1.0,1.0,7,0
353,990,2,1.0,1.0,7,0
354,1550,4,1.5,1.0,7,0
355,2200,4,1.75,1.0,7,0
356,1910,4,2.5,2.0,7,0
357,1750,4,1.0,1.5,7,0
358,1330,3,1.0,1.0,7,1
359,2440,3,2.5,2.0,9,1
360,1640,3,2.5,2.0,7,1
361,2760,5,2.5,2.0,9,0
362,1820,4,2.5,2.0,7,0
363,2110,3,2.5,1.0,8,1
364,3040,5,2.5,1.0,8,1
365,1840,3,2.0,2.0,7,1
366,2990,4,2.5,2.0,9,1
367,3520,4,2.5,2.0,10,1
368,2440,4,2.75,1.0,8,1
369,2090,4,3.0,1.0,7,0
370,1430,3,2.25,2.0,7,0
371,2180,4,2.25,1.0,7,0
372,2180,4,2.25,1.0,7,1
373,3450,5,3.0,2.0,9,0
374,1450,3,2.25,2.0,7,0
375,3230,4,2.5,2.0,10,1
376,1640,3,1.75,1.0,7,0
377,1590,3,3.0,1.0,7,0
378,2020,4,2.0,2.0,7,1
379,1300,3,1.5,1.5,7,0
380,1380,2,1.5,1.0,6,0
381,4040,3,3.0,2.0,10,1
382,2130,4,2.25,2.0,7,0
383,2550,4,2.25,1.0,8,1
384,4800,5,3.5,2.0,11,1
385,2510,4,2.25,2.0,8,1
386,1410,3,2.0,1.0,7,0
387,1650,3,2.0,1.0,7,0
388,2120,4,2.5,2.0,8,0
389,2040,4,1.5,1.0,7,0
390,1550,4,1.0,1.5,7,0
391,1980,3,2.75,2.0,9,1
392,1600,3,2.5,2.0,8,0
393,3300,4,2.75,2.0,8,1
394,3840,4,2.5,2.0,10,1
395,1220,2,1.0,1.0,7,0
396,2720,5,2.25,1.0,7,1
397,1940,4,2.0,1.0,8,0
398,2160,3,2.5,1.5,7,0
399,1530,4,1.75,1.5,7,0
400,1710,3,3.5,2.0,8,1
401,3730,4,1.75,1.0,7,0
402,940,2,1.0,1.0,7,0
403,1750,3,2.5,2.0,8,0
404,1820,4,2.5,2.0,7,0
405,1510,3,3.25,2.0,9,1
406,1290,3,2.0,3.0,8,0
407,1570,3,2.0,1.0,7,0
408,1930,4,2.5,2.0,8,0
409,2840,4,3.5,1.0,10,1
410,1550,3,2.5,2.0,7,0
411,833,2,1.0,1.0,5,1
412,2990,3,2.5,2.0,8,1
413,2000,3,2.5,2.0,9,1
414,2390,4,1.5,1.5,7,0
415,2910,3,1.75,1.0,7,1
416,2085,4,1.75,1.0,7,1
417,2200,4,2.25,1.0,7,0
418,1860,3,2.25,2.0,8,0
419,6070,5,4.25,2.0,12,1
420,950,2,1.0,1.0,7,1
421,1600,3,1.75,1.0,7,1
422,2250,3,2.5,2.0,8,1
423,2280,3,2.5,2.0,8,0
424,940,2,1.0,1.0,7,0
425,1530,3,2.5,1.0,7,0
426,2190,5,1.75,1.0,7,0
427,2350,3,2.0,1.0,8,1
428,1440,4,2.0,1.0,7,0
429,2200,3,2.5,2.0,8,0
430,2290,4,3.0,2.0,9,0
431,4040,4,3.0,2.0,11,1
432,2610,4,2.5,1.5,8,1
433,1490,3,2.5,2.0,7,0
434,2450,4,2.5,2.0,8,1
435,1710,4,2.5,1.0,9,1
436,4870,5,2.5,2.0,10,1
437,3130,3,2.5,2.0,10,1
438,1270,2,2.0,3.0,8,0
439,2120,3,1.75,1.0,8,1
440,1670,3,1.5,1.0,7,0
441,2070,3,2.25,2.0,7,0
442,1420,2,1.0,1.0,8,1
443,1250,3,1.5,1.0,6,0
444,940,3,1.0,1.0,7,0
445,1920,3,1.75,1.0,7,0
446,3545,3,2.5,1.0,10,1
447,1260,3,2.0,1.0,7,1
448,2340,5,2.5,1.0,7,1
449,2590,3,2.25,1.0,8,1
450,3970,3,4.5,2.0,10,1
451,1220,3,1.75,1.0,7,0
452,1400,3,1.0,1.0,6,0
453,2360,3,2.75,1.0,8,1
454,1870,3,1.75,1.0,8,1
455,2830,3,2.5,2.0,9,1
456,2260,3,2.5,2.0,8,1
457,1970,3,3.0,2.0,9,1
458,3140,4,2.5,1.0,9,1
459,1240,3,1.75,1.0,7,0
460,3450,4,3.5,2.0,10,1
461,2570,3,2.25,2.0,8,0
462,1510,3,2.0,2.0,7,0
463,2390,4,2.25,2.0,9,0
464,980,3,1.0,1.0,6,0
465,1480,3,1.75,1.0,7,1
466,1850,4,2.5,2.0,8,0
467,2270,3,2.0,1.0,7,0
468,1810,3,2.5,2.0,8,0
469,1610,2,2.0,2.0,6,0
470,3840,3,4.25,2.0,10,1
471,4110,4,2.75,2.0,9,1
472,4190,4,3.25,2.0,11,1
473,3390,4,2.75,2.0,9,1
474,1890,4,2.25,2.0,7,1
475,1610,3,2.5,2.0,9,1
476,1050,3,1.5,1.0,7,0
477,630,2,1.0,1.0,5,0
478,2910,4,2.75,1.0,8,1
479,1700,4,1.75,1.0,7,0
480,1950,3,2.5,2.0,9,0
481,2990,3,3.0,2.0,8,1
482,1350,3,1.5,1.0,7,1
483,4860,4,3.25,2.5,9,1
484,2160,4,2.5,1.0,8,0
485,4860,6,3.5,2.0,11,1
486,890,2,2.0,1.0,6,0
487,2810,4,2.75,2.0,9,1
488,3400,5,2.5,2.0,8,1
489,1580,4,1.5,1.0,7,1
490,1680,3,2.0,1.0,7,0
491,1300,3,1.75,1.0,7,0
492,2820,5,2.5,2.0,7,1
493,1510,3,2.0,1.0,7,0
494,1230,2,2.5,2.0,8,1
495,2110,4,2.0,2.0,9,1
496,3080,3,2.75,1.0,7,0
497,1490,2,1.5,1.5,7,1
498,2120,3,2.5,2.0,7,0
499,3180,4,2.5,2.0,9,1
500,1490,2,1.0,1.0,7,1
501,1930,3,2.0,1.0,8,0
502,2770,4,2.5,2.0,10,1
503,1670,3,1.5,1.0,7,0
504,1330,2,1.75,1.0,7,0
505,1210,3,1.0,1.5,7,1
506,1190,3,1.0,1.0,7,0
507,1540,2,1.0,1.0,7,1
508,4030,4,3.75,2.0,10,1
509,2430,4,1.75,1.0,8,1
510,2600,4,2.5,2.0,8,1
511,4410,5,3.5,2.0,9,1
512,1330,4,1.0,1.5,7,0
513,1900,3,1.75,1.0,7,1
514,1100,2,1.0,1.0,7,0
515,1980,3,1.0,1.5,6,0
516,2400,3,2.5,2.0,9,1
517,4760,4,2.25,2.5,9,1
518,3180,4,3.25,2.0,10,1
519,1190,3,1.0,1.0,6,0
520,630,2,1.0,1.0,6,0
521,2530,5,3.0,1.0,8,1
522,1690,4,1.5,1.0,5,0
523,940,2,1.0,1.0,6,0
524,1240,2,2.0,1.0,7,1
525,3040,4,2.5,2.0,7,1
526,6050,6,5.0,2.0,11,1
527,1590,4,1.0,1.5,6,0
528,2500,3,1.75,1.0,9,1
529,1780,3,2.5,1.0,7,0
530,1360,2,1.5,2.0,7,0
531,4740,4,3.25,2.0,10,1
532,1010,3,1.5,1.0,7,0
533,1040,3,1.0,1.0,6,0
534,1610,3,2.25,2.0,7,0
535,1570,4,1.75,1.0,7,1
536,1510,2,2.0,1.0,7,1
537,1360,3,2.0,1.0,7,0
538,1970,4,2.5,2.0,8,0
539,5403,3,2.5,2.0,12,1
540,1560,4,2.5,2.0,7,0
541,2320,4,1.75,1.0,8,0
542,2120,3,2.25,1.0,8,1
543,2120,3,2.25,2.0,8,0
544,3350,4,2.5,2.0,11,1
545,2380,4,2.5,2.0,10,1
546,1070,2,2.0,2.0,9,0
547,2300,4,2.75,1.0,7,0
548,1320,2,1.0,1.0,6,0
549,2180,3,1.75,1.0,7,1
550,4380,3,3.0,2.0,10,1
551,1790,3,1.75,2.0,7,1
552,750,2,1.0,1.0,6,0
553,1300,3,1.5,1.0,7,0
554,2990,4,2.5,2.0,9,1
555,4640,7,3.5,2.0,11,1
556,1400,4,1.0,1.5,7,0
557,2750,6,1.75,2.0,8,1
558,2050,4,2.5,2.0,7,0
559,2230,4,3.0,1.0,7,1
560,2340,4,2.25,1.0,8,0
561,2870,3,2.5,2.0,9,1
562,4120,4,2.5,2.0,10,1
563,2080,3,1.75,1.0,7,1
564,1840,3,2.5,2.0,7,0
565,1180,3,1.0,1.5,6,0
566,2160,5,2.75,1.5,7,1
567,1180,3,1.0,1.5,8,1
568,1160,2,0.75,1.0,6,0
569,1830,4,2.5,2.0,7,0
570,3200,4,4.0,2.0,10,1
571,2560,5,3.0,1.5,7,0
572,2550,5,2.75,1.5,8,1
573,1330,3,1.75,1.0,7,0
574,1220,2,1.0,1.0,7,0
575,1805,3,2.5,2.0,7,0
576,6050,4,4.0,2.5,9,1
577,2320,4,2.5,2.0,8,1
578,1384,3,1.0,1.0,6,0
579,2720,3,2.5,2.0,9,1
580,1820,3,1.5,1.0,7,0
581,2130,2,2.25,1.5,7,1
582,2060,4,2.25,2.0,7,0
583,1420,4,1.75,1.0,7,0
584,1510,3,1.75,1.0,7,0
585,2160,3,2.5,1.5,8,1
586,3180,3,2.5,2.0,11,1
587,2110,3,2.25,2.0,8,0
588,2060,3,2.0,1.5,8,1
589,1830,3,1.5,1.0,7,1
590,1820,3,1.75,1.0,7,0
591,1610,3,2.5,2.0,8,0
592,1780,4,2.5,2.0,7,0
593,1840,4,2.5,2.0,7,0
594,1460,3,1.75,1.0,7,0
595,1400,2,2.5,2.0,8,0
596,3370,3,2.5,2.0,9,1
597,3590,4,3.0,2.0,9,1
598,3200,4,2.25,2.0,9,1
599,1670,2,1.75,1.0,8,1
600,2420,4,2.0,1.0,9,0
601,1430,3,1.75,2.0,7,0
602,1440,3,1.75,1.0,7,1
603,1450,3,2.25,2.0,7,0
604,3550,4,2.75,1.0,8,1
605,1270,2,3.0,2.0,8,1
606,940,2,1.0,1.0,7,0
607,1670,3,2.0,1.0,7,0
608,3100,4,3.5,2.0,8,1
609,1100,2,2.5,3.0,7,0
610,1870,3,2.0,1.0,8,1
611,1930,3,2.5,2.0,8,1
612,2540,3,2.75,2.0,9,1
613,1280,3,1.75,1.5,7,0
614,1820,3,2.25,1.0,7,0
615,1490,3,2.25,2.0,7,1
616,1880,3,2.5,2.0,8,1
617,1250,3,1.0,1.0,7,0
618,1440,3,2.0,1.0,8,0
619,1920,3,2.5,2.0,7,0
620,2060,3,2.5,1.0,7,1
621,1210,3,1.5,1.0,7,0
622,1760,2,1.75,1.0,7,1
623,990,3,1.0,1.0,6,0
624,960,3,1.0,1.0,6,0
625,1660,3,2.5,3.0,9,1
626,1900,3,1.75,1.0,8,1
627,1270,3,2.25,1.0,7,1
628,3250,4,2.25,2.0,9,1
629,960,3,1.0,1.0,6,0
630,1330,2,1.75,1.0,7,1
631,2080,3,1.75,1.0,7,0
632,2690,3,2.5,1.0,8,1
633,890,2,1.0,1.0,7,1
634,1070,3,1.75,1.0,7,0
635,1200,3,1.0,1.0,6,0
636,1360,3,1.5,2.0,7,0
637,2050,3,2.0,1.0,8,0
638,3000,3,1.5,2.0,9,1
639,1300,2,2.0,1.0,7,0
640,2250,4,2.5,1.0,7,0
641,3740,5,2.75,1.0,8,1
642,1660,3,2.5,3.0,9,1
643,2360,3,2.5,2.0,7,0
644,1760,3,1.75,1.0,7,0
645,1680,3,1.75,1.5,7,1
646,1320,3,1.75,1.0,7,1
647,870,1,1.0,1.0,6,0
648,1260,4,1.0,1.5,6,0
649,1000,3,1.0,1.0,6,0
650,2020,4,1.75,1.0,8,1
651,1920,3,1.0,1.0,7,0
652,2150,3,2.0,1.5,7,1
653,1470,3,2.5,2.0,7,0
654,3180,3,2.5,2.0,10,1
655,3930,3,2.5,1.0,8,1
656,990,3,1.0,1.0,6,1
657,2770,4,3.5,2.0,8,1
658,1250,3,1.5,1.0,7,1
659,1140,3,1.75,1.0,7,0
660,2250,4,2.5,1.0,7,1
661,1640,3,2.5,2.0,7,1
662,1255,3,1.5,3.0,7,0
663,1290,3,1.0,1.0,7,0
664,1300,3,1.75,1.0,7,0
665,1220,3,1.5,3.0,8,0
666,2630,4,2.5,3.0,8,1
667,1950,3,1.5,1.0,8,0
668,3160,4,3.25,2.0,9,1
669,1550,3,1.75,1.0,7,1
670,1700,4,2.5,1.0,7,0
671,2510,4,2.75,1.0,8,1
672,1800,4,1.75,2.0,8,1
673,1800,3,1.75,1.0,8,0
674,1870,3,2.25,1.0,7,1
675,1010,2,1.0,1.0,7,0
676,1120,2,1.5,1.0,6,0
677,2090,3,1.0,1.0,8,1
678,4370,4,3.5,2.0,11,1
679,1440,3,2.0,1.0,7,0
680,2580,4,3.0,2.0,8,1
681,3190,4,2.5,2.0,10,1
682,2380,4,3.5,2.0,7,0
683,1420,4,1.0,1.5,7,0
684,2990,5,2.75,2.0,9,1
685,2680,3,2.5,2.0,8,0
686,2730,4,2.5,2.0,7,1
687,1220,3,1.0,1.0,6,0
688,1500,3,1.0,1.0,7,0
689,1830,3,1.75,1.0,8,0
690,4570,5,2.5,2.0,10,1
691,2470,4,2.25,2.0,8,0
692,800,2,1.0,1.0,6,0
693,2900,4,2.5,2.0,9,1
694,1410,3,2.0,1.0,7,0
695,2830,5,2.5,1.0,8,1
696,1680,4,1.75,1.0,7,0
697,1760,3,1.75,1.0,7,0
698,2240,4,2.25,2.0,8,1
699,1380,2,1.0,1.5,5,1
700,820,2,1.0,1.0,6,0
701,2180,4,2.0,1.0,6,1
702,1400,4,2.0,1.0,7,1
703,880,2,1.0,1.0,5,0
704,1060,2,1.0,1.0,6,0
705,1530,3,1.75,1.0,7,0
706,2480,4,1.75,1.0,8,1
707,1490,3,1.75,1.0,6,0
708,3660,3,2.5,2.0,9,1
709,2340,4,2.5,2.0,8,0
710,1450,3,1.75,1.0,7,0
711,2210,4,2.5,2.0,9,1
712,1130,4,1.0,1.0,7,0
713,1550,5,1.75,1.0,7,0
714,1710,4,1.75,1.0,7,0
715,1010,3,1.5,1.0,7,0
716,2660,6,2.25,2.0,7,1
717,2660,6,2.25,2.0,7,1
718,1300,3,2.0,1.0,7,0
719,1670,3,2.5,2.0,7,0
720,960,2,1.0,1.0,7,1
721,4670,4,3.25,2.0,12,1
722,2140,3,2.5,2.0,8,1
723,2520,5,3.0,1.0,8,0
724,1650,3,1.5,1.0,7,0
725,1440,2,1.75,1.0,8,0
726,1050,2,1.0,1.0,7,0
727,1470,3,1.75,1.0,7,0
728,4230,4,2.25,2.0,11,1
729,1970,3,1.75,1.0,8,1
730,1540,3,2.25,2.0,7,0
731,2090,3,2.75,2.0,8,0
732,2380,3,2.0,2.0,8,1
733,2156,4,2.5,2.0,9,0
734,2070,4,2.25,2.0,8,0
