xai,participant,mean_boundary,mean_orig_boundary,mean_improvement,success_rate,mean_proximity,mean_sparsity,move_toward_target_rate,mean_helpful_shap,mean_n_features_changed,Glucose_changed,Glucose_abs_change,Glucose_signed_change,Blood Pressure_changed,Blood Pressure_abs_change,Blood Pressure_signed_change,Insulin_changed,Insulin_abs_change,Insulin_signed_change,BMI_changed,BMI_abs_change,BMI_signed_change,Age_changed,Age_abs_change,Age_signed_change,within_condition_boundary_rank,PostTask_MentalModel,PostTask_StrategyExample,Q70_3_TEXT,Q73_6_TEXT,Q74_7_TEXT,all_comments,strategy_cluster
counterfactual,R_1hF6UnZQsvvwBCX,0.0629738530502995,0.12287754559834001,0.059903692548040496,0.7,0.36217757311132004,0.54,0.9,0.5721902199872069,2.3,0.7,0.14198265601100252,-0.0391089950688975,0.65,0.09130434782607,-0.07173913043479,0.6,0.073414171409715,0.05320465231381501,0.35,0.055476397864565,-0.013793621803874997,0.0,0.0,0.0,1.0,I think mostly the glucose and blood pressure mattered,I just make sure the highest or lowest numbers go to the most neutral numbers,,,,PostTask_MentalModel: I think mostly the glucose and blood pressure mattered | PostTask_StrategyExample: I just make sure the highest or lowest numbers go to the most neutral numbers,1
counterfactual,R_7QQowZQ43kZcCj7,0.07734927809822975,0.12287754559834001,0.04552826750011025,0.5,0.511297034303885,0.66,0.95,0.5051536208815859,1.7,0.5,0.18746811766707752,0.17216459785752253,0.5,0.09239130434779,0.007608695652180003,0.2,0.1194011383321,0.1194011383321,0.4,0.08906350098345,0.06756026973871,0.1,0.022972972972955,-0.022972972972955,2.0,I think the attributes that mostly mattered were the person's BMI and blood pressure. The higher values seemed to increase the chances of a diabetes result.,"Sometimes my approach varied with the person's age. If they were younger, I would increase their age as I correlated a higher age being more risk for diabetes.",,,,"PostTask_MentalModel: I think the attributes that mostly mattered were the person's BMI and blood pressure. The higher values seemed to increase the chances of a diabetes result. | PostTask_StrategyExample: Sometimes my approach varied with the person's age. If they were younger, I would increase their age as I correlated a higher age being more risk for diabetes.",1
counterfactual,R_5tEkygPCjFKzz2T,0.083923373146155,0.12287754559834001,0.038954172452185,0.6,0.38576148970871504,0.49000000000000005,0.9,0.6275068966106637,2.55,0.55,0.096497194354765,-0.036133310661415,0.5,0.081521739130435,0.033695652173935,0.6,0.050111358574655,-0.030314278643945,0.75,0.13871227873004,0.02163191907847,0.15,0.0189189189189,0.0189189189189,3.0,"I think the AI used on a higher scale the level of the BP and insulin. Some times, the BMI and glucose",I put a strict watch on the ranges I had learned from the training from the previous task. The AI training really helped.,,,,"PostTask_MentalModel: I think the AI used on a higher scale the level of the BP and insulin. Some times, the BMI and glucose | PostTask_StrategyExample: I put a strict watch on the ranges I had learned from the training from the previous task. The AI training really helped.",1
counterfactual,R_5faag2PFpaGyI6V,0.08535400085186,0.12287754559834001,0.037523544746479995,0.4,0.6542550072483,0.31,0.85,0.40859428591109764,3.45,0.95,0.33837782690023,0.15048461146062,0.85,0.09565217391306,-0.004347826086970001,0.8,0.06238142373996001,0.03536665841784,0.7,0.13487060972186,0.09476159033440999,0.15,0.022972972972960002,-0.01756756756755,4.0,The AI appears to rely mainly on Glucose and BMI,"My approach varied depending on the starting profile: for a No Diabetes profile, I increased the influential attributes; for a Diabetes profile, I decreased them.",,,,"PostTask_MentalModel: The AI appears to rely mainly on Glucose and BMI | PostTask_StrategyExample: My approach varied depending on the starting profile: for a No Diabetes profile, I increased the influential attributes; for a Diabetes profile, I decreased them.",1
counterfactual,R_7dLdPi0fchuvKbu,0.091574369155971,0.12287754559834001,0.031303176442369005,0.5,0.38246911593370003,0.58,0.9,0.4804943906302297,2.1,0.3,0.07099132800545001,-0.009777248767250002,0.65,0.11521739130431,-0.054347826086899996,0.6,0.10249113255793,0.08619978553165,0.45,0.07079629109298,-0.01505507164932,0.1,0.02297297297295,-0.0013513513513499996,5.0,After the sample exercises I had an idea of what attributes needed to be at what level to trigger the diabetes warning.,I based it on what the other levels were currently set to and also on the age of the person.,,,,PostTask_MentalModel: After the sample exercises I had an idea of what attributes needed to be at what level to trigger the diabetes warning. | PostTask_StrategyExample: I based it on what the other levels were currently set to and also on the age of the person.,1
counterfactual,R_1ihbKBZG0EAXF8D,0.0922853252636035,0.12287754559834001,0.0305922203347365,0.55,0.47910472836859996,0.59,0.95,0.6116930841425201,2.05,0.55,0.15303519809553,0.007651759904769998,0.3,0.06847826086955,-0.01847826086955,0.55,0.10125381506231998,0.06660892518355,0.65,0.15633745434115,0.011905310480550001,0.0,0.0,0.0,6.0,"It maintained a combination of any two: high of Glucose, BP, BMI, and Insulin for diabetic. Vice versa for no diabetic","1. Mainly Glucoese, BMI, BP
2. I used to get average perception from older training 
3. I just targetted the lower ones and tried to match around the thresholds from training  ",,,,"PostTask_MentalModel: It maintained a combination of any two: high of Glucose, BP, BMI, and Insulin for diabetic. Vice versa for no diabetic | PostTask_StrategyExample: 1. Mainly Glucoese, BMI, BP
2. I used to get average perception from older training 
3. I just targetted the lower ones and tried to match around the thresholds from training",1
counterfactual,R_6ltB5PoMoQ8gakx,0.09259802195872499,0.12287754559834001,0.03027952363961501,0.55,0.63273921224671,0.48,0.9,0.5128130965664821,2.6,0.8,0.22912769937093,0.07099132800547,0.35,0.06413043478256,0.02934782608696,0.9,0.22807885836845299,0.15755176111534702,0.55,0.111402219724725,0.059805984827235,0.0,0.0,0.0,7.0,"It seemed to me it focused on Glucose with BMI or Blood Pressure with Insulin. When Diabetes was the diagnosis, I would tend to see higher numbers in these areas. ",I looked at which pairs displayed higher or lower numbers and shifted the numbers to the appropriate levels compared to the previous diagnosis's I could recall. ,,,,"PostTask_MentalModel: It seemed to me it focused on Glucose with BMI or Blood Pressure with Insulin. When Diabetes was the diagnosis, I would tend to see higher numbers in these areas. | PostTask_StrategyExample: I looked at which pairs displayed higher or lower numbers and shifted the numbers to the appropriate levels compared to the previous diagnosis's I could recall.",1
counterfactual,R_3CPW0AmZIfESbrT,0.0940785966590575,0.12287754559834001,0.028798948939282497,0.4,0.5152088544352,0.62,0.65,0.3654880810371758,1.9,0.05,0.011902737629649999,0.011902737629649999,0.65,0.1423913043478,-0.0380434782609,0.5,0.21477769529000001,0.21477769529000001,0.7,0.146137117167745,0.051988198932355,0.0,0.0,0.0,8.0,"Insulin and blood pressure were the most important values, with BMI close behind. If their BMI was relatively high, the other two values would need to be low to avoid a diabetes verdict. If both insulin and blood pressure levels were high, they were much more likely to be at risk for diabetes. ","I tried to match up the two or more attributes I increased or decreased. For instance, lining up BMI and insulin to roughly the same level could make a substantial difference in the verdict. ",,,,"PostTask_MentalModel: Insulin and blood pressure were the most important values, with BMI close behind. If their BMI was relatively high, the other two values would need to be low to avoid a diabetes verdict. If both insulin and blood pressure levels were high, they were much more likely to be at risk for diabetes. | PostTask_StrategyExample: I tried to match up the two or more attributes I increased or decreased. For instance, lining up BMI and insulin to roughly the same level could make a substantial difference in the verdict.",1
counterfactual,R_7MBioYOD8gq6nT3,0.09565111355087999,0.12287754559834001,0.027226432047459996,0.2,0.20016968766148452,0.77,0.65,0.23362419229454803,1.15,0.05,0.021679986396850003,-0.021679986396850003,0.2,0.04673913043475,-0.04673913043475,0.1,0.008042563721845,-0.008042563721845,0.75,0.1169512503511895,-0.1169512503511895,0.05,0.00675675675675,-0.00675675675675,9.0,I focused more on BMI and BP. The lower those were are good indicators of overall health and less chance for diabetes.,I tried to keep DBP less than 75 and BMI less than 30 but ideally less than 25.,,,,PostTask_MentalModel: I focused more on BMI and BP. The lower those were are good indicators of overall health and less chance for diabetes. | PostTask_StrategyExample: I tried to keep DBP less than 75 and BMI less than 30 but ideally less than 25.,2
counterfactual,R_6dXBSsEnSWPHZg1,0.10073780189984549,0.12287754559834001,0.02213974369849451,0.4,0.31772242197691497,0.7100000000000001,0.7,0.4037027976157176,1.45,0.7,0.19086889984699001,-0.08459445672501001,0.25,0.052173913043449996,-0.052173913043449996,0.4,0.056813495009500004,0.0312422667656,0.1,0.017866114077,-0.007866114076999999,0.0,0.0,0.0,10.0,"AI rule, high glucose and BMI to diabeties. low value to no diabeties. so threshold glucose 120 BMI TO 30","How i changed, lowered the highest attribute first, one at a time, then until the prediction flipped  stopped there",,,,"PostTask_MentalModel: AI rule, high glucose and BMI to diabeties. low value to no diabeties. so threshold glucose 120 BMI TO 30 | PostTask_StrategyExample: How i changed, lowered the highest attribute first, one at a time, then until the prediction flipped  stopped there",2
none,R_6dM4kpwwdD2TmDK,0.0620119803457911,0.12287754559834001,0.0608655652525489,0.55,0.441755790947985,0.5,0.9,0.5402932159312721,2.5,0.65,0.16026186022788,-0.09479680326478,0.3,0.061956521739105,-0.038043478260804994,0.7,0.074857708488,0.04949269982677,0.7,0.129814835628005,0.07424669851087501,0.15,0.014864864864854999,-0.014864864864854999,1.0,"I think the attributed for glucose mattered to me most of all when deciding overall outcomes. If the ranges were on the higher side, I always made sure the other attributes reflected someone who is non-diabetic or diabetic. The BMI was also another attibute that was important in determining if someone was diabetic or not. ","I decided to change the glucose in most of the cases because I felt like that was the most important factor in deciding overall health as seen in the charts. If it was too high, I tried to balance the other attributes to ensure they were evenly distributed for the diagnosis. If it was too low, taking a look at other attributes like blood pressure and BMI was helpful in deciding whether to change attributes for blood pressure and insulin. ",,,,"PostTask_MentalModel: I think the attributed for glucose mattered to me most of all when deciding overall outcomes. If the ranges were on the higher side, I always made sure the other attributes reflected someone who is non-diabetic or diabetic. The BMI was also another attibute that was important in determining if someone was diabetic or not. | PostTask_StrategyExample: I decided to change the glucose in most of the cases because I felt like that was the most important factor in deciding overall health as seen in the charts. If it was too high, I tried to balance the other attributes to ensure they were evenly distributed for the diagnosis. If it was too low, taking a look at other attributes like blood pressure and BMI was helpful in deciding whether to change attributes for blood pressure and insulin.",1
none,R_6upJU84Jtf3Faf5,0.071443952620295,0.12287754559834001,0.051433592978045006,0.4,0.406395875039365,0.63,0.9,0.48827322930676714,1.85,0.45,0.09012072776744999,-0.02550586634935,0.15,0.032608695652164996,-0.026086956521735,0.35,0.06434050977485,0.06434050977485,0.35,0.08689350941275001,-0.00515228996905,0.55,0.13243243243230501,4.998779168374767e-15,2.0,age and bmi mattered the most,i decided what would make the most difference,,,,PostTask_MentalModel: age and bmi mattered the most | PostTask_StrategyExample: i decided what would make the most difference,1
none,R_1Fh1UMJw1me9wFr,0.07778198983411069,0.12287754559834001,0.0450955557642293,0.75,0.5558097662434001,0.5,0.95,0.6525383440290002,2.5,0.55,0.1721645978575,0.0199795953069,0.6,0.115217391304355,-0.045652173913055,0.75,0.136001814732275,0.09578899612302501,0.6,0.13242596234898,-0.035226187131179997,0.0,0.0,0.0,3.0,"I mainly looked at glucose,BMI,blood pressure and insulin. High values generally made me lean toward predicting diabetes, while lower values made me lean toward no diabetes. I also considered age as an additional factor","I mainly changed glucose, BMI, blood pressure, and insulin since these seemed to have the biggest impact on the prediction. My approach varied depending on the starting values and which attributes seemed to be influencing the prediction most",,,,"PostTask_MentalModel: I mainly looked at glucose,BMI,blood pressure and insulin. High values generally made me lean toward predicting diabetes, while lower values made me lean toward no diabetes. I also considered age as an additional factor | PostTask_StrategyExample: I mainly changed glucose, BMI, blood pressure, and insulin since these seemed to have the biggest impact on the prediction. My approach varied depending on the starting values and which attributes seemed to be influencing the prediction most",1
none,R_6R9HRjc1dD88yPW,0.08026373791562445,0.12287754559834001,0.04261380768271555,0.3,0.157824347896145,0.8,0.85,0.23313404004989166,1.0,0.7,0.11435130079919001,0.06759054582556,0.05,0.00978260869565,-0.00978260869565,0.0,0.0,0.0,0.05,0.009366114077,-0.009366114077,0.2,0.024324324324305,-0.024324324324305,4.0,"glucose seemed to have mattered more. higher glucose between 140-190 pushes towards high blood pressure. lower glucose between 80-120 were no diabetes. BMI also matters with higher at 34-40 towards diabetes. lower values of 19-30 towards no diabetes. age, blood pressure, insulin, seemed to have less effect.","i changed glucose first because it seems to have a stronger effect. if glucose alone wasnt enough i went to BMI next, or another attribute. the amount depends on how close each profile was to a decision boundary.",,,,"PostTask_MentalModel: glucose seemed to have mattered more. higher glucose between 140-190 pushes towards high blood pressure. lower glucose between 80-120 were no diabetes. BMI also matters with higher at 34-40 towards diabetes. lower values of 19-30 towards no diabetes. age, blood pressure, insulin, seemed to have less effect. | PostTask_StrategyExample: i changed glucose first because it seems to have a stronger effect. if glucose alone wasnt enough i went to BMI next, or another attribute. the amount depends on how close each profile was to a decision boundary.",2
none,R_1bN1m4OYZIanJ5K,0.08665006946398249,0.12287754559834001,0.036227476134357506,0.6,0.3274691878822,0.6900000000000001,0.9,0.5953599125330746,1.55,0.05,0.0131780309471,0.0131780309471,0.7,0.15326086956517998,-0.06413043478258,0.4,0.04701806483543,0.005774148313169999,0.4,0.11401222253445001,0.06635276763145001,0.0,0.0,0.0,5.0,I believe that Blood Pressure and BMI were the attributes that impacted the models outcomes more than the others.,"It did not vary, it was consistent.  Those were the primary attributes I adjusted",,,,"PostTask_MentalModel: I believe that Blood Pressure and BMI were the attributes that impacted the models outcomes more than the others. | PostTask_StrategyExample: It did not vary, it was consistent.  Those were the primary attributes I adjusted",2
none,R_5CNiW73tAkn7Lk5,0.097185636249534,0.12287754559834001,0.025691909348806004,0.65,0.54363926934395,0.62,1.0,0.6777975563403446,1.9,0.45,0.15261010032310002,0.003825879952400001,0.05,0.01304347826085,-0.01304347826085,0.7,0.17239957106322001,0.12208199290607999,0.7,0.205586119696575,-0.008202023040124995,0.0,0.0,0.0,6.0,I think it took into account age more regarding the BMI and blood pressure.,I followed what I thought it took into account about age. Of course glucose and insulin levels mattered too.,,,self,PostTask_MentalModel: I think it took into account age more regarding the BMI and blood pressure. | PostTask_StrategyExample: I followed what I thought it took into account about age. Of course glucose and insulin levels mattered too. | Q74_7_TEXT: self,1
none,R_1KMTwE2iCLDGMxz,0.09768065141497499,0.12287754559834001,0.025196894183364998,0.3,0.2773972183542,0.8,0.65,0.4551255906460714,1.0,0.35,0.0803434790002,-0.035283115116499994,0.05,0.00978260869565,-0.00978260869565,0.15,0.046502515878899996,0.046502515878899996,0.45,0.14076861477945,0.05627915144705,0.0,0.0,0.0,7.0,"The first thing I considered was age because things would change for me if they were above or below the age of 34.  I then went to glucose, insulin and BMI.  If any of them was high, I would consider the others including blood pressure and make a call. I noticed that age was a large factor as was BMI.","After checking all of the values, if a person was younger- below 35 to give the ""diabetes"" I would change BMI if it were lower than the others.  I would do the same with older- above 34 but I would also think twice about the other scales.  Sometimes if the BMI were high enough I would change glucose or inslulin- mosltly glucose.  I had no idea how much change was enough.  I may if I had the original chart to refer to.  So, I guessed- maybe too much of a change, but I was not sure.",,,,"PostTask_MentalModel: The first thing I considered was age because things would change for me if they were above or below the age of 34.  I then went to glucose, insulin and BMI.  If any of them was high, I would consider the others including blood pressure and make a call. I noticed that age was a large factor as was BMI. | PostTask_StrategyExample: After checking all of the values, if a person was younger- below 35 to give the ""diabetes"" I would change BMI if it were lower than the others.  I would do the same with older- above 34 but I would also think twice about the other scales.  Sometimes if the BMI were high enough I would change glucose or inslulin- mosltly glucose.  I had no idea how much change was enough.  I may if I had the original chart to refer to.  So, I guessed- maybe too much of a change, but I was not sure.",2
none,R_7ojrp9raD1YDwJj,0.10093423527958849,0.12287754559834001,0.0219433103187515,0.4,0.32977259027565,0.7100000000000001,0.65,0.3637083234129015,1.45,0.45,0.12922972283625,-0.12922972283625,0.7,0.146739130434715,-0.146739130434715,0.0,0.0,0.0,0.3,0.053803737004749996,-0.053803737004749996,0.0,0.0,0.0,8.0,I looked for the High numbers on the result chart. ,"When the blood pressure, Glucose, or the BMI are high, lower",,,,"PostTask_MentalModel: I looked for the High numbers on the result chart. | PostTask_StrategyExample: When the blood pressure, Glucose, or the BMI are high, lower",2
none,R_5gkJQXcSCkjRBmu,0.10244165003285499,0.12287754559834001,0.020435895565485,0.75,0.7411908240669,0.5599999999999999,0.9,0.7035394981874015,2.2,0.6,0.23167828600574997,0.04208467947625,0.25,0.10869565217390001,-0.047826086956499994,0.5,0.12692815309745,0.10898704941024999,0.85,0.27388873279014997,-0.026763416690049995,0.0,0.0,0.0,9.0,"I think it factored in both glucose levels, BMI and blood pressure",Which ones were low or not and wether the AI considered that in a healthy range,,,,"PostTask_MentalModel: I think it factored in both glucose levels, BMI and blood pressure | PostTask_StrategyExample: Which ones were low or not and wether the AI considered that in a healthy range",1
none,R_7arfHhy57BRFG9z,0.11180026149061251,0.12287754559834001,0.011077284107727504,0.3,0.23765903428274998,0.8,0.6,0.23772474590609374,1.0,0.2,0.062489372555699994,-0.062489372555699994,0.6,0.1336956521738,-0.1336956521738,0.0,0.0,0.0,0.2,0.04147400955325,-0.04147400955325,0.0,0.0,0.0,10.0,"I think BMI, and blood pressure were the ones that really determined the outcome.  I think lower numbers for those was better.","I tried to focus on lowering blood pressure, and BMI.  basically losing weight.  I think those would've helped the most.  I assumed any lowering of those two numbers would be helpful.",,,,"PostTask_MentalModel: I think BMI, and blood pressure were the ones that really determined the outcome.  I think lower numbers for those was better. | PostTask_StrategyExample: I tried to focus on lowering blood pressure, and BMI.  basically losing weight.  I think those would've helped the most.  I assumed any lowering of those two numbers would be helpful.",2
